Name,Position,Country,Rookie,Age,Weight,Height,Contract,Salary,Stats 1,Stats 2,Stats 3,Stats 4,Stats 5,Stats 6,Stats 7,Stats 8,Stats 9,Stats 10,Stats 11,Stats 12,Stats 13,Stats 14
Jeff Finger,4,USA,N,29,205,73,1,2000000,90,44,81,71,77,79,72,40,74,68,77,67,63,20
Jeffrey Hamilton,1,USA,N,32,185,70,1,475000,54,40,79,76,65,80,67,51,68,68,55,55,57,85
Christian Backman,4,SWE,N,30,210,76,3,1999999,59,40,78,70,80,73,62,40,64,62,69,82,63,40
Tomas Fleischmann,3,CZE,N,24,190,73,2,750000,53,40,84,80,70,79,72,42,71,72,63,70,61,50
Boris Valabik,4,SVK,N,23,230,79,2,750000,81,63,56,60,90,73,54,40,60,58,64,63,59,75
Martin Hanzal,1,CZE,N,22,218,77,2,850000,86,47,78,79,84,79,70,77,71,67,74,66,57,35
Aaron Johnson,4,CAN,N,26,211,73,1,700000,72,42,67,64,80,73,66,40,68,66,70,67,61,40
Wade Redden,4,CAN,N,31,212,74,4,7600000,75,43,81,81,81,88,73,40,75,65,75,88,92,45
Patric Hornqvist,3,SWE,Y,22,186,71,2,650000,59,40,73,73,66,77,66,40,67,64,57,47,47,10
Kurt Sauer,4,USA,N,28,220,76,2,999999,77,47,84,70,85,83,60,40,63,60,85,68,62,35
Mark Streit,4,CHE,N,32,197,72,1,1500000,81,40,80,85,73,93,88,40,88,76,71,92,66,10
Brad Richardson,1,CAN,N,24,184,71,2,1100000,64,42,77,71,64,74,63,71,65,60,62,62,60,40
Taylor Pyatt,2,CAN,N,27,230,76,1,1100000,75,44,72,74,90,80,64,42,65,65,76,69,65,40
Jason Garrison,4,CAN,Y,24,204,73,2,500000,70,43,84,61,77,71,60,40,58,59,51,47,47,35
Kris Newbury,1,CAN,N,27,200,70,3,700000,90,61,39,64,75,64,60,45,65,59,53,70,64,35
Radek Dvorak,2,CZE,N,32,191,73,1,2000000,59,40,79,80,70,83,69,41,70,68,74,80,67,25
Andrej Sekera,4,SVK,N,23,191,72,1,600000,68,40,88,72,70,84,68,40,71,64,76,64,61,65
Chris Neil,3,CAN,N,30,212,73,1,1850000,96,95,39,70,81,72,64,41,65,62,57,74,69,35
Niklas Hagman,3,FIN,N,29,205,72,1,2200000,53,40,88,81,77,83,76,40,74,78,69,82,67,45
Luca Sbisa,4,ITA,Y,19,190,74,2,850000,74,40,70,67,70,80,60,40,66,59,58,52,52,90
Kristopher Letang,4,CAN,N,22,201,72,4,2750000,80,41,88,74,75,81,77,40,77,71,66,65,65,65
Kurtis Foster,4,CAN,N,28,230,77,1,750000,66,41,78,71,90,75,68,40,68,67,61,72,64,40
Matt Stajan,2,CAN,N,26,200,73,1,1350000,81,40,75,82,75,84,80,81,81,72,75,66,61,45
Brandon Dubinsky,1,USA,N,23,205,73,1,500000,98,62,61,78,77,85,72,83,73,68,65,65,65,1
Denis Grebeshkov,4,RUS,N,26,209,72,1,500000,58,40,84,75,79,83,80,40,82,71,77,73,62,60
Tom Gilbert,4,USA,N,26,206,75,2,875000,57,40,88,75,78,88,80,40,83,69,80,63,61,45
Shawn Horcoff,1,CAN,N,30,208,73,4,5250000,54,42,84,95,79,93,75,86,77,71,79,71,82,60
Shean Donovan,3,CAN,N,34,218,75,3,1300000,53,52,69,72,84,66,63,42,63,63,64,80,73,1
Craig Adams,3,BRN,N,32,197,72,1,700000,80,61,69,68,73,72,63,42,64,62,67,71,72,15
Matt Ellis,2,CAN,N,28,207,72,3,650000,55,40,74,66,78,72,67,65,64,64,64,66,60,1
Fredrik Modin,2,SWE,N,34,218,76,3,3000000,55,40,78,76,84,76,71,56,71,67,69,84,91,50
Janne Pesonen,2,FIN,N,27,180,71,2,650000,55,40,79,67,60,69,60,40,62,62,53,52,52,25
Frantisek Kaberle,4,CZE,N,36,190,72,1,1100000,56,40,79,66,70,69,71,40,73,64,58,92,83,1
Lee Stempniak,3,USA,N,26,195,72,2,2500000,79,42,80,81,72,83,75,41,76,70,65,62,65,25
Mitch Fritz,2,CAN,N,29,239,79,2,600000,85,73,52,50,94,63,50,40,51,50,51,57,57,20
Jaroslav Spacek,4,CZE,N,35,204,71,3,6500000,70,40,85,78,77,88,81,40,83,71,77,85,71,1
Michael Rupp,1,USA,N,29,230,77,1,1250000,88,96,40,68,90,72,62,67,63,62,59,70,70,35
Jeff Tambellini,2,CAN,N,25,186,71,2,1500000,81,40,74,74,66,81,62,40,64,64,59,63,62,70
Jess Winchester,2,CAN,N,26,215,73,2,800000,64,50,63,61,68,64,61,60,60,53,61,50,48,70
Adam Pardy,4,CAN,Y,25,206,74,2,550000,76,43,60,64,78,76,61,40,66,60,66,47,47,35
Nate Raduns,3,USA,Y,25,212,75,3,750000,70,46,79,66,81,67,60,40,58,59,54,47,47,60
Ryan O'Byrne,4,CAN,N,24,228,78,2,700000,91,50,57,65,89,76,60,40,65,59,62,60,60,45
Steve Downie,3,CAN,N,22,200,71,1,625000,80,89,36,68,75,67,61,42,63,63,57,65,69,45
Alexander Edler,4,SWE,N,23,220,75,2,800000,76,40,81,71,85,85,77,40,78,71,74,65,59,60
Chris Conner,3,USA,N,26,175,68,4,600000,53,40,83,79,55,66,65,40,63,67,56,60,58,80
Vladimir Sobotka,1,CZE,N,22,194,72,2,600000,63,46,63,77,72,75,66,66,64,64,58,64,57,85
Tim Sestito,1,USA,Y,25,195,71,3,625250,92,49,79,65,72,66,60,46,58,59,62,52,52,30
Boyd Kane,2,CAN,N,31,225,74,2,550000,89,62,68,64,87,71,61,41,62,61,52,46,48,55
Noah Welch,4,USA,N,27,218,76,2,775000,76,41,72,65,84,69,50,40,50,50,55,62,66,40
Brett Festerling,4,CAN,N,23,200,73,2,720000,82,40,76,54,75,77,60,40,62,58,73,52,52,40
Chris Porter,1,CAN,Y,25,210,73,2,575000,56,43,84,68,80,75,69,40,68,68,63,52,52,30
Erik Reitz,4,USA,N,27,222,73,1,650000,89,81,47,59,86,67,60,40,61,61,55,52,52,25
Jason Jaffray,2,CAN,N,28,195,73,1,750000,56,50,59,69,72,73,67,60,67,66,57,55,54,50
Saku Koivu,1,FIN,N,34,182,70,1,4508000,58,40,75,88,62,85,82,88,82,74,64,99,99,60
Alexei Kovalev,3,RUS,N,36,215,73,2,6000000,59,40,70,84,82,90,91,44,81,78,65,92,93,30
Andy Sutton,4,CAN,N,34,245,78,1,2750000,76,46,58,70,97,79,67,40,67,62,75,75,69,1
Mark Stuart,4,USA,N,25,213,74,2,1300000,73,55,70,65,81,77,66,40,68,65,76,68,64,60
Jamal Mayers,3,CAN,N,35,214,73,2,1750000,68,92,60,70,82,73,62,86,64,64,73,79,78,65
Eric Staal,1,CAN,N,25,205,76,1,5200000,60,40,82,90,77,95,88,73,83,89,67,69,81,5
Yanic Perreault,1,CAN,N,38,185,71,1,800000,53,50,75,71,65,66,63,98,58,69,60,84,76,1
Brian Sutherby,1,CAN,N,27,209,75,1,800000,85,83,59,68,79,70,63,64,64,65,66,69,69,60
Scottie Upshall,3,CAN,N,26,197,72,1,1400000,76,42,59,77,73,77,70,42,70,69,65,76,75,60
Arron Asham,3,CAN,N,31,205,71,3,1000000,87,92,48,66,77,70,66,41,66,65,67,70,62,50
Christopher Higgins,2,USA,N,26,203,72,1,1400000,78,40,81,87,76,82,68,54,68,68,73,66,77,1
Marc-Antoine Pouliot,3,CAN,N,24,195,73,2,725000,59,44,77,72,72,75,64,67,66,65,61,65,61,40
Andrei Markov,4,RUS,N,31,209,72,4,6700000,62,40,85,84,79,93,83,40,91,72,77,83,76,50
Corey Perry,3,CAN,N,24,209,75,3,4500000,78,49,60,87,79,89,88,41,85,85,63,70,74,35
Patrik Elias,2,CZE,N,33,195,73,1,6450000,58,40,81,90,72,85,92,50,89,86,68,89,88,65
Roman Hamrlik,4,CZE,N,35,209,74,4,4900000,76,40,79,78,79,86,73,40,76,68,81,88,71,40
Francis Bouillon,4,USA,N,34,198,68,1,1450000,92,60,69,65,74,74,60,40,63,65,72,78,68,1
Kevin Klein,4,CAN,Y,25,203,73,1,700000,67,45,78,60,76,72,63,40,66,64,65,68,63,60
Tim Brent,1,CAN,N,26,197,72,1,625000,64,42,71,75,73,68,65,51,67,61,52,68,61,65
Jean-Francois Jacques,2,CAN,N,24,217,76,2,863155,88,56,53,67,83,67,63,40,64,65,51,65,60,25
Dane Byers,2,CAN,N,23,190,75,2,550000,61,40,49,72,70,64,62,40,61,65,50,62,58,35
Vernon Fiddler,2,CAN,N,28,201,71,3,875000,71,43,78,71,75,80,65,80,64,66,77,74,64,5
Ed Jovanovski,4,CAN,N,33,214,74,4,5800000,83,46,67,83,82,90,80,40,79,72,66,85,91,35
Riley Cote,2,CAN,N,27,220,74,1,500000,63,98,34,64,85,59,60,40,61,59,56,66,76,1
Jeremy Colliton,2,CAN,N,24,195,74,1,650000,88,40,78,71,72,77,63,58,65,60,66,66,60,1
Martin St. Pierre,1,CAN,N,26,187,70,2,550000,59,42,78,81,67,75,67,65,68,63,60,66,59,35
Dustin Boyd,3,CAN,N,23,187,72,2,675000,58,40,81,75,67,78,65,68,66,66,69,64,60,75
Steve Staios,4,CAN,N,35,200,73,1,1500000,75,55,65,69,75,84,56,40,63,60,81,82,88,45
Shawn Belle,4,CAN,N,24,235,73,1,620000,83,45,63,60,92,73,58,40,54,52,59,45,45,10
Bryan McCabe,4,CAN,N,34,198,73,2,6500000,71,45,82,76,74,88,84,40,82,75,71,83,98,50
Sheldon Souray,4,CAN,N,32,233,76,1,4000000,70,52,69,81,91,94,81,40,81,77,77,79,80,60
Ray Whitney,2,CAN,N,37,180,70,1,2300000,53,40,81,92,60,89,88,40,87,78,53,86,92,35
Ryan Shannon,3,USA,N,27,178,69,2,890000,55,40,80,80,58,66,67,42,67,67,59,59,57,65
Mike Modano,1,USA,N,38,210,75,1,2800000,55,40,78,85,80,85,75,84,78,68,72,99,91,50
Joe Pavelski,1,USA,N,25,195,71,3,3750000,71,40,78,80,72,88,80,87,79,77,74,60,65,50
Michael Peca,1,CAN,N,35,183,71,2,2950000,61,40,68,78,63,77,65,82,68,63,80,84,92,50
Miroslav Satan,3,SVK,N,34,191,75,2,3900000,53,40,78,81,70,84,74,43,73,72,60,89,79,15
Rick Nash,2,CAN,N,25,218,76,1,4125000,67,41,81,89,84,93,92,42,86,92,75,68,83,15
Chris Kunitz,2,CAN,N,30,193,72,2,3600000,94,43,72,83,71,85,77,42,76,74,66,69,82,55
Trent Hunter,3,CAN,N,28,210,75,2,1800000,94,44,74,83,80,73,71,42,70,69,64,72,74,60
Joe Thornton,1,CAN,N,30,235,76,4,8500000,70,44,75,84,92,91,88,89,92,79,65,83,95,50
Ryan Hollweg,2,USA,N,27,210,71,2,650000,82,72,48,66,80,67,60,41,62,59,54,68,66,20
Ryan Suter,4,USA,N,24,194,73,5,4450000,71,42,76,81,72,95,83,40,84,71,75,69,72,1
Torrey Mitchell,3,CAN,N,24,190,72,2,750000,64,40,84,72,70,73,64,68,60,66,73,59,58,50
Brett Clark,4,CAN,N,33,195,72,2,2750000,69,40,86,71,72,88,60,40,65,61,81,72,66,5
Wade Belak,3,CAN,N,32,223,77,3,600000,72,99,48,65,86,61,60,40,61,59,59,80,73,30
Bryan Helmer,4,CAN,N,37,208,74,2,550000,72,43,86,65,79,78,67,40,68,61,71,72,68,1
Tanner Glass,2,CAN,N,25,191,71,1,490000,84,73,36,66,70,68,60,40,58,59,52,60,64,35
Cam Janssen,3,USA,N,25,210,72,2,700000,74,96,35,65,80,65,60,40,61,60,56,63,61,15
Joel Perrault,3,CAN,N,26,202,74,4,1000000,67,44,69,77,76,68,66,60,67,64,58,64,64,40
Scott Hannan,4,CAN,N,30,225,73,2,3600000,59,40,88,72,87,88,60,40,64,60,80,79,70,35
Jassen Cullimore,4,CAN,N,37,180,73,1,1150000,65,42,78,67,60,73,60,40,65,61,70,82,76,1
Cory Stillman,2,CAN,N,36,202,74,2,6000000,71,42,77,83,76,79,83,42,82,75,59,84,75,70
Darryl Bootland,3,CAN,N,28,199,74,1,506000,65,47,43,66,74,66,60,40,59,62,52,68,64,75
Mikael Samuelsson,3,SWE,N,33,213,74,2,2500000,73,40,77,76,81,81,70,41,70,69,63,77,68,1
Blake Wheeler,3,USA,Y,23,205,77,2,800000,58,40,73,81,77,82,75,42,74,73,72,52,52,40
Riley Armstrong,2,CAN,N,24,180,72,2,550000,56,52,60,69,60,68,59,40,56,62,56,52,52,25
Kent Huskins,4,CAN,N,30,205,76,2,850000,66,45,73,68,77,80,63,40,66,64,80,70,70,20
Kenndal McArdle,2,CAN,Y,22,198,74,2,690000,70,49,66,67,74,69,60,40,58,59,56,52,52,60
Roman Polak,4,CZE,N,22,227,73,1,650000,82,42,81,71,88,86,65,40,69,62,73,63,58,10
Marc Savard,1,CAN,N,32,191,70,3,10000000,53,40,72,93,70,91,92,82,92,81,66,74,83,65
Jan Hejda,4,CZE,N,31,218,75,3,3000000,90,40,85,72,84,90,70,40,72,64,90,70,63,15
Brandon Bochenski,2,USA,N,27,193,72,2,863155,62,40,80,71,71,72,62,40,61,63,58,65,69,45
Joey Crabb,3,USA,N,26,191,73,1,575000,61,49,64,70,70,71,61,42,60,62,72,52,52,55
Rob Schremp,1,USA,N,23,200,71,1,850000,66,40,75,72,75,67,74,48,69,59,51,67,62,70
Brett McLean,1,CAN,N,31,197,72,1,600000,54,42,77,71,73,79,65,66,66,64,69,76,67,1
Warren Peters,1,CAN,N,27,198,72,2,800000,84,46,64,67,74,69,60,70,58,60,58,52,52,50
Peter Harrold,4,USA,N,26,188,71,2,600000,56,40,76,64,68,73,62,41,66,64,57,57,56,65
Randy Robitaille,2,CAN,N,34,200,71,1,1000000,53,50,79,82,75,70,68,86,71,67,58,70,64,1
Ben Lovejoy,4,USA,Y,25,215,74,3,550000,56,46,84,61,82,71,60,40,58,59,59,52,52,35
Jaime Sifers,4,USA,Y,26,210,71,1,675000,75,46,68,62,80,72,60,40,63,59,60,52,52,25
Rich Peverley,1,CAN,N,26,185,72,1,750000,54,42,79,85,65,85,78,77,78,71,65,62,58,40
Anders Eriksson,4,SWE,N,34,218,75,2,550000,75,41,79,66,84,75,62,40,65,55,68,83,76,10
Rob Niedermayer,1,CAN,N,34,201,74,1,1000000,65,40,78,79,75,81,60,44,62,65,76,82,83,1
Sean Collins,4,USA,Y,25,212,73,3,500000,60,40,68,64,81,75,60,40,62,63,59,52,52,55
Glen Metropolit,1,CAN,N,35,195,70,1,500000,59,46,77,71,72,78,60,77,63,62,76,80,67,60
Tim Gleason,4,USA,N,26,217,72,2,1800000,94,58,74,70,83,79,62,40,67,60,84,70,66,20
Alexander Semin,3,RUS,N,25,205,74,5,6500000,53,42,53,93,77,83,94,41,92,93,64,73,61,65
Darryl Sydor,4,CAN,N,37,211,73,1,800000,57,41,84,68,80,81,65,40,68,63,77,92,92,10
Paul Szczechura,1,CAN,Y,24,190,71,2,550000,69,40,76,74,70,75,68,59,67,66,73,52,52,45
Donald Brashear,2,USA,N,37,234,75,2,550000,88,99,40,68,92,63,60,40,61,60,54,87,92,20
Jamie Langenbrunner,3,USA,N,34,205,73,1,2500000,72,44,75,86,77,85,86,41,84,77,70,89,83,50
Adam Hall,1,USA,N,29,206,75,2,1000000,73,52,76,71,78,75,62,72,63,63,78,76,68,65
Brad May,2,CAN,N,38,213,73,2,1000000,67,79,47,67,81,63,62,40,63,61,59,88,81,60
Patrick Kane,3,USA,N,20,175,70,1,850000,51,40,79,94,55,87,88,41,85,79,57,59,65,50
Nicklas Backstrom,1,SWE,N,21,183,72,1,850000,58,40,78,95,63,92,91,75,92,77,67,66,63,30
Mike Van Ryn,4,CAN,N,24,198,73,3,2200000,55,40,79,73,74,75,73,40,75,70,72,72,65,50
Nick Schultz,4,CAN,N,26,200,73,2,1800000,70,43,86,70,75,83,60,40,64,61,84,76,63,45
Staffan Kronwall,4,CAN,N,26,209,76,1,500000,70,47,74,64,79,70,69,40,65,60,56,47,42,50
Ben Ondrus,2,CAN,N,27,185,72,2,863155,58,67,60,60,65,64,54,43,53,57,64,69,62,70
Steve Montador,4,CAN,N,30,210,72,1,525000,75,86,51,64,80,76,70,40,72,65,70,71,69,50
Philippe Dupuis,1,CAN,N,25,196,72,2,650000,64,40,88,69,73,75,65,50,65,62,56,47,47,20
Matt Foy,3,CAN,N,26,225,74,2,863155,78,50,38,53,87,63,58,40,61,52,49,64,62,65
Shaone Morrisonn,4,CAN,N,26,210,76,3,2250000,81,43,67,67,80,74,62,40,66,62,81,68,62,30
Kris Russell,4,CAN,N,22,180,70,2,650000,61,40,81,81,60,78,76,40,77,66,57,47,47,65
Brendan Bell,4,CAN,N,26,211,74,4,1000000,57,41,80,72,80,80,73,40,73,69,58,69,67,45
Milan Lucic,2,CAN,N,20,220,76,1,700000,99,84,45,74,85,76,76,41,75,71,63,61,77,45
Bryan Rodney,4,CAN,Y,25,200,72,2,550000,52,40,79,62,75,72,66,40,68,59,55,47,47,35
Tim Wallace,3,USA,Y,25,207,73,3,550000,89,43,70,68,78,71,63,40,64,60,59,47,47,1
Mark Cullen,1,USA,N,31,190,72,1,600000,61,40,82,70,70,64,61,49,62,60,53,58,54,45
Jeff Hoggan,2,CAN,N,31,188,73,2,600000,99,53,48,74,68,79,66,40,65,61,57,62,58,35
Steve MacIntyre,2,CAN,N,29,250,77,2,575000,70,99,42,63,99,58,60,40,58,62,48,47,47,65
Patrick Marleau,2,CAN,N,29,220,74,3,6000000,76,41,90,92,85,91,85,77,82,89,71,83,83,60
Boyd Gordon,1,CAN,N,26,201,72,1,675000,56,40,79,71,75,75,62,88,64,63,79,70,63,75
David Hale,4,USA,N,29,213,74,3,800000,86,60,74,65,81,76,63,40,66,64,63,69,63,50
Dwight Helminen,1,USA,Y,26,191,70,1,600000,69,40,79,66,70,68,60,69,61,61,58,47,47,35
Lukas Krajicek,4,CZE,N,26,196,74,3,1500000,61,40,76,70,73,75,67,40,71,63,74,74,65,55
Marco Sturm,2,DEU,N,31,194,72,1,4000000,58,40,81,94,72,81,78,41,73,76,72,86,76,40
Maxim Lapierre,1,CAN,N,24,207,74,2,750000,83,52,65,73,78,82,65,83,66,68,74,63,60,1
Brendan Morrison,2,CAN,N,35,181,71,1,3650000,54,40,76,79,61,79,66,68,67,68,62,77,82,65
Richard Petiot,4,CAN,N,27,190,74,2,575000,95,46,55,72,70,83,63,40,63,61,69,55,55,50
Mike Komisarek,4,USA,N,27,243,76,2,3000000,97,46,56,70,96,83,60,40,65,61,83,70,72,30
Barret Jackman,4,CAN,N,28,203,72,2,3500000,81,48,72,73,76,93,67,40,70,64,81,75,82,45
Jordin Tootoo,3,CAN,N,26,200,69,2,850000,86,90,49,70,75,73,60,41,64,61,57,72,73,50
Shane Hnidy,4,CAN,N,33,204,74,1,500000,59,53,75,63,77,73,63,40,66,63,70,81,69,40
Alexander Frolov,3,RUS,N,27,204,74,4,5000000,58,40,81,86,77,88,77,41,76,82,72,71,62,25
Nikolai Kulemin,2,RUS,Y,23,183,73,2,650000,70,40,79,79,63,78,68,54,69,68,61,47,47,40
Mikko Koivu,1,FIN,N,26,200,74,3,4250000,57,40,77,90,75,93,83,86,84,75,79,82,83,40
Krystofer Kolanos,1,CAN,N,28,200,74,1,695000,66,40,79,79,75,75,68,78,65,70,58,57,57,60
Alexei Ponikarovsky,2,UKR,N,29,220,76,1,874000,76,40,80,78,85,84,81,41,80,75,70,70,63,15
Bill Guerin,3,USA,N,39,220,74,2,4500000,68,51,68,77,85,84,76,46,75,73,57,95,92,40
Ron Hainsey,4,USA,N,28,205,75,4,3350000,60,41,86,75,77,88,80,40,81,70,75,68,60,45
Josh Gorges,4,CAN,N,25,202,73,3,1200000,73,43,85,70,76,83,68,40,71,64,81,66,66,40
Matt Cullen,1,USA,N,33,200,73,3,3000000,57,40,83,81,75,82,75,85,75,73,72,77,71,50
Todd White,1,CAN,N,33,195,70,1,2900000,55,40,83,88,72,89,87,80,86,76,65,78,74,40
Steve Begin,2,CAN,N,30,192,72,2,745000,97,62,70,70,71,74,60,63,62,63,72,79,67,30
Mike Weaver,4,CAN,N,31,182,69,1,500000,60,41,85,68,62,78,60,40,65,59,73,69,64,50
Andrei Kostitsyn,3,BLR,N,24,208,72,1,800000,58,47,76,83,79,77,75,40,73,76,59,70,59,35
Steve Eminger,4,CAN,N,25,195,71,2,3000000,72,40,80,74,72,86,77,40,77,69,73,68,69,25
Jamie Heward,4,CAN,N,38,215,74,2,475000,54,40,78,61,82,68,64,40,64,60,57,86,82,1
Andrew Ference,4,CAN,N,30,189,71,2,2000000,76,49,77,75,69,84,76,40,77,66,81,76,70,15
Karl Stewart,2,CAN,N,26,185,71,2,600000,58,43,70,63,65,65,56,40,53,60,58,65,60,50
Nathan Paetsch,4,CAN,N,26,198,73,1,650000,55,50,62,63,74,70,67,40,67,64,61,70,61,20
Marek Svatos,3,SVK,N,27,185,70,3,2500000,56,40,74,79,65,73,72,40,72,70,57,64,62,45
Mike Comrie,1,CAN,N,28,185,70,4,3500000,58,48,79,85,65,80,67,63,69,66,58,71,74,10
David Steckel,1,USA,N,27,222,77,2,750000,74,42,70,73,86,80,60,93,63,63,76,69,63,85
Martin Skoula,4,CZE,N,30,226,75,2,2300000,59,40,87,69,88,84,63,40,67,63,77,80,68,40
Joe Callahan,4,USA,Y,27,215,75,2,500000,91,40,80,64,82,76,62,40,65,60,66,47,47,25
Matt Walker,4,CAN,N,29,214,75,3,1000000,71,82,64,66,82,76,62,40,68,61,71,69,68,30
Shawn Matthias,1,CAN,Y,21,188,72,1,850000,56,40,77,69,68,73,62,73,64,60,48,62,62,1
Nick Foligno,2,USA,N,21,205,72,1,850000,74,42,69,73,77,82,68,45,68,68,58,63,57,40
Dan Hinote,3,USA,N,32,187,72,2,1650000,84,72,58,70,67,68,60,61,62,61,76,76,70,30
Derek Armstrong,1,CAN,N,36,197,72,1,800000,81,54,56,68,73,69,63,72,63,63,60,80,77,65
Andrew Hutchinson,4,USA,N,29,198,74,1,500000,65,40,75,67,74,68,60,40,63,54,55,57,57,30
Jonathon Kalinski,2,CAN,Y,22,180,73,2,475000,63,25,74,63,68,78,60,25,58,59,56,47,47,50
Brad Larsen,2,CAN,N,32,210,72,2,550000,59,50,71,57,80,66,54,68,54,50,57,81,74,20
Landon Wilson,3,USA,N,34,226,75,2,475000,79,43,45,71,88,64,66,40,64,67,58,70,67,60
Tomas Holmstrom,2,SWE,N,36,203,72,3,5000000,68,40,75,81,76,77,79,41,79,74,62,90,80,25
Tyler Bouck,3,CAN,N,30,196,72,2,750000,64,65,63,60,73,66,55,43,56,55,55,62,60,45
Tyler Sloan,4,CAN,N,28,190,75,2,650000,76,43,68,66,70,75,60,40,65,61,71,52,52,65
Anthony Stewart,1,CAN,N,24,204,71,2,850000,76,68,68,67,77,69,62,40,63,62,58,65,63,20
Benoit Pouliot,1,CAN,Y,22,199,75,2,850000,57,40,74,71,74,78,63,58,65,65,57,65,61,15
Aaron Downey,3,CAN,N,34,215,73,3,600000,86,84,43,65,82,63,62,40,58,61,55,77,80,75
Drew Miller,2,USA,N,26,185,74,1,500000,57,40,71,76,65,80,71,41,61,65,68,61,61,25
Travis Zajac,1,CAN,N,24,200,74,4,2500000,59,42,82,85,75,87,84,84,83,74,75,62,60,30
Rene Bourque,2,CAN,N,27,213,74,2,750000,79,46,64,80,81,81,77,41,69,75,77,60,61,50
Bobby Ryan,2,USA,Y,22,208,74,2,850000,75,40,79,83,79,83,84,41,79,87,58,63,59,45
Kamil Kreps,1,CZE,N,25,225,75,1,750000,58,41,79,73,87,78,68,83,69,63,77,66,61,35
Matt Hunwick,4,USA,N,24,190,72,1,500000,65,40,89,78,70,77,73,40,75,66,69,63,59,45
Mike Fisher,1,CAN,N,28,213,73,1,3200000,96,45,72,82,81,85,68,82,69,67,76,73,64,15
Pavel Kubina,4,CZE,N,32,244,76,3,5250000,72,44,70,68,97,90,80,40,79,73,77,82,70,35
Freddy Meyer,4,USA,N,28,192,70,2,1000000,95,40,84,73,71,82,69,40,69,68,74,68,65,20
Bryan Little,1,CAN,N,21,185,71,2,850000,56,40,83,84,65,84,78,61,74,80,58,61,62,65
Bryce Salvador,4,CAN,N,33,220,74,3,1900000,82,59,68,69,85,77,65,40,69,63,83,80,67,1
Marian Hossa,3,SVK,N,30,210,73,4,7000000,69,42,72,90,80,82,90,41,84,91,73,89,73,55
Nigel Dawes,2,CAN,N,24,193,69,1,900000,77,44,80,75,71,81,65,40,66,66,62,69,62,65
Jeff Woywitka,4,CAN,N,25,215,74,2,850000,52,42,71,65,82,80,71,40,73,65,69,68,67,60
Simon Gagne,2,CAN,N,29,195,72,2,4800000,53,40,78,90,72,87,87,42,84,86,71,80,82,1
Kyle Okposo,3,USA,Y,21,200,73,2,850000,70,40,78,82,75,85,73,41,72,72,66,59,60,25
Jordan Leopold,4,USA,N,29,200,73,1,1500000,62,40,83,68,75,82,73,40,73,68,70,76,75,50
Ryan Johnson,1,CAN,N,32,202,73,1,775000,56,41,80,71,76,75,63,79,64,62,80,72,67,40
Scott Gomez,1,USA,N,30,200,71,2,6000000,62,40,78,88,75,93,81,85,82,72,66,79,81,65
Dominic Moore,1,CAN,N,29,188,72,2,2000000,68,44,66,83,68,86,73,86,75,68,75,67,68,60
Alexei Semenov,4,RUS,N,28,245,78,3,900000,73,60,59,63,97,73,61,40,66,61,61,70,69,40
Radek Martinek,4,CZE,N,32,203,73,2,1100000,83,40,83,69,76,84,60,40,63,66,78,72,63,1
Zdeno Chara,4,SVK,N,32,255,81,3,10000000,91,48,74,72,99,99,85,40,83,77,87,82,82,80
Tomas Kopecky,2,SVK,N,27,200,75,5,1300000,78,41,72,69,75,75,66,57,66,64,62,74,63,25
Cody McCormick,1,CAN,N,26,215,75,2,650000,91,85,45,69,82,69,65,46,67,62,62,67,61,55
Jim Vandermeer,4,CAN,N,29,211,73,2,1500000,88,64,45,66,80,74,60,40,65,61,72,69,71,15
Chris Kelly,2,CAN,N,28,198,72,1,1500000,74,40,80,75,74,83,62,70,64,65,79,73,64,35
Lukas Kaspar,2,CZE,Y,23,225,74,2,850000,78,40,67,69,87,73,65,40,66,66,56,67,58,30
Keith Aucoin,3,USA,N,31,187,69,2,550000,53,44,78,76,67,75,73,55,73,69,62,68,69,20
Patrick Eaves,2,CAN,N,24,190,71,1,1200000,87,45,76,71,70,69,61,41,63,62,71,64,67,10
Matt Moulson,3,CAN,Y,25,206,73,2,850000,52,40,79,74,78,81,63,40,63,65,66,60,63,1
Curtis Glencross,2,CAN,N,27,195,73,2,850000,84,50,73,78,72,78,74,52,75,69,73,62,59,40
Scott Niedermayer,4,CAN,N,35,195,73,1,6532000,62,40,80,96,72,99,92,40,90,77,83,94,99,50
Brian Rafalski,4,USA,N,36,191,70,3,5850000,55,40,89,84,70,90,91,40,91,75,78,89,84,1
Willie Mitchell,4,CAN,N,32,210,75,2,3500000,70,44,80,70,80,91,67,40,71,63,91,70,65,50
Patrick O'Sullivan,1,CAN,N,23,190,71,3,2700000,63,40,82,84,70,91,69,56,71,69,72,72,68,55
Wojtek Wolski,2,POL,N,23,210,75,2,1800000,59,40,72,79,80,85,71,62,73,68,70,65,64,30
Anze Kopitar,1,SVN,N,22,219,75,1,5750000,71,40,86,85,84,93,80,80,80,78,69,72,57,35
Ales Hemsky,3,CZE,N,26,192,72,3,5750000,51,40,80,90,71,87,85,40,84,78,61,69,79,10
Mike Cammalleri,2,CAN,N,26,185,69,1,4000000,52,40,78,91,65,85,90,84,86,88,58,68,76,50
Kevin Bieksa,4,CAN,N,28,205,72,1,3100000,84,60,66,78,77,89,83,40,83,74,77,61,70,30
