"Name","Number","Team","Country","Age","Weight","Height","Position","Contract","Rookie","Protected","Available for Trade","No Apply Rerate","No Trade","Salary","Injury","Number Of Injury","Condition","Suspension","Status","CK","FG","DI","SK","ST","DU","PH","FO","PA","SC","DF","EX","LD","MO","PO","OV","Pro GP","Pro Shots","Pro G","Pro A","Pro Point","Pro PlusMinus","Pro Pim","Pro Shots Block","Pro Hits","Pro Hit Took","Pro PP","Pro SH","Pro GW","Pro GT","Pro Face Off Won","Pro Face Off Total","Pro Penalty Shots Score","Pro Penalty ShotsTotal","Pro Empty Net Goal","Pro Minutes Played","Pro Hat Trick","Farm GP","Farm Shots","Farm G","Farm A","Farm Point","Farm PlusMinus","Farm Pim","Farm Shots Block","Farm Hits"," Farm Hit Took","Farm PP","Farm SH","Farm GW","Farm GT","Farm Face Off Won","Farm Face Off Total","Farm Penalty Shots Score","Farm Penalty ShotsTotal","Farm Empty Net Goal","Farm Minutes Played","Farm Hat Trick","Game in Row with a Goal","Game in Row with a Point","Game in Row without a Goal","Game in Row without a Point"
"Boris Valabik",267,"Thrashers","SVK",23,230,79,4,2,"False","False","False","False","False",750000,,0,100,0,0,81,63,56,60,90,73,54,40,60,58,64,63,59,48,75,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,40,4,12,16,7,44,22,74,7,4,0,0,0,0,0,0,0,0,462,0,0,2,4,0
"Martin Hanzal",268,"Thrashers","CZE",22,218,77,1,2,"False","False","False","False","False",850000,,0,100,0,2,86,47,78,79,84,79,70,77,71,67,74,66,57,70,35,68,33,51,7,9,16,1,14,10,13,59,0,0,0,0,310,620,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"Aaron Johnson",269,"Stars","CAN",26,211,73,4,1,"False","False","False","False","False",700000,,0,100,0,2,72,42,67,64,80,73,66,40,68,66,70,67,61,37,40,65,32,31,3,9,12,3,26,23,32,10,3,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"Wade Redden",270,"Bruins","CAN",31,212,74,4,4,"False","False","False","False","True",7600000,,0,100,0,2,75,43,81,81,81,88,73,40,75,65,75,88,92,46,45,74,33,60,4,14,18,1,43,40,62,34,2,0,0,1,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"Patric Hornqvist",271,"Senators","SWE",22,186,71,3,2,"True","False","False","False","False",650000,,0,100,0,0,59,40,73,73,66,77,66,40,67,64,57,47,47,67,10,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,152,20,29,49,13,18,7,48,69,10,0,0,1,85,215,1,2,0,597,0,0,2,1,0
"Kurt Sauer",272,"Rangers","USA",28,220,76,4,2,"False","False","False","False","False",999999,,0,100,0,2,77,47,84,70,85,83,60,40,63,60,85,68,62,54,35,69,32,31,2,15,17,4,49,45,39,21,1,0,1,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3
"Mark Streit",273,"Stars","CHE",32,197,72,4,1,"False","False","False","False","False",1500000,,0,100,0,2,81,40,80,85,73,93,88,40,88,76,71,92,66,55,10,76,34,57,3,21,24,-7,38,48,50,47,2,0,1,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5
"Brad Richardson",275,"Stars","CAN",24,184,71,1,2,"False","False","False","False","False",1100000,,0,100,0,0,64,42,77,71,64,74,63,71,65,60,62,62,60,54,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,109,19,13,32,22,2,22,10,81,0,0,0,4,308,536,0,0,0,331,2,2,2,0,0
"Taylor Pyatt",276,"Panthers","CAN",27,230,76,2,1,"False","False","False","False","False",1100000,,0,100,0,2,75,44,72,74,90,80,64,42,65,65,76,69,65,56,40,66,36,41,3,7,10,6,40,1,29,23,0,0,1,0,23,55,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8
"Jason Garrison",277,"Panthers","CAN",24,204,73,4,2,"True","False","False","False","False",500000,,0,100,0,0,70,43,84,61,77,71,60,40,58,59,51,47,47,53,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,87,9,22,31,7,59,44,98,30,6,0,0,0,11,18,0,0,0,566,0,0,1,3,0
"Kris Newbury",278,"Senators","CAN",27,200,70,1,3,"False","False","False","False","False",700000,,0,100,0,0,90,61,39,64,75,64,60,45,65,59,53,70,64,67,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,162,25,24,49,11,56,21,124,116,6,0,4,2,362,664,0,2,1,534,0,0,0,1,1
"Radek Dvorak",279,"Stars","CZE",32,191,73,2,1,"False","False","False","False","False",2000000,,0,100,0,2,59,40,79,80,70,83,69,41,70,68,74,80,67,51,25,67,31,27,3,6,9,1,6,4,5,30,0,0,1,1,8,18,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
"Andrej Sekera",280,"Stars","SVK",23,191,72,4,1,"False","False","False","False","False",600000,,0,100,0,2,68,40,88,72,70,84,68,40,71,64,76,64,61,55,65,67,34,24,3,14,17,7,17,48,13,29,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
"Chris Neil",281,"Avalanche","CAN",30,212,73,3,1,"False","False","False","False","False",1850000,,0,100,0,2,96,95,39,70,81,72,64,41,65,62,57,74,69,59,35,64,30,25,0,4,4,-1,49,0,30,12,0,0,0,0,2,12,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
"Niklas Hagman",282,"Hurricanes","FIN",29,205,72,3,1,"False","False","False","False","False",2200000,,0,99,0,1,53,40,88,81,77,83,76,40,74,78,69,82,67,51,45,70,34,64,14,13,27,-8,10,6,24,28,5,0,2,1,15,52,0,2,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Luca Sbisa",284,"Sabres","ITA",19,190,74,4,2,"True","False","False","False","False",850000,,0,100,0,0,74,40,70,67,70,80,60,40,66,59,58,52,52,70,90,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,89,12,35,47,14,54,29,99,26,9,0,2,0,2,3,0,0,0,690,0,0,1,3,0
"Kristopher Letang",285,"Stars","CAN",22,201,72,4,4,"False","False","False","False","False",2750000,,0,100,0,2,80,41,88,74,75,81,77,40,77,71,66,65,65,55,65,69,34,33,5,15,20,-5,31,27,34,18,4,0,2,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
"Kurtis Foster",286,"Stars","CAN",28,230,77,4,1,"False","False","False","False","False",750000,,0,100,0,1,66,41,78,71,90,75,68,40,68,67,61,72,64,41,40,66,3,1,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,15,34,3,10,13,5,14,33,20,17,1,0,1,0,0,0,0,0,0,268,0,0,0,3,3
"Matt Stajan",287,"Kings","CAN",26,200,73,2,1,"False","False","False","False","False",1350000,,0,99,0,2,81,40,75,82,75,84,80,81,81,72,75,66,61,60,45,72,37,86,10,7,17,-2,39,6,70,67,0,0,3,0,28,56,0,1,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6
"Brandon Dubinsky",288,"Stars","USA",23,205,73,1,1,"False","False","False","False","False",500000,,0,100,0,2,90,62,74,82,77,85,74,87,76,72,74,65,65,47,1,68,34,46,2,5,7,-3,46,5,51,27,0,0,1,0,142,285,0,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
"Denis Grebeshkov",289,"Senators","RUS",26,209,72,4,1,"False","False","False","False","False",500000,,0,100,0,2,58,40,84,75,79,83,80,40,82,71,77,73,62,60,60,71,34,48,6,7,13,-2,12,32,18,35,3,0,1,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"Tom Gilbert",290,"Ducks","USA",26,206,75,4,2,"False","False","False","False","False",875000,,0,100,0,2,57,40,88,75,78,88,80,40,83,69,80,63,61,62,45,71,34,50,2,12,14,-4,18,41,21,39,2,0,0,1,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Shawn Horcoff",291,"Stars","CAN",30,208,73,1,4,"False","False","False","False","False",5250000,,0,100,0,2,54,42,84,95,79,93,75,86,77,71,79,71,82,55,60,74,34,82,15,19,34,5,9,8,16,77,7,0,3,0,442,790,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"Shean Donovan",293,"Devils","CAN",34,218,75,3,3,"False","False","False","False","False",1300000,,0,100,0,2,53,52,69,72,84,66,63,42,63,63,64,80,73,47,1,63,33,42,6,10,16,5,4,6,2,22,0,0,0,0,7,30,0,1,0,455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Craig Adams",295,"Capitals","BRN",32,197,72,3,1,"False","False","False","False","False",700000,,0,100,0,2,80,61,69,68,73,72,63,42,64,62,67,71,72,42,15,63,32,21,1,2,3,1,16,7,22,11,0,0,0,0,4,16,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4
"Matt Ellis",296,"Red Wings","CAN",28,207,72,2,3,"False","False","False","False","False",650000,,0,100,0,2,55,40,74,66,78,72,67,65,64,64,64,66,60,30,1,61,17,6,0,0,0,-1,2,1,4,10,0,0,0,0,9,25,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
"Fredrik Modin",297,"Avalanche","SWE",34,218,76,2,3,"False","False","False","False","False",3000000,,0,100,0,2,55,40,78,76,84,76,71,56,71,67,69,84,91,48,50,69,36,68,9,8,17,-10,6,4,29,36,3,0,3,0,26,52,0,0,0,660,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Janne Pesonen",298,"Capitals","FIN",27,180,71,2,2,"False","False","False","False","False",650000,,0,100,0,2,55,40,79,67,60,69,60,40,62,62,53,52,52,55,25,57,35,13,0,1,1,-5,4,4,5,14,0,0,0,0,9,23,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23
"Frantisek Kaberle",299,"Devils","CZE",36,190,72,4,1,"False","False","False","False","False",1100000,,0,100,0,2,56,40,79,66,70,69,71,40,73,64,58,92,83,47,1,65,33,17,0,11,11,1,2,19,5,26,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
"Lee Stempniak",300,"Blue Jackets","USA",26,195,72,3,2,"False","False","False","False","False",2500000,,0,100,0,2,75,42,82,81,72,85,72,55,73,71,73,62,65,61,25,68,35,79,13,15,28,5,38,9,54,27,4,0,0,0,17,53,1,1,1,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Mitch Fritz",301,"Blues","CAN",29,239,79,2,2,"False","False","False","False","False",600000,,0,100,0,0,85,73,52,50,94,63,50,40,51,50,51,57,57,59,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,102,12,15,27,8,46,3,78,23,5,0,0,0,20,52,1,1,0,307,0,0,0,10,10
"Jaroslav Spacek",302,"Predators","CZE",35,204,71,4,3,"False","False","False","False","False",6500000,,0,100,0,2,70,40,85,78,77,88,81,40,83,71,77,85,71,38,1,73,35,78,8,29,37,3,21,43,30,45,5,0,1,1,0,0,1,2,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Michael Rupp",303,"Bruins","USA",29,230,77,1,1,"False","False","False","False","False",1250000,,0,100,0,1,88,96,40,68,90,72,62,67,63,62,59,70,70,40,35,64,27,8,0,1,1,-6,24,1,36,21,0,0,0,0,97,209,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23
"Jeff Tambellini",304,"Canadiens","CAN",25,186,71,2,2,"False","False","False","False","False",1500000,,0,100,0,2,81,40,74,74,66,81,62,40,64,64,59,63,62,67,70,63,34,30,3,7,10,-6,20,0,39,13,0,0,0,0,16,38,0,1,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"Jess Winchester",305,"Canucks","CAN",26,215,73,2,2,"False","False","False","False","False",800000,"SoreRightKneeinjury",2,89,0,0,64,50,63,61,68,64,61,60,60,53,61,50,48,54,70,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,137,15,16,31,8,40,14,60,82,3,1,1,1,22,37,0,0,0,354,0,0,0,3,3
"Adam Pardy",306,"Thrashers","CAN",25,206,74,4,2,"True","False","False","False","False",550000,,0,100,0,0,76,43,60,64,78,76,61,40,66,60,66,47,47,47,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,47,8,16,24,9,28,43,42,28,7,0,1,0,0,0,0,0,0,483,0,0,0,3,1
"Nate Raduns",307,"Islanders","USA",25,212,75,3,3,"True","False","False","False","False",750000,,0,100,0,0,70,46,79,66,81,67,60,40,58,59,54,47,47,69,60,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,199,28,16,44,24,16,10,46,79,0,0,6,1,9,17,0,0,2,403,2,1,1,0,0
"Ryan O'Byrne",309,"Bruins","CAN",24,228,78,4,2,"False","False","False","False","False",700000,,0,100,0,2,91,50,57,65,89,76,60,40,65,59,62,60,60,36,45,64,25,4,0,4,4,-1,95,9,76,8,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3
"Steve Downie",310,"Red Wings","CAN",22,200,71,3,1,"False","False","False","False","False",625000,,1,100,0,0,80,89,36,76,75,85,61,42,68,68,62,65,69,38,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,1,1,0,8,8,11,13,0,0,0,0,15,44,0,0,0,61,0,0,1,4,0
"Alexander Edler",311,"Bruins","SWE",23,220,75,4,2,"False","False","False","False","False",800000,,0,100,0,2,71,40,83,75,85,88,77,40,83,68,75,65,59,46,60,70,33,77,10,18,28,5,48,54,44,46,4,1,2,1,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
"Chris Conner",313,"Islanders","USA",26,175,68,3,4,"False","False","False","False","False",600000,,1,100,0,1,53,40,83,79,55,66,65,40,63,67,56,60,58,35,80,61,13,7,2,0,2,3,2,0,1,5,0,0,0,1,2,6,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
"Vladimir Sobotka",314,"Penguins","CZE",22,194,72,1,2,"False","False","False","False","False",600000,,1,100,0,0,90,46,76,77,72,85,66,66,64,64,67,64,57,41,85,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,98,16,18,34,13,8,14,25,107,5,1,3,0,517,851,0,1,0,504,1,1,1,0,0
"Tim Sestito",315,"Sharks","USA",25,195,71,1,3,"True","False","False","False","False",625250,,1,100,0,0,92,49,79,65,72,66,60,46,58,59,62,52,52,62,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,10,10,20,5,20,2,56,53,7,0,1,0,290,610,0,0,0,394,0,0,0,1,1
"Boyd Kane",316,"Flyers","CAN",31,225,74,2,2,"False","False","False","False","False",550000,,0,100,0,0,89,62,68,64,87,71,61,41,62,61,52,46,48,50,55,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,160,23,25,48,5,37,13,98,58,12,0,3,1,29,62,0,2,0,435,2,2,6,0,0
"Noah Welch",317,"Bruins","USA",27,218,76,4,2,"False","False","False","False","False",775000,,0,100,0,0,76,41,72,65,84,69,50,40,50,50,55,62,66,47,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,110,8,29,37,8,40,25,55,46,7,0,2,0,0,0,0,1,0,605,0,2,2,0,0
"Brett Festerling",318,"Kings","CAN",23,200,73,4,2,"False","False","False","False","False",720000,,0,100,0,0,82,40,76,54,75,77,60,40,62,58,73,52,52,53,40,62,24,7,0,6,6,-2,16,28,34,10,0,0,0,0,0,0,0,0,0,396,0,13,29,5,7,12,-2,14,20,26,22,3,0,0,0,5,11,0,0,0,213,0,1,1,0,0
"Chris Porter",320,"Flyers","CAN",25,210,73,1,2,"True","False","False","False","False",575000,,0,100,0,0,56,43,84,68,80,75,69,40,68,68,63,52,52,41,30,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,60,6,8,14,3,2,2,6,27,3,0,0,0,96,186,0,1,0,155,0,0,0,0,0
"Erik Reitz",321,"Sharks","USA",27,222,73,4,1,"False","False","False","False","False",650000,,0,100,0,0,89,81,47,59,86,67,60,40,61,61,55,52,52,71,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,107,11,38,49,15,69,23,112,20,10,0,4,0,0,0,0,0,0,571,0,3,5,0,0
"Jason Jaffray",322,"Rangers","CAN",28,195,73,2,1,"False","False","False","False","False",750000,,0,100,0,0,56,50,59,69,72,73,67,60,67,66,57,55,54,25,50,61,12,4,1,1,2,-2,2,0,2,2,0,0,0,0,12,23,0,0,0,100,0,4,16,1,4,5,3,0,1,4,11,0,0,0,0,55,104,0,1,0,72,0,0,0,0,0
"Saku Koivu",323,"Oilers","FIN",34,182,70,1,1,"False","False","False","False","True",4508000,,0,100,0,2,58,40,75,88,62,85,82,88,82,74,64,99,99,77,60,75,34,95,14,17,31,4,4,1,7,69,7,0,2,1,445,733,1,1,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"Alexei Kovalev",324,"Oilers","RUS",36,215,73,3,2,"False","False","False","False","False",6000000,,0,100,0,2,59,40,70,84,82,90,91,44,81,78,65,92,93,77,30,76,34,128,11,12,23,-7,12,2,22,33,3,0,1,0,21,57,1,3,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"Andy Sutton",325,"Senators","CAN",34,245,78,4,1,"False","False","False","False","False",2750000,,0,100,0,2,93,46,58,70,97,85,65,40,65,65,78,75,69,52,1,69,32,14,1,7,8,1,89,21,54,11,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7
"Mark Stuart",326,"Oilers","USA",25,213,74,4,2,"False","False","False","False","False",1300000,,0,100,0,2,73,55,70,65,81,77,66,40,68,65,76,68,64,71,60,67,34,40,2,9,11,1,66,22,37,23,1,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0
"Jamal Mayers",327,"Coyotes","CAN",35,214,73,3,2,"False","False","False","False","False",1750000,,0,100,0,1,68,92,60,70,82,73,62,86,64,64,73,79,78,30,65,66,24,25,1,3,4,-3,43,4,41,14,1,0,0,0,10,24,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5
"Eric Staal",328,"Oilers","CAN",25,205,76,1,1,"False","False","False","False","False",5200000,,0,100,0,2,60,40,82,90,77,95,88,73,83,89,67,69,81,77,5,76,34,119,15,19,34,-8,10,3,10,70,6,0,3,1,403,861,2,3,1,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"Yanic Perreault",329,"Lightning","CAN",38,185,71,1,1,"False","False","False","False","False",800000,,2,100,0,0,53,50,75,71,65,66,63,98,58,69,60,84,76,37,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92,10,11,21,4,2,6,4,49,5,0,0,0,161,229,0,0,0,187,0,1,1,0,0
"Brian Sutherby",330,"Capitals","CAN",27,209,75,1,1,"False","False","False","False","False",800000,,0,100,0,2,85,83,59,68,79,70,63,64,64,65,66,69,69,46,60,64,33,12,1,4,5,-2,40,1,47,19,0,0,1,0,111,258,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Scottie Upshall",331,"Oilers","CAN",26,197,72,3,1,"False","False","False","False","False",1400000,,0,100,0,2,79,42,68,79,71,84,74,42,70,76,64,76,75,77,60,67,34,68,6,14,20,3,30,3,46,29,0,0,0,1,12,21,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"Arron Asham",332,"Oilers","CAN",31,205,71,3,3,"False","False","False","False","False",1000000,,0,100,0,2,87,92,48,66,77,70,66,41,66,65,67,70,62,77,50,64,34,5,1,0,1,-3,6,2,4,4,0,0,0,0,0,4,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31
"Christopher Higgins",333,"Oilers","USA",26,203,72,2,1,"False","False","False","False","False",1400000,,0,100,0,2,78,40,81,87,76,82,68,54,68,68,73,66,77,77,1,69,34,60,7,6,13,4,14,3,37,26,6,0,0,0,13,30,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"Marc-Antoine Pouliot",334,"Oilers","CAN",24,195,73,3,2,"False","False","False","False","False",725000,,0,100,0,0,59,44,77,72,72,75,64,67,66,65,61,65,61,71,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,104,13,20,33,11,18,7,24,65,4,1,2,0,147,259,2,3,0,608,0,3,3,0,0
"Andrei Markov",335,"Oilers","RUS",31,209,72,4,4,"False","False","False","False","False",6700000,,0,100,0,2,62,40,85,84,79,93,83,40,91,72,77,83,76,77,50,76,34,65,4,22,26,-12,4,42,9,41,3,0,1,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
"Corey Perry",336,"Oilers","CAN",24,209,75,3,3,"False","False","False","False","False",4500000,,0,100,0,2,78,49,60,87,79,89,88,41,85,85,63,70,74,75,35,75,34,147,14,19,33,-2,52,1,69,53,6,0,1,1,22,53,0,2,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"Patrik Elias",337,"Flyers","CZE",33,195,73,2,1,"False","False","False","False","False",6450000,,0,100,0,2,58,40,81,90,72,85,92,50,89,86,68,89,88,72,65,78,33,97,14,13,27,-1,4,0,11,47,6,0,1,1,47,133,2,6,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"Roman Hamrlik",338,"Wild","CZE",35,209,74,4,4,"False","False","False","False","False",4900000,,0,100,0,2,76,40,79,78,79,86,73,40,76,68,81,88,71,53,40,73,34,41,5,13,18,16,10,31,19,23,1,1,1,2,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"Francis Bouillon",339,"Flames","USA",34,198,68,4,1,"False","False","False","False","False",1450000,,0,100,0,2,92,60,69,65,74,74,60,40,63,65,72,78,68,52,1,66,34,5,0,2,2,1,30,8,31,9,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15
"Kevin Klein",341,"Oilers","CAN",25,203,73,4,1,"True","False","False","False","False",700000,,0,100,0,0,67,45,78,60,76,72,63,40,66,64,65,68,63,71,60,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,170,15,18,33,8,16,30,24,46,13,0,2,0,0,0,0,0,0,612,0,0,0,2,2
"Tim Brent",342,"Oilers","CAN",26,197,72,1,1,"False","False","False","False","False",625000,,0,100,0,0,64,42,71,75,73,68,65,51,67,61,52,68,61,71,65,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,192,25,26,51,3,14,3,51,91,15,1,2,3,323,607,1,1,0,600,1,1,1,0,0
"Jean-Francois Jacques",343,"Flames","CAN",24,217,76,2,2,"False","False","False","False","False",863155,,0,100,0,0,88,56,53,67,83,67,63,40,64,65,51,65,60,42,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dane Byers",344,"Canucks","CAN",23,190,75,2,2,"False","False","False","False","False",550000,,1,100,0,0,61,40,49,72,70,64,62,40,61,65,50,62,58,45,35,58,19,10,2,0,2,-4,2,0,5,7,0,0,1,0,0,7,0,0,0,141,0,6,53,5,6,11,0,2,1,18,17,3,0,1,1,6,18,0,0,0,88,1,0,4,1,0
"Vernon Fiddler",345,"Oilers","CAN",28,201,71,2,3,"False","False","False","False","False",875000,,0,100,0,2,71,43,78,71,75,80,65,80,64,66,77,74,64,77,5,65,34,52,5,4,9,-1,8,6,11,44,0,0,0,0,17,31,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Ed Jovanovski",346,"Flyers","CAN",33,214,74,4,4,"False","False","False","False","False",5800000,,0,100,0,2,86,46,67,83,82,90,80,40,82,73,74,85,91,71,35,75,33,40,3,15,18,1,92,29,72,21,1,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
"Riley Cote",347,"Canadiens","CAN",27,220,74,2,1,"False","False","False","False","False",500000,,0,100,0,2,63,98,34,64,85,59,60,40,61,59,56,66,76,39,1,59,8,7,2,2,4,4,11,0,5,2,0,0,0,0,1,6,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"Jeremy Colliton",348,"Capitals","CAN",24,195,74,2,1,"False","False","False","False","False",650000,,0,100,0,2,88,40,78,71,72,77,63,58,65,60,66,66,60,55,1,63,35,55,3,8,11,-3,46,2,51,29,0,0,0,0,8,26,0,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"Martin St. Pierre",349,"Oilers","CAN",26,187,70,1,2,"False","False","False","False","False",550000,,0,100,0,0,59,42,78,81,67,75,67,65,68,63,60,66,59,71,35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,95,16,28,44,12,2,5,30,100,9,1,3,0,492,832,2,3,0,622,0,0,5,3,0
