Team Number,Prospect Name,Year,Overall Pick
29,Brian Pinho,2013,181
2,Victor Brattstrom,2018,159
31,Samuel Houde,2018,160
27,Patrick Cehlin,2010,88
17,Blake Heinrich,2013,185
6,Marcus Westfalt,2018,161
11,Connor Clifton,2013,187
26,Kevin Mandolese,2018,162
17,Dominik Kubalik,2013,189
29,Zachary Leslie,2013,190
31,Dawson Barteaux,2018,163
17,David Drake,2013,192
20,Anthony Brodeur,2013,193
24,Janne Juvonen,2013,194
12,Mike Callahan,2018,164
21,Blaine Byron,2013,196
24,Jacob Jackson,2013,197
7,Hugh McGing,2018,165
24,Chris Leblanc,2013,199
19,Anthony Louis,2013,200
27,Shamil Shmakov,2018,197
24,Mitchell Dempsey,2013,202
27,Cole Koepke,2018,166
29,Emil Galimov,2013,204
30,Alexander Dergachyov,2015,55
13,Mike Williamson,2013,205
13,Yakov Trenin,2015,56
15,Jacob Ingham,2018,167
3,Shawn Boudrias,2018,168
7,Aleksi Makela,2013,206
10,Kyle Burroughs,2013,207
7,Alex Kannok-Leipert,2018,169
29,Troy Josephs,2013,209
15,Victor Olofsson,2014,161
17,Erik Cernak,2015,57
7,Dustyn McFaul,2018,170
4,Mitchell Gibson,2018,171
21,Matt Spencer,2015,58
3,Magnus Chrona,2018,172
14,John Nyberg,2014,164
19,Michael Kesselring,2018,173
9,Brandon Baddock,2014,165
8,Miska Kukkonen,2018,174
22,Tim Berni,2018,175
15,Julien Nantel,2014,166
28,Emil Johansson,2014,167
20,Joey Dudek,2014,168
12,Christopher Brown,2014,169
3,Jesper Sellgren,2018,176
3,Jacob Middleton,2014,170
3,William Worge-Kreu,2018,177
29,Mitchell Hoelscher,2018,178
9,Artyom Manukyan,2018,179
31,Justin Schutz,2018,180
26,John Leonard,2018,181
8,David Tendeck,2018,182
31,Gavin Hain,2018,183
3,Anthony Angello,2014,173
17,Hayden Hawkey,2014,174
4,Eric Florchuk,2018,184
28,Simon Kjellberg,2018,185
9,Radel Fazleev,2014,175
31,Jake Evans,2014,176
28,Jake Marchment,2014,177
17,Tyler Vesel,2014,178
30,Cameron Darcy,2014,179
29,Zachary Emond,2018,186
22,Sam Hentges,2018,198
3,Jared Moe,2018,187
2,Eetu Pakkila,2018,199
15,Geoffrey Schemitsch,2010,115
14,Josiah Slavin,2018,201
8,Brett Stapley,2018,202
21,Daniel Walcott,2014,184
29,Tyler Nanne,2014,185
5,Otto Kivenmaki,2018,203
29,Kyle Schempp,2014,186
11,Christian Krygier,2018,204
7,Cristiano Digiacinto,2014,187
8,Luke Loheit,2018,205
20,Steven Spinner,2014,189
11,Cole Krygier,2018,206
31,Hugo Fagerblom,2014,190
23,Patrik Siikanen,2018,207
19,David Westlund,2014,192
7,Riley Hughes,2018,208
28,Santtu Kinnunen,2018,209
17,Zachary Bouthillier,2018,210
31,Jordan Kooy,2018,211
31,Ty Taylor,2018,212
25,Jack Ramsey,2014,195
8,Jake Kucharski,2018,213
2,Roope Hintz,2015,59
12,Pavel Shen,2018,214
25,Milan Kloucek,2018,215
3,Semyon Kizimov,2018,216
24,Kevin Bouchard,2014,198
11,Sam Brittain,2010,123
17,Maximilian Pajpach,2014,200
24,Jared Fiegl,2014,201
5,Benjamin Gallacher,2010,127
17,Jesper Pettersson,2014,204
24,Kevin Elgestal,2014,205
17,MacKenze Stewart,2014,208
20,Patrick Sanvido,2014,209
29,Dennis Yan,2015,60
30,A.J. Greer,2015,61
12,Jeremy Lauzon,2015,63
7,Mitch Vande Sompel,2015,64
11,Erik Foley,2015,65
2,Guillaume Brisebois,2015,66
21,Graham Knott,2015,68
30,Kyle Capobianco,2015,69
8,Jonas Siegenthaler,2015,70
1,Julius Nattinen,2015,71
13,Daniel Vladar,2015,72
19,Conor Garland,2015,73
18,Blake Speers,2015,74
1,Callum Booth,2015,75
2,Vili Saarijarvi,2015,76
18,Thomas Schemitsch,2015,77
27,Nikita Korostelev,2015,78
11,Austin Wagner,2015,79
17,Deven Sideroff,2015,80
14,Dmytro Timashov,2015,81
24,Matej Tomek,2015,82
1,Aleksi Saarela,2015,83
27,Glenn Gawdin,2015,84
3,Jens Looke,2015,85
25,Lukas Vejdemo,2015,86
3,Jesper Lindgren,2015,87
11,Filip Ahl,2015,88
11,Brad Morrison,2015,89
17,Jean-Christophe Beaudin,2015,90
14,Nicolas Roy,2015,91
30,Andrei Mironov,2015,92
13,Parker Wotherspoon,2015,93
1,Kevin Stenlund,2015,94
1,Andrew Nielsen,2015,95
9,Dmitri Zhukenov,2015,96
19,Daniel Bernhardt,2015,98
17,Chris Martenet,2015,99
5,Martins Dzierkals,2015,100
11,Andrew Mangiapane,2015,101
17,Adam Musil,2015,102
12,Dennis Gilbert,2015,104
13,Joren van Pottelberghe,2015,105
1,Jesse Gabrielle,2015,106
17,Luke Opilka,2015,107
19,Ryan Pilon,2015,108
4,Keegan Kolesar,2015,109
11,Anthony Richard,2015,110
14,Benjamin Marshall,2010,143
19,Veeti Vainio,2015,111
23,Ethan Bear,2015,113
10,Nick Petersen,2009,143
8,Sergey Zborovskiy,2015,114
27,Radovan Bondra,2015,115
29,Mikhail Vorobyov,2015,116
10,Rob Flick,2010,150
15,Sam Carrick,2010,151
2,Ales Stezka,2015,117
11,Mathieu Joseph,2015,118
27,Chase Pearson,2015,120
23,Kirill Kaprizov,2015,121
31,Caleb Jones,2015,122
13,Stephen Desrocher,2015,123
18,Brent Gates,2015,124
2,Vladislav Gavrikov,2015,125
28,Brendan Warren,2015,126
27,Pavel Karnaukhov,2015,127
12,Adam Huska,2015,128
26,Mike Robinson,2015,129
3,Colton White,2015,130
4,Michael Spacek,2015,131
3,Devante Stephens,2015,132
2,David Kase,2015,133
8,Will Borgen,2015,134
11,David Cotton,2015,135
1,Troy Terry,2015,136
13,Chris Wilkie,2015,138
9,Lukas Jasek,2015,139
3,Giorgio Estephan,2015,141
26,Sam Dove-McFalls,2015,142
26,Adam Helewka,2015,143
13,Ziyat Paygin,2015,144
2,Simon Bourque,2015,145
13,Cooper Marody,2015,146
29,Gustav Bouramman,2015,147
12,Adam Gaudette,2015,148
28,Spencer Smallman,2015,149
27,Adam Marsh,2015,150
20,Luke Stevens,2015,151
14,Christian Wolanin,2015,152
20,John Marino,2015,153
18,Ryan Shea,2015,154
18,Niko Mikkola,2015,155
2,Markus Ruusu,2015,156
29,Rudolfs Balcers,2015,157
12,Karel Vejmelka,2015,158
10,Matt Bradley,2015,159
28,Tate Olson,2015,161
11,Roy Radke,2015,162
23,Erik Kallgren,2015,163
2,Joni Tuulola,2015,164
17,Jeremiah Addison,2015,165
26,Karlis Cukste,2015,166
12,Ryan Zuhlsdorf,2015,167
11,Chaz Reddekopp,2015,168
13,Karch Bachman,2015,169
1,Cameron Hughes,2015,170
30,Frederik Tiffels,2015,171
21,Patrick Holway,2015,172
9,Sami Niku,2015,173
13,Sergei Boikov,2015,174
20,Garrett Metcalf,2015,175
29,Liam Dunda,2015,176
28,Joe Cecconi,2015,177
19,Kris Oldham,2015,178
27,Nikita Pavlychev,2015,180
29,Joel Daccord,2015,182
16,Connor Hobbs,2015,183
7,Gustav Olhaver,2015,184
20,Matt Schmalz,2015,185
2,Nick Boka,2015,186
11,Jack Sadek,2015,187
22,Brett Seney,2015,188
29,Carl Neill,2015,189
18,Jake Massie,2015,191
3,Tyler Moy,2015,193
22,Andong Song,2015,195
26,Colby Williams,2015,196
20,Bokondji Imama,2015,197
14,Evan Smith,2015,198
26,Ivan Chukarov,2015,200
28,Steven Lorentz,2015,201
14,Adam Comrie,0,0
26,Patrick Shea,2015,203
29,John Dahlstrom,2015,204
14,Jake Kupsky,2015,205
25,Matteo Gennaro,2015,206
11,Miroslav Svoboda,2015,207
10,Thomas Larkin,2009,153
10,Jack Becker,2015,209
18,Riley Bruce,2015,210
30,Dmitri Kugryshev,0,0
13,A.J. Jenks,0,0
10,Kelsey Tessier,0,0
7,Nikita Filatov,0,0
10,Nicolas Deschamps,0,0
10,Corey Cowick,2009,192
7,Gus Young,2009,194
20,Ben Sexton,2009,203
8,Martin Ouellette,2010,181
4,Brendan Ranford,2010,192
29,Reid McNeill,2010,198
