Team Number,Prospect Name,Year,Overall Pick
27,Josh Ess,2017,210
28,Samuel Walker,2017,212
7,Wyatt Kalynuk,2017,213
27,Ben Jones,2017,214
29,Declan Chisholm,2018,156
9,Wiley Sherman,2013,179
24,Pontus Holmberg,2018,157
12,Johan Sodergran,2018,158
2,Victor Brattstrom,2018,159
31,Samuel Houde,2018,160
29,Owen Lindmark,2019,136
7,Aku Raty,2019,137
17,Blake Heinrich,2013,185
27,Marcus Westfalt,2018,161
4,Isaiah Saville,2019,138
26,Kevin Mandolese,2018,162
31,Dawson Barteaux,2018,163
17,David Drake,2013,192
20,Anthony Brodeur,2013,193
11,Janne Juvonen,2013,194
12,Mike Callahan,2018,164
21,Blaine Byron,2013,196
24,Jacob Jackson,2013,197
7,Hugh McGing,2018,165
18,Mark Kastelic,2019,139
24,Chris Leblanc,2013,199
19,Anthony Louis,2013,200
1,Shamil Shmakov,2018,197
4,Patrick Moynihan,2019,140
6,Cole Koepke,2018,166
29,Emil Galimov,2013,204
30,Alexander Dergachyov,2015,55
13,Mike Williamson,2013,205
15,Jacob Ingham,2018,167
3,Shawn Boudrias,2018,168
7,Aleksi Makela,2013,206
10,Kyle Burroughs,2013,207
7,Alex Kannok-Leipert,2018,169
29,Troy Josephs,2013,209
12,Eric Hjorth,2019,141
7,Dustyn McFaul,2018,170
4,Mitchell Gibson,2018,171
21,Matt Spencer,2015,58
29,Magnus Chrona,2018,172
14,John Nyberg,2014,164
19,Michael Kesselring,2018,173
8,Miska Kukkonen,2018,174
22,Tim Berni,2018,175
15,Julien Nantel,2014,166
11,Nikola Pasic,2019,142
20,Joey Dudek,2014,168
3,Jesper Sellgren,2018,176
23,Samuel Sjolund,2019,143
3,William Worge-Kreu,2018,177
29,Mitchell Hoelscher,2018,178
9,Artyom Manukyan,2018,179
31,Justin Schutz,2018,180
26,John Leonard,2018,181
8,David Tendeck,2018,182
31,Gavin Hain,2018,183
17,Hayden Hawkey,2014,174
4,Eric Florchuk,2018,184
28,Simon Kjellberg,2018,185
9,Radel Fazleev,2014,175
17,Tyler Vesel,2014,178
29,Zachary Emond,2018,186
22,Sam Hentges,2018,198
3,Jared Moe,2018,187
2,Eetu Pakkila,2018,199
4,Trevor Janicke,2019,144
14,Josiah Slavin,2018,201
8,Brett Stapley,2018,202
21,Daniel Walcott,2014,184
29,Tyler Nanne,2014,185
5,Otto Kivenmaki,2018,203
4,Kirill Slepets,2019,145
11,Christian Krygier,2018,204
7,Cristiano Digiacinto,2014,187
8,Luke Loheit,2018,205
20,Steven Spinner,2014,189
11,Cole Krygier,2018,206
22,Danil Savunov,2019,210
23,Patrik Siikanen,2018,207
19,David Westlund,2014,192
7,Riley Hughes,2018,208
28,Santtu Kinnunen,2018,209
17,Zachary Bouthillier,2018,210
11,Jordan Kooy,2018,211
22,Ty Taylor,2018,212
25,Jack Ramsey,2014,195
8,Jake Kucharski,2018,213
4,Frederik Nissen,2019,146
12,Pavel Shen,2018,214
4,Ethan Haider,2019,147
25,Milan Kloucek,2018,215
3,Semyon Kizimov,2018,216
4,Matias Mantykivi,2019,148
4,Case McCarthy,2019,149
11,Sam Brittain,2010,123
4,Blake Murray,2019,150
4,Valentin Nussbaumer,2019,151
4,Arturs Silovs,2019,152
8,Nick Abruzzese,2019,153
15,Roman Bychkov,2019,154
23,Elmer Soderblom,2019,155
29,Roddy Ross,2019,156
25,Hunter Skinner,2019,157
12,Maxwell Crozier,2019,158
6,Egor Serdyuk,2019,159
5,Benjamin Gallacher,2010,127
17,Jesper Pettersson,2014,204
15,Kim Nousiainen,2019,160
25,Jacob Leguerrier,2019,161
24,Kevin Elgestal,2014,205
17,Felix Bibeau,2019,162
27,Jack Malone,2019,163
12,Cooper Moore,2019,164
19,Martin Has,2019,165
9,Luka Burzan,2019,166
5,Tomas Mazura,2019,167
20,Patrick Sanvido,2014,209
9,Aidan Mcdonough,2019,168
28,Mike Koster,2019,169
5,Cole Moberg,2019,170
17,Matthew Wedman,2019,171
11,Erik Foley,2015,65
12,Will Francis,2019,172
11,Mathew Hill,2019,173
7,Keean Washkurak,2019,174
21,Graham Knott,2015,68
28,Josh Nodler,2019,175
11,Cole Brady,2019,176
1,Julius Nattinen,2015,71
13,Daniel Vladar,2015,72
9,Mikhail Shalagin,2019,177
1,Callum Booth,2015,75
27,Nikita Korostelev,2015,78
28,Gustav Berglund,2019,211
6,Aleksi Saarela,2015,83
29,Jesper Lindgren,2015,87
11,Filip Ahl,2015,88
11,Brad Morrison,2015,89
7,Adam Edstrom,2019,178
30,Andrei Mironov,2015,92
14,Bryce Brodzinski,2019,179
7,Logan Neaton,2019,180
17,Chris Martenet,2015,99
5,Martins Dzierkals,2015,100
9,Valtteri Puustinen,2019,182
23,Lukas Rousek,2019,183
29,Arsen Khisamutdinov,2019,184
27,Karel Plasek,2019,185
18,Quinn Schmiemann,2019,186
13,Joren van Pottelberghe,2015,105
1,Jesse Gabrielle,2015,106
22,Braden Doyle,2019,187
27,Carson Focht,2019,188
22,Andre Lee,2019,189
22,Juuso Parssinen,2019,190
22,Kevin Wall,2019,191
22,Nikita Nesterenko,2019,192
14,Benjamin Marshall,2010,143
19,Veeti Vainio,2015,111
7,Kalle Loponen,2019,193
7,Timur Ibragimov,2019,194
22,Maxence Guenette,2019,195
22,Ben Brinkman,2019,196
22,Anthony Romano,2019,197
25,Dominic Basse,2019,198
22,Vadim Zherenko,2019,199
22,Maxim Denezhkin,2019,200
7,Isak Walther,2019,201
2,Ales Stezka,2015,117
22,Santeri Airola,2019,202
22,Axel Bergkvist,2019,203
22,Tyler Angle,2019,204
26,Chase Pearson,2015,120
23,Kirill Kaprizov,2015,121
22,Greg Meireles,2019,205
13,Stephen Desrocher,2015,123
28,Carter Gylander,2019,206
22,Santeri Hatakka,2019,212
28,Brendan Warren,2015,126
12,Adam Huska,2015,128
26,Mike Robinson,2015,129
19,Jake Schmaltz,2019,213
7,Massimo Rizzo,2019,214
7,Cole Coskey,2019,215
8,Will Borgen,2015,134
11,David Cotton,2015,135
25,McKade Webster,2019,216
2,Kieran Ruscheinski,2019,217
13,Chris Wilkie,2015,138
26,Sam Dove-McFalls,2015,142
13,Ziyat Paygin,2015,144
27,Gustav Bouramman,2015,147
20,Luke Stevens,2015,151
18,Ryan Shea,2015,154
2,Markus Ruusu,2015,156
27,Karel Vejmelka,2015,158
10,Matt Bradley,2015,159
11,Roy Radke,2015,162
23,Erik Kallgren,2015,163
17,Jeremiah Addison,2015,165
26,Karlis Cukste,2015,166
8,Ryan Zuhlsdorf,2015,167
11,Chaz Reddekopp,2015,168
13,Karch Bachman,2015,169
1,Cameron Hughes,2015,170
30,Frederik Tiffels,2015,171
21,Patrick Holway,2015,172
13,Sergei Boikov,2015,174
20,Garrett Metcalf,2015,175
19,Kris Oldham,2015,178
27,Nikita Pavlychev,2015,180
29,Joel Daccord,2015,182
21,Connor Hobbs,2015,183
7,Gustav Olhaver,2015,184
20,Matt Schmalz,2015,185
2,Nick Boka,2015,186
11,Jack Sadek,2015,187
3,Tyler Moy,2015,193
26,Colby Williams,2015,196
20,Bokondji Imama,2015,197
14,Evan Smith,2015,198
26,Ivan Chukarov,2015,200
26,Patrick Shea,2015,203
29,John Dahlstrom,2015,204
14,Jake Kupsky,2015,205
11,Miroslav Svoboda,2015,207
10,Jack Becker,2015,209
30,Dmitri Kugryshev,0,0
7,Nikita Filatov,0,0
20,Ben Sexton,2009,203
