Number,Team,Transaction
8935,18,[29-Nov-13 4:40:04 PM] - Mattias Hellström has been deleted from Devils.
8936,18,[29-Nov-13 4:40:08 PM] - Andreas Molinder has been deleted from Devils.
8937,18,[29-Nov-13 4:40:13 PM] - Richard Greenop has been deleted from Devils.
8938,18,[29-Nov-13 4:40:17 PM] - Harri Ilvonen has been deleted from Devils.
8939,18,[29-Nov-13 4:40:23 PM] - Patrick Daly has been deleted from Devils.
8940,17,[29-Nov-13 4:46:37 PM] - Cody Hodgson was added to Predators.
8941,14,[29-Nov-13 4:46:37 PM] - Tyler Kennedy was added to Kings.
8942,14,[29-Nov-13 4:46:37 PM] - Colin Greening was added to Kings.
8943,14,[29-Nov-13 4:46:38 PM] - TRADE : From Kings to Predators : Cody Hodgson (70)- Y:2014-RND:3-LAK.
8944,17,[29-Nov-13 4:46:38 PM] - TRADE : From Kings to Predators : Cody Hodgson (70)- Y:2014-RND:3-LAK.
8945,17,[29-Nov-13 4:46:38 PM] - TRADE : From Predators to Kings : Tyler Kennedy (62)- Colin Greening (66)- Mark Scheifele (P)- Y:2014-RND:1-CAR- Y:2014-RND:1-PHL.
8946,14,[29-Nov-13 4:46:38 PM] - TRADE : From Predators to Kings : Tyler Kennedy (62)- Colin Greening (66)- Mark Scheifele (P)- Y:2014-RND:1-CAR- Y:2014-RND:1-PHL.
8947,28,[29-Nov-13 4:47:57 PM] - Colin Greening was added to Maple Leafs.
8948,14,[29-Nov-13 4:47:57 PM] - Cam Fowler was added to Kings.
8949,14,[29-Nov-13 4:47:58 PM] - TRADE : From Kings to Maple Leafs : Colin Greening (66)- Y:2014-RND:1-CAR- Y:2014-RND:2-OTT.
8950,28,[29-Nov-13 4:47:58 PM] - TRADE : From Kings to Maple Leafs : Colin Greening (66)- Y:2014-RND:1-CAR- Y:2014-RND:2-OTT.
8951,28,[29-Nov-13 4:47:58 PM] - TRADE : From Maple Leafs to Kings : Cam Fowler (63)- Y:2014-RND:4-TOR- Y:2014-RND:6-TOR.
8952,14,[29-Nov-13 4:47:58 PM] - TRADE : From Maple Leafs to Kings : Cam Fowler (63)- Y:2014-RND:4-TOR- Y:2014-RND:6-TOR.
8953,21,[29-Nov-13 4:49:01 PM] - Darcy Kuemper was added to Senators.
8954,15,[01-Dec-13 11:25:13 PM] - Joe Finley was added to Wild.
8955,15,[01-Dec-13 11:25:13 PM] - Kevin Westgarth was added to Wild.
8956,4,[01-Dec-13 11:25:13 PM] - TRADE : From Sabres to Wild : Joe Finley (57)- Kevin Westgarth (55).
8957,15,[01-Dec-13 11:25:13 PM] - TRADE : From Sabres to Wild : Joe Finley (57)- Kevin Westgarth (55).
8958,15,[01-Dec-13 11:25:13 PM] - TRADE : From Wild to Sabres : $1-100-000.
8959,4,[01-Dec-13 11:25:13 PM] - TRADE : From Wild to Sabres : $1-100-000.
8960,15,[03-Dec-13 4:12:33 PM] - Wild show interest in Brett Clark from waiver.
8961,7,[03-Dec-13 4:12:41 PM] - Blackhawks show interest in Brett Clark from waiver.
8962,8,[03-Dec-13 4:12:46 PM] - Avalanche show interest in David Booth from waiver.
8963,8,[03-Dec-13 4:14:18 PM] - Avalanche claimed David Booth from waiver from Bruins for $100-000.00.
8964,8,[03-Dec-13 4:14:18 PM] - David Booth was added to Avalanche.
8965,7,[03-Dec-13 4:14:18 PM] - Blackhawks claimed Brett Clark from waiver from Sabres for $100-000.00.
8966,7,[03-Dec-13 4:14:18 PM] - Brett Clark was added to Blackhawks.
8967,7,[03-Dec-13 4:15:02 PM] - Carlo Colaiacovo was added to Blackhawks.
8968,6,[03-Dec-13 4:15:02 PM] - Colby Robak was added to Hurricanes.
8969,6,[03-Dec-13 4:15:03 PM] - TRADE : From Hurricanes to Blackhawks : Carlo Colaiacovo (60).
8970,7,[03-Dec-13 4:15:03 PM] - TRADE : From Hurricanes to Blackhawks : Carlo Colaiacovo (60).
8971,7,[03-Dec-13 4:15:03 PM] - TRADE : From Blackhawks to Hurricanes : Colby Robak (59).
8972,6,[03-Dec-13 4:15:03 PM] - TRADE : From Blackhawks to Hurricanes : Colby Robak (59).
8973,8,[04-Dec-13 10:54:13 PM] - Avalanche show interest in Tomas Vokoun from waiver.
8974,4,[04-Dec-13 10:57:33 PM] - Team Name Change : Americans changed name to Americans
8975,14,[04-Dec-13 10:58:27 PM] - Chad Rau was added to Kings.
8976,14,[04-Dec-13 11:00:54 PM] - New Record for Team Most Hits (38) in 1 Game for Kings!
8977,8,[04-Dec-13 11:00:56 PM] - Avalanche claimed Tomas Vokoun from waiver from Capitals for $100-000.00.
8978,8,[04-Dec-13 11:00:56 PM] - Tomas Vokoun was added to Avalanche.
8979,10,[04-Dec-13 11:02:15 PM] - Troy Brouwer was added to Stars.
8980,24,[04-Dec-13 11:02:15 PM] - Matt Halischuk was added to Penguins.
8981,24,[04-Dec-13 11:02:15 PM] - Nick Johnson was added to Penguins.
8982,24,[04-Dec-13 11:02:16 PM] - TRADE : From Penguins to Stars : Troy Brouwer (72).
8983,10,[04-Dec-13 11:02:16 PM] - TRADE : From Penguins to Stars : Troy Brouwer (72).
8984,10,[04-Dec-13 11:02:16 PM] - TRADE : From Stars to Penguins : Matt Halischuk (62)- Nick Johnson (59)- Tyler Bertuzzi (P)- Y:2014-RND:6-DAL.
8985,24,[04-Dec-13 11:02:16 PM] - TRADE : From Stars to Penguins : Matt Halischuk (62)- Nick Johnson (59)- Tyler Bertuzzi (P)- Y:2014-RND:6-DAL.
8986,28,[04-Dec-13 11:03:01 PM] - Jonas Brodin was added to Maple Leafs.
8987,28,[04-Dec-13 11:03:01 PM] - R.J. Umberger was added to Maple Leafs.
8988,9,[04-Dec-13 11:03:01 PM] - Jack Johnson was added to Blue Jackets.
8989,9,[04-Dec-13 11:03:01 PM] - Jeff Skinner was added to Blue Jackets.
8990,9,[04-Dec-13 11:03:02 PM] - TRADE : From Blue Jackets to Maple Leafs : Jonas Brodin (65)- R.J. Umberger (68)- Boone Jenner (P)- Scott Laughton (P).
8991,28,[04-Dec-13 11:03:02 PM] - TRADE : From Blue Jackets to Maple Leafs : Jonas Brodin (65)- R.J. Umberger (68)- Boone Jenner (P)- Scott Laughton (P).
8992,28,[04-Dec-13 11:03:02 PM] - TRADE : From Maple Leafs to Blue Jackets : Jack Johnson (71)- Jeff Skinner (67)- Ryan Hartman (P).
8993,9,[04-Dec-13 11:03:02 PM] - TRADE : From Maple Leafs to Blue Jackets : Jack Johnson (71)- Jeff Skinner (67)- Ryan Hartman (P).
8994,3,[05-Dec-13 8:53:59 PM] - Andrej Sekera was added to Bruins.
8995,8,[05-Dec-13 8:53:59 PM] - Korbinian Holzer was added to Avalanche.
8996,8,[05-Dec-13 8:54:00 PM] - TRADE : From Avalanche to Bruins : Andrej Sekera (66)- Y:2015-RND:7-COL.
8997,3,[05-Dec-13 8:54:00 PM] - TRADE : From Avalanche to Bruins : Andrej Sekera (66)- Y:2015-RND:7-COL.
8998,3,[05-Dec-13 8:54:00 PM] - TRADE : From Bruins to Avalanche : Korbinian Holzer (61)- Tobias Rieder (P)- Y:2015-RND:3-BOS.
8999,8,[05-Dec-13 8:54:00 PM] - TRADE : From Bruins to Avalanche : Korbinian Holzer (61)- Tobias Rieder (P)- Y:2015-RND:3-BOS.
9000,28,[05-Dec-13 8:54:55 PM] - Daniel Cleary was added to Maple Leafs.
9001,6,[05-Dec-13 8:54:56 PM] - TRADE : From Hurricanes to Maple Leafs : Daniel Cleary (66).
9002,28,[05-Dec-13 8:54:56 PM] - TRADE : From Hurricanes to Maple Leafs : Daniel Cleary (66).
9003,28,[05-Dec-13 8:54:56 PM] - TRADE : From Maple Leafs to Hurricanes : Cedric Paquette (P)- Y:2014-RND:7-TOR.
9004,6,[05-Dec-13 8:54:56 PM] - TRADE : From Maple Leafs to Hurricanes : Cedric Paquette (P)- Y:2014-RND:7-TOR.
9005,29,[05-Dec-13 8:55:50 PM] - Bruno Gervais was added to Canucks.
9006,9,[05-Dec-13 8:55:51 PM] - TRADE : From Blue Jackets to Canucks : Bruno Gervais (60).
9007,29,[05-Dec-13 8:55:51 PM] - TRADE : From Blue Jackets to Canucks : Bruno Gervais (60).
9008,7,[06-Dec-13 3:47:15 PM] - Nazem Kadri was added to Blackhawks.
9009,7,[06-Dec-13 3:47:15 PM] - TRADE : From Blackhawks to Kings : Jonathan Drouin (P)- Y:2014-RND:1-TOR.
9010,14,[06-Dec-13 3:47:15 PM] - TRADE : From Blackhawks to Kings : Jonathan Drouin (P)- Y:2014-RND:1-TOR.
9011,14,[06-Dec-13 3:47:15 PM] - TRADE : From Kings to Blackhawks : Nazem Kadri (71).
9012,7,[06-Dec-13 3:47:15 PM] - TRADE : From Kings to Blackhawks : Nazem Kadri (71).
9013,11,[06-Dec-13 3:47:57 PM] - Alex Tanguay was added to Red Wings.
9014,8,[06-Dec-13 3:47:57 PM] - Michael Sgarbossa was added to Avalanche.
9015,8,[06-Dec-13 3:47:57 PM] - David Jones was added to Avalanche.
9016,8,[06-Dec-13 3:47:58 PM] - TRADE : From Avalanche to Red Wings : Alex Tanguay (70).
9017,11,[06-Dec-13 3:47:58 PM] - TRADE : From Avalanche to Red Wings : Alex Tanguay (70).
9018,11,[06-Dec-13 3:47:58 PM] - TRADE : From Red Wings to Avalanche : Michael Sgarbossa (55)- David Jones (63)- Mark Stone (P)- Y:2015-RND:4-DET.
9019,8,[06-Dec-13 3:47:58 PM] - TRADE : From Red Wings to Avalanche : Michael Sgarbossa (55)- David Jones (63)- Mark Stone (P)- Y:2015-RND:4-DET.
9020,12,[06-Dec-13 3:48:26 PM] - Cory Emmerton was added to Oilers.
9021,12,[06-Dec-13 3:48:27 PM] - TRADE : From Oilers to Avalanche : Jonatan Nielsen (P)- Y:2014-RND:7-EDM.
9022,8,[06-Dec-13 3:48:27 PM] - TRADE : From Oilers to Avalanche : Jonatan Nielsen (P)- Y:2014-RND:7-EDM.
9023,8,[06-Dec-13 3:48:27 PM] - TRADE : From Avalanche to Oilers : Cory Emmerton (62).
9024,12,[06-Dec-13 3:48:27 PM] - TRADE : From Avalanche to Oilers : Cory Emmerton (62).
9025,24,[06-Dec-13 3:48:45 PM] - Tanner Pearson was added to Penguins.
9026,24,[06-Dec-13 3:48:50 PM] - Jamie Devane was added to Penguins.
9027,24,[06-Dec-13 3:48:52 PM] - Joakim Nordstrom was added to Penguins.
9028,29,[07-Dec-13 5:15:09 PM] - David Broll was added to Canucks.
9029,22,[09-Dec-13 9:17:24 AM] - TRADE : From Flyers to Canucks : $5-000-000.
9030,29,[09-Dec-13 9:17:24 AM] - TRADE : From Flyers to Canucks : $5-000-000.
9031,22,[09-Dec-13 9:17:37 AM] - Zach Boychuk was added to Flyers.
9032,29,[09-Dec-13 9:17:38 AM] - TRADE : From Canucks to Flyers : Zach Boychuk (59).
9033,22,[09-Dec-13 9:17:38 AM] - TRADE : From Canucks to Flyers : Zach Boychuk (59).
9034,7,[09-Dec-13 9:18:11 AM] - Olli Jokinen was added to Blackhawks.
9035,29,[09-Dec-13 9:18:11 AM] - Boyd Gordon was added to Canucks.
9036,29,[09-Dec-13 9:18:11 AM] - Matt Martin was added to Canucks.
9037,29,[09-Dec-13 9:18:11 AM] - Stephane Da Costa was added to Canucks.
9038,29,[09-Dec-13 9:18:12 AM] - TRADE : From Canucks to Blackhawks : Olli Jokinen (67).
9039,7,[09-Dec-13 9:18:12 AM] - TRADE : From Canucks to Blackhawks : Olli Jokinen (67).
9040,7,[09-Dec-13 9:18:12 AM] - TRADE : From Blackhawks to Canucks : Boyd Gordon (65)- Matt Martin (64)- Stephane Da Costa (55).
9041,29,[09-Dec-13 9:18:12 AM] - TRADE : From Blackhawks to Canucks : Boyd Gordon (65)- Matt Martin (64)- Stephane Da Costa (55).
9042,28,[10-Dec-13 10:59:35 PM] - Unknown Player is no longer as assistant for Maple Leafs.
9043,28,[10-Dec-13 10:59:35 PM] - Evgeni Malkin has been selected as assistant for Maple Leafs.
9044,24,[11-Dec-13 10:33:48 PM] - Cody Bass was added to Penguins.
9045,24,[11-Dec-13 10:33:48 PM] - Robert Bortuzzo was added to Penguins.
9046,24,[11-Dec-13 10:33:48 PM] - Andrew Alberts was added to Penguins.
9047,3,[11-Dec-13 10:33:48 PM] - Joni Pitkanen was added to Bruins.
9048,3,[11-Dec-13 10:33:49 PM] - TRADE : From Bruins to Penguins : Cody Bass (52)- Robert Bortuzzo (56)- Andrew Alberts (58).
9049,24,[11-Dec-13 10:33:49 PM] - TRADE : From Bruins to Penguins : Cody Bass (52)- Robert Bortuzzo (56)- Andrew Alberts (58).
9050,24,[11-Dec-13 10:33:49 PM] - TRADE : From Penguins to Bruins : Joni Pitkanen (66).
9051,3,[11-Dec-13 10:33:49 PM] - TRADE : From Penguins to Bruins : Joni Pitkanen (66).
9052,2,[12-Dec-13 3:01:04 PM] - Cameron Talbot was added to Jets.
9053,14,[12-Dec-13 3:02:50 PM] - Nate Schmidt was added to Kings.
9054,8,[12-Dec-13 3:02:57 PM] - Spencer Abbott was added to Avalanche.
9055,21,[12-Dec-13 3:03:07 PM] - Eddie Lack was added to Senators.
9056,18,[12-Dec-13 3:03:17 PM] - Jayson Megna was added to Devils.
9057,3,[12-Dec-13 3:03:27 PM] - Justin Fontaine was added to Bruins.
9058,21,[12-Dec-13 3:03:46 PM] - Will Acton was added to Senators.
9059,18,[12-Dec-13 3:03:55 PM] - Chris Breen was added to Devils.
9060,4,[12-Dec-13 3:04:02 PM] - Luke Glendening was added to Sabres.
9061,3,[12-Dec-13 3:04:15 PM] - Darren Archibald was added to Bruins.
9062,4,[12-Dec-13 3:04:29 PM] - Chad Billins was added to Sabres.
9063,4,[12-Dec-13 3:04:37 PM] - Taylor Fedun was added to Sabres.
9064,4,[12-Dec-13 3:04:43 PM] - Dmitry Korobov was added to Sabres.
9065,4,[12-Dec-13 3:05:01 PM] - Kevan Miller was added to Sabres.
9066,4,[12-Dec-13 3:05:07 PM] - Zach Sill was added to Sabres.
9067,8,[12-Dec-13 3:05:18 PM] - Brian Gibbons was added to Avalanche.
9068,8,[12-Dec-13 3:07:08 PM] - Brian Gibbons was added to Avalanche.
9069,8,[12-Dec-13 3:07:08 PM] - Brian Gibbons signed with Avalanche for $550-000 for 1 year(s) with $0 in bonus.
9070,2,[12-Dec-13 3:07:46 PM] - Cameron Talbot was added to Jets.
9071,2,[12-Dec-13 3:07:46 PM] - Cameron Talbot signed with Jets for $562-500 for 2 year(s) with $0 in bonus.
9072,4,[12-Dec-13 3:10:59 PM] - Michael Raffl was added to Sabres.
9073,4,[12-Dec-13 3:11:31 PM] - Chad Billins was added to Sabres.
9074,4,[12-Dec-13 3:11:31 PM] - Chad Billins signed with Sabres for $925-000 for 1 year(s) with $0 in bonus.
9075,4,[12-Dec-13 3:11:59 PM] - Zach Sill was added to Sabres.
9076,4,[12-Dec-13 3:11:59 PM] - Zach Sill signed with Sabres for $550-000 for 1 year(s) with $0 in bonus.
9077,4,[12-Dec-13 3:12:22 PM] - Kevan Miller was added to Sabres.
9078,4,[12-Dec-13 3:12:22 PM] - Kevan Miller signed with Sabres for $550-000 for 1 year(s) with $0 in bonus.
9079,4,[12-Dec-13 3:13:01 PM] - Dmitry Korobov was added to Sabres.
9080,4,[12-Dec-13 3:13:01 PM] - Dmitry Korobov signed with Sabres for $775-000 for 2 year(s) with $0 in bonus.
9081,4,[12-Dec-13 3:13:28 PM] - Taylor Fedun was added to Sabres.
9082,4,[12-Dec-13 3:13:28 PM] - Taylor Fedun signed with Sabres for $675-000 for 1 year(s) with $0 in bonus.
9083,4,[12-Dec-13 3:13:50 PM] - Luke Glendening was added to Sabres.
9084,4,[12-Dec-13 3:13:50 PM] - Luke Glendening signed with Sabres for $575-000 for 1 year(s) with $0 in bonus.
9085,4,[12-Dec-13 3:14:15 PM] - Michael Raffl was added to Sabres.
9086,4,[12-Dec-13 3:14:15 PM] - Michael Raffl signed with Sabres for $792-500 for 1 year(s) with $0 in bonus.
9087,18,[12-Dec-13 3:14:42 PM] - Chris Breen was added to Devils.
9088,18,[12-Dec-13 3:14:42 PM] - Chris Breen signed with Devils for $577-500 for 1 year(s) with $0 in bonus.
9089,3,[12-Dec-13 3:15:04 PM] - Darren Archibald was added to Bruins.
9090,3,[12-Dec-13 3:15:04 PM] - Darren Archibald signed with Bruins for $660-000 for 1 year(s) with $0 in bonus.
9091,18,[12-Dec-13 3:16:57 PM] - Jayson Megna was added to Devils.
9092,18,[12-Dec-13 3:16:57 PM] - Jayson Megna signed with Devils for $925-000 for 2 year(s) with $0 in bonus.
9093,3,[12-Dec-13 3:17:21 PM] - Justin Fontaine was added to Bruins.
9094,3,[12-Dec-13 3:17:21 PM] - Justin Fontaine signed with Bruins for $600-000 for 1 year(s) with $0 in bonus.
9095,14,[12-Dec-13 3:17:45 PM] - Nate Schmidt was added to Kings.
9096,14,[12-Dec-13 3:17:45 PM] - Nate Schmidt signed with Kings for $925-000 for 2 year(s) with $0 in bonus.
9097,8,[12-Dec-13 3:18:07 PM] - Spencer Abbott was added to Avalanche.
9098,8,[12-Dec-13 3:18:07 PM] - Spencer Abbott signed with Avalanche for $650-000 for 1 year(s) with $0 in bonus.
9099,21,[12-Dec-13 3:18:36 PM] - Will Acton was added to Senators.
9100,21,[12-Dec-13 3:18:36 PM] - Will Acton signed with Senators for $680-000 for 2 year(s) with $0 in bonus.
9101,21,[12-Dec-13 3:19:05 PM] - Eddie Lack was added to Senators.
9102,21,[12-Dec-13 3:19:05 PM] - Eddie Lack signed with Senators for $750-000 for 1 year(s) with $0 in bonus.
9103,18,[15-Dec-13 9:14:35 PM] - Unknown Player is no longer captain for Devils.
9104,18,[15-Dec-13 9:14:35 PM] - Zdeno Chara has been selected as captain for Devils.
9105,18,[15-Dec-13 9:14:35 PM] - Unknown Player is no longer as assistant for Devils.
9106,18,[15-Dec-13 9:14:35 PM] - Ryan Getzlaf has been selected as assistant for Devils.
9107,18,[15-Dec-13 9:14:35 PM] - Unknown Player is no longer as assistant for Devils.
9108,18,[15-Dec-13 9:14:35 PM] - Travis Zajac has been selected as assistant for Devils.
9109,26,[15-Dec-13 9:20:53 PM] - Jack Johnson was added to Sharks.
9110,9,[15-Dec-13 9:20:53 PM] - Brent Burns was added to Blue Jackets.
9111,9,[15-Dec-13 9:20:53 PM] - Tommy Wingels was added to Blue Jackets.
9112,9,[15-Dec-13 9:20:54 PM] - TRADE : From Blue Jackets to Sharks : Jack Johnson (71)- Joel Armia (P).
9113,26,[15-Dec-13 9:20:54 PM] - TRADE : From Blue Jackets to Sharks : Jack Johnson (71)- Joel Armia (P).
9114,26,[15-Dec-13 9:20:54 PM] - TRADE : From Sharks to Blue Jackets : Brent Burns (68)- Tommy Wingels (61)- Y:2014-RND:4-SJS.
9115,9,[15-Dec-13 9:20:54 PM] - TRADE : From Sharks to Blue Jackets : Brent Burns (68)- Tommy Wingels (61)- Y:2014-RND:4-SJS.
9116,20,[15-Dec-13 9:21:18 PM] - Johan Hedberg was added to Rangers.
9117,8,[15-Dec-13 9:21:19 PM] - TRADE : From Avalanche to Rangers : Johan Hedberg (72).
9118,20,[15-Dec-13 9:21:19 PM] - TRADE : From Avalanche to Rangers : Johan Hedberg (72).
9119,20,[15-Dec-13 9:21:19 PM] - TRADE : From Rangers to Avalanche : Y:2015-RND:6-CAR.
9120,8,[15-Dec-13 9:21:19 PM] - TRADE : From Rangers to Avalanche : Y:2015-RND:6-CAR.
9121,3,[16-Dec-13 10:27:53 PM] - Michael Latta was added to Bruins.
9122,29,[19-Dec-13 10:35:28 AM] - Unknown Player is no longer as assistant for Canucks.
9123,29,[19-Dec-13 10:35:28 AM] - Mikael Samuelsson has been selected as assistant for Canucks.
9124,13,[19-Dec-13 10:40:37 AM] - Sami Vatanen was added to Panthers.
9125,24,[23-Dec-13 10:58:33 PM] - Denis Grebeshkov was added to Penguins.
9126,8,[23-Dec-13 11:09:17 PM] - Antti Raanta was added to Avalanche.
9127,3,[23-Dec-13 11:09:28 PM] - Reto Berra was added to Bruins.
9128,18,[23-Dec-13 11:09:40 PM] - Karri Ramo was added to Devils.
9129,28,[24-Dec-13 2:26:00 PM] - Martin Jones was added to Maple Leafs.
9130,28,[24-Dec-13 2:26:16 PM] - Martin Jones was added to Maple Leafs.
9131,28,[24-Dec-13 2:26:16 PM] - Martin Jones signed with Maple Leafs for $550-000 for 2 year(s) with $0 in bonus.
9132,2,[28-Dec-13 12:34:56 AM] - Anton Lander was added to Jets.
9133,2,[28-Dec-13 12:35:02 AM] - David Warsofsky was added to Jets.
9134,2,[28-Dec-13 12:35:25 AM] - Linus Omark was added to Jets.
9135,2,[28-Dec-13 12:36:33 AM] - Anton Lander was added to Jets.
9136,2,[28-Dec-13 12:36:33 AM] - Anton Lander signed with Jets for $880-000 for 3 year(s) with $0 in bonus.
9137,2,[28-Dec-13 12:36:56 AM] - David Warsofsky was added to Jets.
9138,2,[28-Dec-13 12:36:56 AM] - David Warsofsky signed with Jets for $645-833 for 3 year(s) with $0 in bonus.
9139,2,[28-Dec-13 12:37:12 AM] - Linus Omark was added to Jets.
9140,2,[28-Dec-13 12:37:12 AM] - Linus Omark signed with Jets for $600-000 for 1 year(s) with $0 in bonus.
9141,13,[28-Dec-13 11:32:08 PM] - Panthers show interest in Richard Bachman from waiver.
9142,11,[28-Dec-13 11:32:11 PM] - Red Wings show interest in Richard Bachman from waiver.
9143,11,[28-Dec-13 11:33:17 PM] - Red Wings claimed Richard Bachman from waiver from Bruins for $100-000.00.
9144,11,[28-Dec-13 11:33:17 PM] - Richard Bachman was added to Red Wings.
9145,19,[2013-12-30 17:18:31] - Sound Tigers fired Craig Berube.
9146,19,[2013-12-30 17:18:31] - Sound Tigers hired Jacques Martin for 2.650.000 kr for 1 year(s).
9147,23,[2013-12-30 17:20:26] - General Manager Change : Coyotes fired general manager Flavio Gomes
9148,23,[2013-12-30 17:20:26] - General Manager Change : Coyotes hired general manager Gary Brown
9149,19,[2013-12-30 17:21:02] - General Manager Change : Islanders fired general manager Jon Malone
9150,19,[2013-12-30 17:21:02] - General Manager Change : Islanders hired general manager Graf Faust
9151,2,[2013-12-30 17:21:20] - General Manager Change : Jets fired general manager Noel Harrison
9152,2,[2013-12-30 17:21:20] - General Manager Change : Jets hired general manager Mika Laakso
9153,19,[2013-12-30 17:23:31] - Sound Tigers fired Jacques Martin.
9154,19,[2013-12-30 17:30:01] - Sound Tigers hired Jacques Martin for 2.650.000 kr for 1 year(s).
9155,19,[2013-12-30 17:30:22] - Sound Tigers fired Jacques Martin.
9156,19,[2013-12-31 17:03:20] - Sound Tigers hired Jacques Martin for 2.650.000 kr for 1 year(s).
9157,23,[2013-12-31 18:54:10] - Unknown Player is no longer captain for Coyotes.
9158,23,[2013-12-31 18:54:10] - Oliver Ekman-Larsson has been selected as captain for Coyotes.
9159,23,[2013-12-31 18:54:17] - Unknown Player is no longer as assistant for Coyotes.
9160,23,[2013-12-31 18:54:17] - Hal Gill has been selected as assistant for Coyotes.
9161,23,[2013-12-31 18:54:22] - Unknown Player is no longer as assistant for Coyotes.
9162,23,[2013-12-31 18:54:23] - Matt Greene has been selected as assistant for Coyotes.
9163,11,[2014-01-01 23:56:51] - George Parros was added to Red Wings.
9164,23,[2014-01-01 23:56:52] - TRADE : From Coyotes to Red Wings : George Parros (56).
9165,11,[2014-01-01 23:56:52] - TRADE : From Coyotes to Red Wings : George Parros (56).
9166,11,[2014-01-01 23:56:52] - TRADE : From Red Wings to Coyotes : 100.000 kr.
9167,23,[2014-01-01 23:56:52] - TRADE : From Red Wings to Coyotes : 100.000 kr.
9168,19,[2014-01-02 21:52:57] - Sound Tigers fired Jacques Martin.
9169,19,[2014-01-02 22:00:15] - Islanders hired Bob Hartley for 1.650.000 kr for 1 year(s).
9170,19,[2014-01-02 22:00:27] - Sound Tigers hired Mark Morris for 750.000 kr for 1 year(s).
9171,19,[2014-01-02 22:00:29] - Sound Tigers fired Mark Morris.
9172,19,[2014-01-02 22:01:32] - Sound Tigers hired Craig Berube for 775.000 kr for 1 year(s).
9173,23,[2014-01-03 17:33:19] - Anders Nilsson was added to Coyotes.
9174,19,[2014-01-03 17:33:19] - Jonathon Blum was added to Islanders.
9175,19,[2014-01-03 17:33:21] - TRADE : From Islanders to Coyotes : Anders Nilsson (58).
9176,23,[2014-01-03 17:33:21] - TRADE : From Islanders to Coyotes : Anders Nilsson (58).
9177,23,[2014-01-03 17:33:21] - TRADE : From Coyotes to Islanders : Jonathon Blum (62).
9178,19,[2014-01-03 17:33:21] - TRADE : From Coyotes to Islanders : Jonathon Blum (62).
9179,19,[2014-01-03 17:33:58] - Anders Nilsson was added to Islanders.
9180,23,[2014-01-03 17:33:58] - Jonathon Blum was added to Coyotes.
9181,23,[2014-01-03 17:33:59] - TRADE : From Coyotes to Islanders : Anders Nilsson (58).
9182,19,[2014-01-03 17:33:59] - TRADE : From Coyotes to Islanders : Anders Nilsson (58).
9183,19,[2014-01-03 17:33:59] - TRADE : From Islanders to Coyotes : Jonathon Blum (62).
9184,23,[2014-01-03 17:33:59] - TRADE : From Islanders to Coyotes : Jonathon Blum (62).
9185,15,[2014-01-03 17:34:52] - Marcus Kruger was added to Wild.
9186,15,[2014-01-03 17:34:52] - Ryan Nugent-Hopkins was added to Wild.
9187,7,[2014-01-03 17:34:52] - Adam Henrique was added to Blackhawks.
9188,7,[2014-01-03 17:34:53] - TRADE : From Blackhawks to Wild : Marcus Kruger (64)- Ryan Nugent-Hopkins (68).
9189,15,[2014-01-03 17:34:53] - TRADE : From Blackhawks to Wild : Marcus Kruger (64)- Ryan Nugent-Hopkins (68).
9190,15,[2014-01-03 17:34:53] - TRADE : From Wild to Blackhawks : Adam Henrique (67)- Alex Chiasson (P)- Y:2014-RND:1-MIN- Y:2015-RND:1-NYR.
9191,7,[2014-01-03 17:34:53] - TRADE : From Wild to Blackhawks : Adam Henrique (67)- Alex Chiasson (P)- Y:2014-RND:1-MIN- Y:2015-RND:1-NYR.
9192,15,[2014-01-03 17:35:34] - Adam Henrique was added to Wild.
9193,7,[2014-01-03 17:35:34] - Marcus Kruger was added to Blackhawks.
9194,7,[2014-01-03 17:35:34] - Ryan Nugent-Hopkins was added to Blackhawks.
9195,7,[2014-01-03 17:35:35] - TRADE : From Blackhawks to Wild : Adam Henrique (67)- Alex Chiasson (P)- Y:2014-RND:1-MIN- Y:2015-RND:1-NYR.
9196,15,[2014-01-03 17:35:35] - TRADE : From Blackhawks to Wild : Adam Henrique (67)- Alex Chiasson (P)- Y:2014-RND:1-MIN- Y:2015-RND:1-NYR.
9197,15,[2014-01-03 17:35:35] - TRADE : From Wild to Blackhawks : Marcus Kruger (64)- Ryan Nugent-Hopkins (68).
9198,7,[2014-01-03 17:35:35] - TRADE : From Wild to Blackhawks : Marcus Kruger (64)- Ryan Nugent-Hopkins (68).
9199,19,[2014-01-03 17:36:02] - Johan Larsson was added to Islanders.
9200,19,[2014-01-03 17:38:02] - Jay McClement was added to Islanders.
9201,28,[2014-01-03 17:38:03] - TRADE : From Maple Leafs to Islanders : Jay McClement (67)- Y:2014-RND:3-TOR.
9202,19,[2014-01-03 17:38:03] - TRADE : From Maple Leafs to Islanders : Jay McClement (67)- Y:2014-RND:3-TOR.
9203,19,[2014-01-03 17:38:03] - TRADE : From Islanders to Maple Leafs : Zachary Fucale (P).
9204,28,[2014-01-03 17:38:03] - TRADE : From Islanders to Maple Leafs : Zachary Fucale (P).
9205,12,[06-Jan-14 8:51:14 AM] - Unknown Player is no longer captain for Oilers.
9206,12,[06-Jan-14 8:51:14 AM] - Saku Koivu has been selected as captain for Oilers.
9207,12,[06-Jan-14 8:51:14 AM] - Unknown Player is no longer as assistant for Oilers.
