Number,Team,Transaction,DateTime,Empty
980,7,[2011-06-02 21:38] - Kyle Clifford was added to Blackhawks.                                                                     ,12:00:00 AM,
981,7,[2011-06-02 21:38] - Taylor Hall was added to Blackhawks.                                                                       ,12:00:00 AM,
982,7,[2011-06-02 21:38] - Colin Wilson was added to Blackhawks.                                                                      ,12:00:00 AM,
983,7,[2011-06-02 21:38] - Logan Couture was added to Blackhawks.                                                                     ,12:00:00 AM,
984,11,[2011-06-04 22:04] - Red Wings was eliminated at round 4 of year 2010.                                                          ,12:00:00 AM,
985,13,[2011-06-04 22:04] - Rochester was eliminated at round 4 of year 2010.                                                          ,12:00:00 AM,
986,22,[2011-06-04 22:04] - Flyers wins the playoff for year 2010!                                                                     ,12:00:00 AM,
987,8,[2011-06-04 22:04] - Lake Erie wins the farm playoff for year 2010!                                                             ,12:00:00 AM,
988,12,[2011-06-04 22:09] - Derek Stepan was added to Oilers.                                                                          ,12:00:00 AM,
989,5,[2011-06-04 22:10] - James Reimer was added to Flames.                                                                          ,12:00:00 AM,
990,5,[2011-06-04 22:10] - Dwight King was added to Flames.                                                                           ,12:00:00 AM,
991,12,[2011-06-05 21:33] - Andy Murray contract with Oilers has ended.                                                                ,12:00:00 AM,
992,10,[2011-06-05 21:33] - Bob Hartley contract with Stars has ended.                                                                 ,12:00:00 AM,
993,5,[2011-06-05 21:33] - Darryl Sutter contract with Flames has ended.                                                              ,12:00:00 AM,
994,14,[2011-06-05 21:33] - Dave Tippett contract with Kings has ended.                                                                ,12:00:00 AM,
995,3,[2011-06-05 21:33] - Greg Ireland contract with Providence has ended.                                                           ,12:00:00 AM,
996,9,[2011-06-05 21:33] - Jacques Martin contract with Blue Jackets has ended.                                                       ,12:00:00 AM,
997,27,[2011-06-05 21:33] - John Torchetti contract with Norfolk has ended.                                                            ,12:00:00 AM,
998,14,[2011-06-05 21:33] - Kjell Samuelsson contract with Manchester has ended.                                                       ,12:00:00 AM,
999,16,[2011-06-05 21:33] - Mark Morris contract with Hamilton has ended.                                                              ,12:00:00 AM,
1000,6,[2011-06-05 21:33] - Mike Kitchen contract with Hurricanes has ended.                                                           ,12:00:00 AM,
1001,22,[2011-06-05 21:33] - Mike Sullivan contract with Philly has ended.                                                              ,12:00:00 AM,
1002,21,[2011-06-05 21:33] - Ron Wilson contract with Senators has ended.                                                               ,12:00:00 AM,
1003,12,[2011-06-05 21:33] - Todd Richards contract with Springfield has ended.                                                         ,12:00:00 AM,
1004,10,[2011-06-05 21:33] - Kirk Muller contract with Texas has ended.                                                                 ,12:00:00 AM,
1005,4,[2011-06-05 21:33] - John Stevens contract with Portland has ended.                                                             ,12:00:00 AM,
1006,13,[2011-06-05 21:33] - Peter DeBoer contract with Panthers has ended.                                                             ,12:00:00 AM,
1007,26,[2011-06-05 21:33] - Davis Payne contract with Worcester has ended.                                                             ,12:00:00 AM,
1008,14,[2011-06-07 23:12] - Jamie Hunt has been deleted from Kings.                                                                    ,12:00:00 AM,
1009,14,[2011-06-07 23:12] - Tyson Marsh has been deleted from Kings.                                                                   ,12:00:00 AM,
1010,14,[2011-06-07 23:12] - Tyler Haskins has been deleted from Kings.                                                                 ,12:00:00 AM,
1011,14,[2011-06-07 23:12] - Chris Holt has been deleted from Kings.                                                                    ,12:00:00 AM,
1012,14,[2011-06-07 23:14] - Chris Vande Velde was added to Kings.                                                                      ,12:00:00 AM,
1013,14,[2011-06-07 23:14] - Kyle Palmieri was added to Kings.                                                                          ,12:00:00 AM,
1014,14,[2011-06-07 23:15] - P.K. Subban was added to Kings.                                                                            ,12:00:00 AM,
1015,14,[2011-06-07 23:15] - Keaton Ellerby was added to Kings.                                                                         ,12:00:00 AM,
1016,7,[2011-06-07 23:16] - Nick Palmieri was added to Blackhawks.                                                                     ,12:00:00 AM,
1017,22,[2011-06-10 13:37] - Wade Belak was released by Flyers for 0-00 kr                                                              ,12:00:00 AM,
1018,6,[2011-06-10 13:38] - Bill Guerin was released by Hurricanes for 0-00 kr                                                         ,12:00:00 AM,
1019,11,[2011-06-10 13:38] - Donald Brashear was released by Red Wings for 0-00 kr                                                      ,12:00:00 AM,
1020,19,[2011-06-10 13:38] - Michael Funk was released by Islanders for 0-00 kr                                                         ,12:00:00 AM,
1021,2,[2011-06-10 13:38] - Dean McAmmond was released by Thrashers for 0-00 kr                                                        ,12:00:00 AM,
1022,2,[2011-06-10 13:39] - Wayne Primeau was released by Thrashers for 0-00 kr                                                        ,12:00:00 AM,
1023,8,[2011-06-10 13:39] - Stephane Yelle was released by Avalanche for 0-00 kr                                                       ,12:00:00 AM,
1024,8,[2011-06-10 13:39] - Jay McKee was released by Avalanche for 0-00 kr                                                            ,12:00:00 AM,
1025,14,[2011-06-10 13:40] - Craig Conroy was released by Kings for 0-00 kr                                                             ,12:00:00 AM,
1026,14,[2011-06-10 13:40] - Todd Fedoruk was released by Kings for 0-00 kr                                                             ,12:00:00 AM,
1027,14,[2011-06-10 13:40] - Krystofer Kolanos was released by Kings for 0-00 kr                                                        ,12:00:00 AM,
1028,16,[2011-06-10 13:40] - Paul Ranger was released by Canadiens for 0-00 kr                                                          ,12:00:00 AM,
1029,7,[2011-06-10 13:40] - Jere Lehtinen was released by Blackhawks for 0-00 kr                                                       ,12:00:00 AM,
1030,4,[2011-06-10 13:41] - Kirk Maltby was released by Sabres for 0-00 kr                                                             ,12:00:00 AM,
1031,3,[2011-06-10 13:41] - Fredrik Modin was released by Bruins for 0-00 kr                                                           ,12:00:00 AM,
1032,19,[2011-06-10 13:41] - Peter Forsberg was released by Islanders for 0-00 kr                                                       ,12:00:00 AM,
1033,25,[2011-06-10 13:41] - Adam Foote was released by Blues for 0-00 kr                                                               ,12:00:00 AM,
1034,14,[2011-06-10 13:42] - Doug Weight was released by Kings for 0-00 kr                                                              ,12:00:00 AM,
1035,14,[2011-06-10 13:42] - Evgeny Artyukhin was released by Kings for 0-00 kr                                                         ,12:00:00 AM,
1036,23,[2011-06-10 13:45] - Brian Rafalski was released by Coyotes for 0-00 kr                                                         ,12:00:00 AM,
1037,26,[2011-06-10 13:46] - Landon Wilson was released by Sharks for 0-00 kr                                                           ,12:00:00 AM,
1038,1,[2011-06-10 13:46] - Scott Walker was released by Ducks for 0-00 kr                                                             ,12:00:00 AM,
1039,25,[2011-06-10 13:46] - Ian Laperriere was released by Blues for 0-00 kr                                                           ,12:00:00 AM,
1040,29,[2011-06-10 13:46] - Robert Lang was released by Canucks for 0-00 kr                                                            ,12:00:00 AM,
1041,29,[2011-06-10 13:47] - Alexander Frolov was released by Canucks for 0-00 kr                                                       ,12:00:00 AM,
1042,12,[2011-06-10 13:47] - Lukas Kaspar was released by Oilers for 0-00 kr                                                            ,12:00:00 AM,
1043,8,[2011-06-10 13:48] - Vesa Toskala was released by Avalanche for 0-00 kr                                                         ,12:00:00 AM,
1044,16,[2011-06-10 13:48] - Jonas Junland was released by Canadiens for 0-00 kr                                                        ,12:00:00 AM,
1045,9,[2011-06-10 13:48] - Ville Koistinen was released by Blue Jackets for 0-00 kr                                                   ,12:00:00 AM,
1046,24,[2011-06-10 13:49] - Jeff Hoggan was released by Penguins for 0-00 kr                                                           ,12:00:00 AM,
1047,24,[2011-06-10 13:49] - Josh Harding was released by Penguins for 0-00 kr                                                          ,12:00:00 AM,
1048,24,[2011-06-10 13:49] - Martins Karsums was released by Penguins for 0-00 kr                                                       ,12:00:00 AM,
1049,24,[2011-06-10 13:49] - Matt Zaba was released by Penguins for 0-00 kr                                                             ,12:00:00 AM,
1050,7,[2011-06-10 13:49] - Anders Eriksson was released by Blackhawks for 0-00 kr                                                     ,12:00:00 AM,
1051,30,[2011-06-10 13:49] - Petr Sykora was released by Capitals for 0-00 kr                                                           ,12:00:00 AM,
1052,30,[2011-06-10 13:50] - Kyle Calder was released by Capitals for 0-00 kr                                                           ,12:00:00 AM,
1053,4,[2011-06-10 13:50] - Riley Armstrong was released by Sabres for 0-00 kr                                                         ,12:00:00 AM,
1054,20,[2011-06-10 13:50] - Erik Ersberg was released by Rangers for 0-00 kr                                                           ,12:00:00 AM,
1055,20,[2011-06-10 13:50] - Matt Pettinger was released by Rangers for 0-00 kr                                                         ,12:00:00 AM,
1056,14,[2011-06-10 13:50] - Oscar Moller was released by Kings for 0-00 kr                                                             ,12:00:00 AM,
1057,7,[2011-06-10 13:51] - Oskar Osala was released by Blackhawks for 0-00 kr                                                         ,12:00:00 AM,
1058,18,[2011-06-10 13:51] - Owen Nolan was released by Devils for 0-00 kr                                                              ,12:00:00 AM,
1059,18,[2011-06-10 13:51] - Ivan Vishnevskiy was released by Devils for 0-00 kr                                                        ,12:00:00 AM,
1060,18,[2011-06-10 13:51] - Wade Dubielewicz was released by Devils for 0-00 kr                                                        ,12:00:00 AM,
1061,6,[2011-06-10 13:52] - Josh Gratton was released by Hurricanes for 0-00 kr                                                        ,12:00:00 AM,
1062,9,[2011-06-10 13:52] - Liam Reddox was released by Blue Jackets for 0-00 kr                                                       ,12:00:00 AM,
1063,29,[2011-06-10 13:52] - Jakub Petruzalek was released by Canucks for 0-00 kr                                                       ,12:00:00 AM,
1064,29,[2011-06-10 13:52] - Ilya Zubov was released by Canucks for 0-00 kr                                                             ,12:00:00 AM,
1065,22,[2011-06-10 13:52] - Nigel Dawes was released by Flyers for 0-00 kr                                                             ,12:00:00 AM,
1066,20,[2011-06-10 13:53] - Dustin Boyd was released by Rangers for 0-00 kr                                                            ,12:00:00 AM,
1067,18,[2011-06-10 13:53] - Joel Perrault was released by Devils for 0-00 kr                                                           ,12:00:00 AM,
1068,25,[2011-06-10 13:53] - Jared Ross was released by Blues for 0-00 kr                                                               ,12:00:00 AM,
1069,15,[2011-06-10 13:53] - Staffan Kronwall was released by Wild for 0-00 kr                                                          ,12:00:00 AM,
1070,20,[2011-06-10 13:54] - Karlis Skrastins was released by Rangers for 0-00 kr                                                       ,12:00:00 AM,
1071,21,[2011-06-10 13:54] - Petr Prucha was released by Senators for 0-00 kr                                                           ,12:00:00 AM,
1072,27,[2011-06-10 13:54] - Andre Roy was released by Lightning for 0-00 kr                                                            ,12:00:00 AM,
1073,27,[2011-06-10 13:54] - Bryan Young was released by Lightning for 0-00 kr                                                          ,12:00:00 AM,
1074,1,[2011-06-10 13:54] - Dan Fritsche was released by Ducks for 0-00 kr                                                             ,12:00:00 AM,
1075,18,[2011-06-10 13:55] - Ilkka Pikkarainen was released by Devils for 0-00 kr                                                       ,12:00:00 AM,
1076,18,[2011-06-10 13:55] - Kurtis McLean was released by Devils for 0-00 kr                                                           ,12:00:00 AM,
1077,8,[2011-06-10 13:55] - Kim Johnsson was released by Avalanche for 0-00 kr                                                         ,12:00:00 AM,
1078,17,[2011-06-10 13:55] - Kurt Sauer was released by Predators for 0-00 kr                                                           ,12:00:00 AM,
1079,9,[2011-06-10 13:55] - Paul Kariya was released by Blue Jackets for 0-00 kr                                                       ,12:00:00 AM,
1080,30,[2011-06-10 13:56] - Brad Larsen was released by Capitals for 0-00 kr                                                           ,12:00:00 AM,
1081,20,[2011-06-10 13:56] - Brendan Witt was released by Rangers for 0-00 kr                                                           ,12:00:00 AM,
1082,20,[2011-06-10 13:56] - Maxime Daigneault was released by Rangers for 0-00 kr                                                      ,12:00:00 AM,
1083,22,[2011-06-10 13:56] - Bryce Salvador was released by Flyers for 0-00 kr                                                          ,12:00:00 AM,
1084,26,[2011-06-10 13:57] - Seamus Kotyk was released by Sharks for 0-00 kr                                                            ,12:00:00 AM,
1085,6,[2011-06-10 13:57] - Andy Hilbert was released by Hurricanes for 0-00 kr                                                        ,12:00:00 AM,
1086,27,[2011-06-10 13:57] - Derek Armstrong was released by Lightning for 0-00 kr                                                      ,12:00:00 AM,
1087,2,[2011-06-10 14:13] - Jordan Eberle was added to Thrashers.                                                                      ,12:00:00 AM,
1088,2,[2011-06-10 14:19] - Derek Boogaard retired from Thrashers                                                                      ,12:00:00 AM,
1089,2,[2011-06-10 14:20] - Alexander Burmistrov was added to Thrashers.                                                               ,12:00:00 AM,
1090,2,[2011-06-10 14:20] - Marcus Johansson was added to Thrashers.                                                                   ,12:00:00 AM,
1091,2,[2011-06-10 14:20] - Linus Omark was added to Thrashers.                                                                        ,12:00:00 AM,
1092,2,[2011-06-10 14:21] - Braden Holtby was added to Thrashers.                                                                      ,12:00:00 AM,
1093,9,[2011-06-11 14:00] - From Blue Jackets to Flames : Y:2011-RND:7-BUF.                                                            ,12:00:00 AM,
1094,5,[2011-06-11 14:00] - From Blue Jackets to Flames : Y:2011-RND:7-BUF.                                                            ,12:00:00 AM,
1095,5,[2011-06-11 14:00] - From Flames to Blue Jackets : Trent Hunter (70).                                                           ,12:00:00 AM,
1096,9,[2011-06-11 14:00] - From Flames to Blue Jackets : Trent Hunter (70).                                                           ,12:00:00 AM,
1097,29,[2011-06-11 14:01] - From Canucks to Kings : Alex Tanguay (71).                                                                 ,12:00:00 AM,
1098,14,[2011-06-11 14:01] - From Canucks to Kings : Alex Tanguay (71).                                                                 ,12:00:00 AM,
1099,14,[2011-06-11 14:01] - From Kings to Canucks : Y:2011-RND:6-CGY- Y:2012-RND:4-LAK.                                                ,12:00:00 AM,
1100,29,[2011-06-11 14:01] - From Kings to Canucks : Y:2011-RND:6-CGY- Y:2012-RND:4-LAK.                                                ,12:00:00 AM,
1101,29,[2011-06-11 14:01] - From Canucks to Flames : Marco Sturm (72)- Y:2011-RND:3-FLA.                                               ,12:00:00 AM,
1102,5,[2011-06-11 14:01] - From Canucks to Flames : Marco Sturm (72)- Y:2011-RND:3-FLA.                                               ,12:00:00 AM,
1103,5,[2011-06-11 14:01] - From Flames to Canucks : Jason Arnott (74).                                                                ,12:00:00 AM,
1104,29,[2011-06-11 14:01] - From Flames to Canucks : Jason Arnott (74).                                                                ,12:00:00 AM,
1105,6,AR.                                                                                                                             ,12:00:00 AM,
1106,6,[2011-06-11 14:02] - From Hurricanes to Blue Jackets : Linden Vey (P)- Y:2011-RND:3-CAR- Y:2011-RND:7-ATL- Y:2012-RND:2-C       ,12:00:00 AM,
1107,9,AR.                                                                                                                             ,12:00:00 AM,
1108,9,[2011-06-11 14:02] - From Hurricanes to Blue Jackets : Linden Vey (P)- Y:2011-RND:3-CAR- Y:2011-RND:7-ATL- Y:2012-RND:2-C       ,12:00:00 AM,
1109,9,ND:4-CLB.                                                                                                                       ,12:00:00 AM,
1110,9,[2011-06-11 14:02] - From Blue Jackets to Hurricanes : Toni Lydman (74)- Andreas Thuresson (P)- Logan Pyett (P)- Y:2012-R       ,12:00:00 AM,
1111,6,ND:4-CLB.                                                                                                                       ,12:00:00 AM,
1112,6,[2011-06-11 14:02] - From Blue Jackets to Hurricanes : Toni Lydman (74)- Andreas Thuresson (P)- Logan Pyett (P)- Y:2012-R       ,12:00:00 AM,
1113,1,[2011-06-11 14:02] - From Ducks to Penguins : Kaspars Daugavins (P)- Y:2011-RND:1-CAR.                                          ,12:00:00 AM,
1114,24,[2011-06-11 14:02] - From Ducks to Penguins : Kaspars Daugavins (P)- Y:2011-RND:1-CAR.                                          ,12:00:00 AM,
1115,24,[2011-06-11 14:02] - From Penguins to Ducks : Y:2012-RND:1-PIT.                                                                 ,12:00:00 AM,
1116,1,[2011-06-11 14:02] - From Penguins to Ducks : Y:2012-RND:1-PIT.                                                                 ,12:00:00 AM,
1117,18,[2011-06-11 14:04] - From Devils to Sabres : Y:2011-RND:6-NJD.                                                                  ,12:00:00 AM,
1118,4,[2011-06-11 14:04] - From Devils to Sabres : Y:2011-RND:6-NJD.                                                                  ,12:00:00 AM,
1119,4,chard (P).                                                                                                                      ,12:00:00 AM,
1120,4,[2011-06-11 14:04] - From Sabres to Devils : Danick Paquette (P)- Joel Broda (P)- Jean-Sebastien Berube (P)- Nicolas Blan       ,12:00:00 AM,
1121,18,chard (P).                                                                                                                      ,12:00:00 AM,
1122,18,[2011-06-11 14:04] - From Sabres to Devils : Danick Paquette (P)- Joel Broda (P)- Jean-Sebastien Berube (P)- Nicolas Blan       ,12:00:00 AM,
1123,8,[2011-06-11 14:04] - From Avalanche to Oilers : Y:2011-RND:5-COL.                                                               ,12:00:00 AM,
1124,12,[2011-06-11 14:04] - From Avalanche to Oilers : Y:2011-RND:5-COL.                                                               ,12:00:00 AM,
1125,12,[2011-06-11 14:04] - From Oilers to Avalanche : Brett Lebda (64).                                                               ,12:00:00 AM,
1126,8,[2011-06-11 14:04] - From Oilers to Avalanche : Brett Lebda (64).                                                               ,12:00:00 AM,
1127,1,[2011-06-11 14:04] - From Ducks to Predators : Y:2011-RND:1-DET.                                                                ,12:00:00 AM,
1128,17,[2011-06-11 14:04] - From Ducks to Predators : Y:2011-RND:1-DET.                                                                ,12:00:00 AM,
1129,17,[2011-06-11 14:04] - From Predators to Ducks : Y:2012-RND:1-NSH- Y:2013-RND:4-NSH.                                              ,12:00:00 AM,
1130,1,[2011-06-11 14:04] - From Predators to Ducks : Y:2012-RND:1-NSH- Y:2013-RND:4-NSH.                                              ,12:00:00 AM,
1131,3,[2011-06-12 18:12] - Providence hired Greg Ireland for 700.000 kr for 2 year(s).                                                ,12:00:00 AM,
1132,6,[2011-06-13 01:09] - From Hurricanes to Sabres : Y:2012-RND:5-CAR.                                                              ,12:00:00 AM,
1133,4,[2011-06-13 01:09] - From Hurricanes to Sabres : Y:2012-RND:5-CAR.                                                              ,12:00:00 AM,
1134,4,[2011-06-13 01:09] - From Sabres to Hurricanes : Joel Rechlicz (59)- Maxime Fortunus (59)- Geoff Kinrade (62).                  ,12:00:00 AM,
1135,6,[2011-06-13 01:09] - From Sabres to Hurricanes : Joel Rechlicz (59)- Maxime Fortunus (59)- Geoff Kinrade (62).                  ,12:00:00 AM,
1136,24,[2011-06-13 01:09] - From Penguins to Sabres : Y:2013-RND:4-PIT.                                                                ,12:00:00 AM,
1137,4,[2011-06-13 01:09] - From Penguins to Sabres : Y:2013-RND:4-PIT.                                                                ,12:00:00 AM,
1138,4,[2011-06-13 01:09] - From Sabres to Penguins : Kyle Lawson (P)- Radim Ostrcil (P)- Tyler Randell (P).                           ,12:00:00 AM,
1139,24,[2011-06-13 01:09] - From Sabres to Penguins : Kyle Lawson (P)- Radim Ostrcil (P)- Tyler Randell (P).                           ,12:00:00 AM,
1140,1,[2011-06-13 01:11] - From Ducks to Hurricanes : Danny Syvret (60)- Shane Sims (P).                                              ,12:00:00 AM,
1141,6,[2011-06-13 01:11] - From Ducks to Hurricanes : Danny Syvret (60)- Shane Sims (P).                                              ,12:00:00 AM,
1142,6,[2011-06-13 01:11] - From Hurricanes to Ducks : Roman Horak (P)- Y:2011-RND:6-CAR.                                              ,12:00:00 AM,
1143,1,[2011-06-13 01:11] - From Hurricanes to Ducks : Roman Horak (P)- Y:2011-RND:6-CAR.                                              ,12:00:00 AM,
1144,13,[2011-06-13 01:12] - From Panthers to Kings : Michael Ryder (69).                                                               ,12:00:00 AM,
1145,14,[2011-06-13 01:12] - From Panthers to Kings : Michael Ryder (69).                                                               ,12:00:00 AM,
1146,14,[2011-06-13 01:12] - From Kings to Panthers : Y:2011-RND:6-MTL.                                                                 ,12:00:00 AM,
1147,13,[2011-06-13 01:12] - From Kings to Panthers : Y:2011-RND:6-MTL.                                                                 ,12:00:00 AM,
1148,5,[2011-06-13 01:13] - From Flames to Blue Jackets : Cam Barker (70)- Y:2011-RND:4-PHL.                                           ,12:00:00 AM,
1149,9,[2011-06-13 01:13] - From Flames to Blue Jackets : Cam Barker (70)- Y:2011-RND:4-PHL.                                           ,12:00:00 AM,
1150,9,[2011-06-13 01:13] - From Blue Jackets to Flames : Y:2011-RND:2-CLB- Y:2011-RND:3-STL- Y:2011-RND:6-CLB.                        ,12:00:00 AM,
1151,5,[2011-06-13 01:13] - From Blue Jackets to Flames : Y:2011-RND:2-CLB- Y:2011-RND:3-STL- Y:2011-RND:6-CLB.                        ,12:00:00 AM,
1152,8,[2011-06-13 01:13] - From Avalanche to Lightning : 225.000 kr.                                                                  ,12:00:00 AM,
1153,27,[2011-06-13 01:13] - From Avalanche to Lightning : 225.000 kr.                                                                  ,12:00:00 AM,
1154,27,[2011-06-13 01:13] - From Lightning to Avalanche : Brian Rolston (72).                                                          ,12:00:00 AM,
1155,8,[2011-06-13 01:13] - From Lightning to Avalanche : Brian Rolston (72).                                                          ,12:00:00 AM,
1156,11,[2011-06-13 04:14] - General Manager Change : Red Wings fired general manager Jeff Small                                        ,12:00:00 AM,
1157,11,[2011-06-13 04:14] - General Manager Change : Red Wings hired general manager OTHL                                              ,12:00:00 AM,
1158,27,[2011-06-13 14:31] - Norfolk hired Claude Noel for 750.000 kr for 2 year(s).                                                    ,12:00:00 AM,
1159,9,[2011-06-13 14:32] - Blue Jackets hired Jacques Martin for 1.900.000 kr for 1 year(s).                                          ,12:00:00 AM,
1160,1,[2011-06-16 13:33] - From Ducks to Predators : Y:2011-RND:2-PHX- Y:2011-RND:6-CAR.                                              ,12:00:00 AM,
1161,17,[2011-06-16 13:33] - From Ducks to Predators : Y:2011-RND:2-PHX- Y:2011-RND:6-CAR.                                              ,12:00:00 AM,
1162,17,[2011-06-16 13:33] - From Predators to Ducks : Y:2013-RND:1-NSH.                                                                ,12:00:00 AM,
1163,1,[2011-06-16 13:33] - From Predators to Ducks : Y:2013-RND:1-NSH.                                                                ,12:00:00 AM,
1164,1,[2011-06-16 13:34] - From Ducks to Lightning : Y:2011-RND:2-CHI.                                                                ,12:00:00 AM,
1165,27,[2011-06-16 13:34] - From Ducks to Lightning : Y:2011-RND:2-CHI.                                                                ,12:00:00 AM,
1166,27,[2011-06-16 13:34] - From Lightning to Ducks : Y:2013-RND:1-TBL.                                                                ,12:00:00 AM,
1167,1,[2011-06-16 13:34] - From Lightning to Ducks : Y:2013-RND:1-TBL.                                                                ,12:00:00 AM,
1168,29,[2011-06-16 13:35] - From Canucks to Oilers : Y:2011-RND:5-NSH- Y:2011-RND:6-DAL- Y:2011-RND:6-CGY.                             ,12:00:00 AM,
1169,12,[2011-06-16 13:35] - From Canucks to Oilers : Y:2011-RND:5-NSH- Y:2011-RND:6-DAL- Y:2011-RND:6-CGY.                             ,12:00:00 AM,
1170,12,[2011-06-16 13:35] - From Oilers to Canucks : Austin Smith (P)- Tim Heed (P).                                                   ,12:00:00 AM,
1171,29,[2011-06-16 13:35] - From Oilers to Canucks : Austin Smith (P)- Tim Heed (P).                                                   ,12:00:00 AM,
1172,24,[2011-06-16 13:35] - From Penguins to Oilers : Y:2013-RND:7-PIT.                                                                ,12:00:00 AM,
1173,12,[2011-06-16 13:35] - From Penguins to Oilers : Y:2013-RND:7-PIT.                                                                ,12:00:00 AM,
1174,12,[2011-06-16 13:35] - From Oilers to Penguins : John Lammers (P).                                                                ,12:00:00 AM,
1175,24,[2011-06-16 13:35] - From Oilers to Penguins : John Lammers (P).                                                                ,12:00:00 AM,
1176,6,[2011-06-16 13:36] - From Hurricanes to Sharks : Patrick Marleau (81)- Y:2011-RND:4-OTT.                                        ,12:00:00 AM,
1177,26,[2011-06-16 13:36] - From Hurricanes to Sharks : Patrick Marleau (81)- Y:2011-RND:4-OTT.                                        ,12:00:00 AM,
1178,26,-SJS.                                                                                                                           ,12:00:00 AM,
1179,26,[2011-06-16 13:36] - From Sharks to Hurricanes : Johan Franzen (74)- Jonathan Merrill (P)- Y:2011-RND:5-WSH- Y:2012-RND:6       ,12:00:00 AM,
1180,6,-SJS.                                                                                                                           ,12:00:00 AM,
1181,6,[2011-06-16 13:36] - From Sharks to Hurricanes : Johan Franzen (74)- Jonathan Merrill (P)- Y:2011-RND:5-WSH- Y:2012-RND:6       ,12:00:00 AM,
1182,3,[2011-06-16 13:37] - From Bruins to Canucks : Y:2013-RND:3-BOS- Y:2013-RND:6-BOS.                                               ,12:00:00 AM,
1183,29,[2011-06-16 13:37] - From Bruins to Canucks : Y:2013-RND:3-BOS- Y:2013-RND:6-BOS.                                               ,12:00:00 AM,
1184,29,[2011-06-16 13:37] - From Canucks to Bruins : Chris Mason (74).                                                                 ,12:00:00 AM,
1185,3,[2011-06-16 13:37] - From Canucks to Bruins : Chris Mason (74).                                                                 ,12:00:00 AM,
1186,6,[2011-06-16 13:39] - Andreas Thuresson was added to Hurricanes.                                                                 ,12:00:00 AM,
1187,14,[2011-06-16 13:41] - Luke Adam was added to Kings.                                                                              ,12:00:00 AM,
1188,20,[2011-06-16 13:41] - Niclas Wallin was released by Rangers for 0-00 kr                                                          ,12:00:00 AM,
1189,5,[2011-06-16 13:42] - Jon Sim was released by Flames for 0-00 kr                                                                 ,12:00:00 AM,
1190,13,[2011-06-16 13:42] - Mark Recchi retired from Panthers                                                                          ,12:00:00 AM,
1191,9,[2011-06-17 21:10] - General Manager Change : Blue Jackets fired general manager Jordan Paulovic                                ,12:00:00 AM,
1192,9,[2011-06-17 21:10] - General Manager Change : Blue Jackets hired general manager Jordan Paulovic                                ,12:00:00 AM,
1193,9,[2011-06-17 21:10] - General Manager Change : Blue Jackets fired general manager Jordan Paulovic                                ,12:00:00 AM,
1194,9,[2011-06-17 21:10] - General Manager Change : Blue Jackets hired general manager OTHL                                           ,12:00:00 AM,
1195,11,[2011-06-17 21:10] - General Manager Change : Red Wings fired general manager OTHL                                              ,12:00:00 AM,
1196,11,[2011-06-17 21:10] - General Manager Change : Red Wings hired general manager Jordan Paulovic                                   ,12:00:00 AM,
1197,10,[2011-06-19 03:08] - Stars hired John Stevens for 1.200.000 kr for 2 year(s).                                                   ,12:00:00 AM,
1198,4,[2011-06-19 03:09] - Portland hired Ted Nolan for 750.000 kr for 2 year(s).                                                     ,12:00:00 AM,
1199,30,[2011-06-19 16:22] - From Capitals to Penguins : Dustin Penner (73)- Johan Fransson (P).                                        ,12:00:00 AM,
1200,24,[2011-06-19 16:22] - From Capitals to Penguins : Dustin Penner (73)- Johan Fransson (P).                                        ,12:00:00 AM,
1201,24,[2011-06-19 16:22] - From Penguins to Capitals : Sean Collins (61)- Shane Doan (77).                                            ,12:00:00 AM,
1202,30,[2011-06-19 16:22] - From Penguins to Capitals : Sean Collins (61)- Shane Doan (77).                                            ,12:00:00 AM,
1203,6,[2011-06-19 16:23] - From Hurricanes to Penguins : Kurtis Foster (70).                                                          ,12:00:00 AM,
1204,24,[2011-06-19 16:23] - From Hurricanes to Penguins : Kurtis Foster (70).                                                          ,12:00:00 AM,
1205,24,[2011-06-19 16:23] - From Penguins to Hurricanes : Dan Paille (66)- Carl Hagelin (P).                                           ,12:00:00 AM,
1206,6,[2011-06-19 16:23] - From Penguins to Hurricanes : Dan Paille (66)- Carl Hagelin (P).                                           ,12:00:00 AM,
1207,10,[2011-06-19 16:23] - From Stars to Sabres : Y:2012-RND:5-DAL.                                                                   ,12:00:00 AM,
1208,4,[2011-06-19 16:23] - From Stars to Sabres : Y:2012-RND:5-DAL.                                                                   ,12:00:00 AM,
1209,3,[2011-06-19 16:44] - Carl Gunnarsson was added to Bruins.                                                                       ,12:00:00 AM,
1210,3,[2011-06-19 16:44] - Matthew Martin was added to Bruins.                                                                        ,12:00:00 AM,
1211,9,[2011-06-22 01:59] - General Manager Change : Blue Jackets fired general manager OTHL                                           ,12:00:00 AM,
1212,9,[2011-06-22 01:59] - General Manager Change : Blue Jackets hired general manager Tyler Bell                                     ,12:00:00 AM,
1213,30,[2011-06-22 21:06] - From Capitals to Penguins : Y:2011-RND:4-CHI- Y:2011-RND:6-SJS.                                            ,12:00:00 AM,
1214,24,[2011-06-22 21:06] - From Capitals to Penguins : Y:2011-RND:4-CHI- Y:2011-RND:6-SJS.                                            ,12:00:00 AM,
1215,24,[2011-06-22 21:06] - From Penguins to Capitals : Andy Sutton (73).                                                              ,12:00:00 AM,
1216,30,[2011-06-22 21:06] - From Penguins to Capitals : Andy Sutton (73).                                                              ,12:00:00 AM,
