InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
53,53,Jaroslav Halak,http://www.tsn.ca/nhl/player-bio/jaroslav-halak,20,SVK,1985-05-13,37,185,71,2,False,False,False,False,True,True,True,False,False,True,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,21,100,0,8470860,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,71,63,65,64,73,70,85,73,81,72,84,73,75,68,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,402,Jason Kasdorf,http://www.tsn.ca/nhl/player-bio/jason-kasdorf,0,MB,1992-07-01,29,178,75,0,False,False,False,False,False,True,True,False,False,False,0,667000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,62,45,67,62,62,62,62,62,62,62,44,44,1,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,425,Eamon McAdam,http://www.tsn.ca/nhl/player-bio/eamon-mcadam,0,USA,1994-09-23,27,199,75,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,51,58,73,80,49,53,52,57,52,52,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,404,Josh Robinson,http://www.eliteprospects.com/player.php?player=15530,0,USA,1989-07-01,32,185,72,0,False,False,False,False,False,True,True,False,False,False,0,550000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,50,46,67,50,50,50,50,50,50,50,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,58,Sergei Bobrovsky,http://www.tsn.ca/nhl/player-bio/sergei-bobrovsky,9,RUS,1988-09-19,33,182,74,4,False,False,False,False,True,True,True,False,False,False,0,5500000,5500000,5500000,5500000,5500000,0,0,0,0,0,0,,2,100,0,8475683,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,77,81,80,71,80,75,73,78,85,74,80,74,76,71,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,405,Casey DeSmith,https://www.tsn.ca/nhl/player-bio/casey-desmith,5,USA,1991-08-12,30,181,72,3,False,False,False,False,True,True,True,False,False,False,0,1250000,1250000,1250000,1250000,0,0,0,0,0,0,0,,0,100,0,8479193,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,75,65,63,66,82,68,71,76,82,75,95,52,52,74,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,507,Calvin Petersen,https://www.tsn.ca/nhl/player-bio/cal-petersen,30,USA,1994-10-19,27,185,73,2,False,False,False,False,False,True,True,False,False,False,0,858333,858333,858333,0,0,0,0,0,0,0,0,,0,100,0,8477361,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,73,78,73,70,75,71,70,73,81,73,75,47,47,74,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,534,Olle Eriksson Ek,https://www.tsn.ca/nhl/player-bio/olle-eriksson-ek,0,SWE,1999-06-22,22,189,75,2,True,False,False,False,False,True,True,False,False,False,0,773889,773889,773889,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,51,54,68,77,51,52,50,56,51,51,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,407,Jake Paterson,https://www.tsn.ca/nhl/player-bio/jake-paterson,11,ONT,1994-05-02,28,176,73,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,36,1,1,1,1,1,1,1,1,1,1,44,51,64,66,40,43,50,52,44,45,30,44,44,46,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,408,Joel Rumpel,https://www.tsn.ca/nhl/player-bio/joel-rumpel,0,SKW,1991-03-13,31,190,75,0,False,False,False,False,False,True,True,False,False,False,0,850000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,45,41,51,78,44,43,50,52,46,47,30,44,44,46,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,410,Adin Hill,https://www.tsn.ca/nhl/player-bio/adin-hill,31,AB,1996-05-11,26,202,78,1,False,False,False,False,False,True,True,False,False,False,0,975000,975000,0,0,0,0,0,0,0,0,0,,0,100,0,8478499,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,71,62,60,86,75,67,82,71,81,71,75,48,48,72,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,535,Beck Warm,https://www.tsn.ca/nhl/player-bio/beck-warm,0,BC,1999-04-21,23,181,72,2,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,62,78,66,62,68,53,63,64,62,30,44,44,61,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,412,Frank Palazzese,http://www.eliteprospects.com/player.php?player=49394,0,ONT,1993-07-01,28,174,73,0,False,False,False,False,False,True,True,False,False,False,0,550000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,50,45,64,50,50,50,50,50,50,50,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,536,Andrew D'Agostini,https://www.eliteprospects.com/player/45576/andrew-d-agostini,0,ONT,1993-03-26,29,174,70,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,50,63,57,47,48,50,54,48,48,30,44,44,49,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,69,Brian Elliott,http://www.tsn.ca/nhl/player-bio/brian-elliott,27,ONT,1985-04-09,37,209,74,1,False,False,False,False,False,True,True,False,False,False,0,3250000,3250000,0,0,0,0,0,0,0,0,0,,15,100,0,8470880,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,54,67,68,80,54,53,62,56,59,54,77,72,74,58,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,537,Sam Montembeault,https://www.tsn.ca/nhl/player-bio/sam-montembeault,0,QUE,1996-10-29,25,199,75,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,53,66,80,49,53,52,56,53,53,30,45,45,52,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,415,Matthew Ginn,http://www.eliteprospects.com/player.php?player=76232,0,ONT,1991-07-01,30,176,71,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,50,50,45,63,50,50,50,50,50,50,50,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,416,Ryan Massa,,0,USA,1990-07-01,31,172,72,0,False,False,False,False,False,True,True,False,False,False,0,550000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,50,45,63,50,50,50,50,50,50,50,44,44,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,426,Mantas Armalis,http://www.tsn.ca/nhl/player-bio/mantas-armalis,0,LIT,1992-09-05,29,194,76,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,49,59,74,81,46,52,50,55,51,51,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,538,Adam Scheel,https://www.eliteprospects.com/player/272573/adam-scheel,0,USA,1999-05-01,23,192,75,2,True,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,53,66,78,61,59,50,59,57,56,30,44,44,56,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,428,Ville Husso,http://www.tsn.ca/nhl/player-bio/ville-husso,30,FIN,1995-02-05,27,205,75,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,8478024,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,56,63,60,81,61,51,59,57,61,56,75,45,45,58,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,429,Kevin Boyle,http://www.tsn.ca/nhl/player-bio/kevin-boyle,27,USA,1992-05-29,30,201,72,2,False,False,False,False,False,True,True,False,False,False,0,975000,975000,975000,0,0,0,0,0,0,0,0,,0,100,0,8479294,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,48,52,65,73,45,47,51,54,47,48,30,44,44,49,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,508,Cayden Primeau,https://www.tsn.ca/nhl/player-bio/cayden-primeau,10,USA,1999-08-11,22,209,74,2,True,False,False,False,False,True,True,False,False,False,0,880833,966666,966666,0,0,0,0,0,0,0,0,,0,100,0,8480051,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,62,62,78,80,59,66,70,72,69,69,30,44,44,66,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,431,Jonas Gunnarsson,http://www.tsn.ca/nhl/player-bio/jonas-gunnarsson,0,SWE,1992-03-30,30,196,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,49,59,74,74,46,52,50,55,51,51,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,509,Adam Werner,https://www.tsn.ca/nhl/player-bio/adam-werner,31,SWE,1997-05-02,25,202,77,2,False,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8479530,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,57,54,68,86,58,61,57,63,62,61,30,44,44,59,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,441,Alexandar Georgiev,https://www.tsn.ca/nhl/player-bio/alexandar-georgiev,4,BUL,1996-02-10,26,178,73,1,False,False,False,False,False,True,True,False,False,False,0,1500000,1500000,0,0,0,0,0,0,0,0,0,,0,100,0,8480382,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,66,61,60,67,70,62,74,66,75,66,70,56,56,67,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,434,Dan Vladar,https://www.tsn.ca/nhl/player-bio/dan-vladar,13,CZE,1997-08-20,24,185,77,2,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,16,100,0,8478435,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,64,54,68,80,66,67,68,72,71,70,30,44,45,66,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,471,Branden Komm,https://www.eliteprospects.com/player/94799/branden-komm,0,USA,1991-03-19,31,181,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,51,50,63,68,51,51,50,55,51,51,30,44,44,51,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,435,Michael Garteig,https://www.tsn.ca/nhl/player-bio/michael-garteig,0,BC,1991-11-04,30,190,73,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,48,60,73,63,59,57,63,61,60,30,44,44,59,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,472,Callum Booth,https://www.tsn.ca/nhl/player-bio/callum-booth,2,QUE,1997-05-20,25,184,76,2,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,8478473,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,65,43,54,77,70,63,72,74,71,71,30,44,44,66,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,436,Jonas Johansson,https://www.tsn.ca/nhl/player-bio/jonas-johansson,4,SWE,1995-09-18,26,220,77,2,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,8477992,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,53,53,52,90,56,50,73,55,63,54,75,45,45,57,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,91,Braden Holtby,http://www.tsn.ca/nhl/player-bio/braden-holtby,32,SKW,1989-09-16,32,214,74,2,False,False,False,False,True,True,True,False,False,False,0,2000000,2000000,2000000,0,0,0,0,0,0,0,0,,0,100,0,8474651,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,51,68,68,81,51,51,54,54,61,51,78,71,75,56,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,92,Marc-Andre Fleury,http://www.tsn.ca/nhl/player-bio/marc-andre-fleury,16,QUE,1984-11-28,37,185,74,1,False,False,False,False,False,True,True,False,False,False,0,8300000,8300000,0,0,0,0,0,0,0,0,0,,0,100,0,8470594,0,0,0,False,0,3,3,3,3,3,3,3,3,3,3,86,81,81,73,90,82,96,86,93,86,84,82,88,87,50,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,539,Tomas Sholl,https://www.eliteprospects.com/player/150604/tomas-sholl,0,USA,1994-08-08,27,181,72,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,56,59,74,66,57,58,51,59,55,54,30,44,44,56,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,510,Gilles Senn,https://www.tsn.ca/nhl/player-bio/gilles-senn,21,SWI,1996-03-01,26,191,77,2,True,False,False,False,False,True,True,False,False,False,0,817500,817500,817500,0,0,0,0,0,0,0,0,,0,100,0,8480213,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,57,71,83,48,50,50,55,49,49,30,44,44,51,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,540,Zachary Fucale,https://www.tsn.ca/nhl/player-bio/zach-fucale,6,QUE,1995-05-27,27,187,74,1,False,False,False,False,False,True,True,False,True,False,0,700000,750000,0,0,0,0,0,0,0,0,0,Right Foot Injury,101,79,0,,0,0,0,False,0,2,2,2,2,2,2,2,2,2,2,67,52,65,74,70,70,72,76,75,74,30,44,44,69,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,444,Niklas Svedberg,http://www.eliteprospects.com/player.php?player=5511,0,SWE,1989-09-04,32,176,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,75,94,68,56,63,52,62,56,55,30,45,45,59,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,445,Samuel Montembeault,https://www.tsn.ca/nhl/player-bio/sam-montembeault,32,QUE,1996-10-30,25,192,75,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,64,75,71,78,80,49,58,66,61,63,95,45,45,64,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,448,Hunter Miska,https://www.tsn.ca/nhl/player-bio/hunter-miska,29,USA,1995-07-06,26,175,73,2,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,0,0,0,0,0,0,0,0,,0,100,0,8480112,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,57,55,69,65,59,58,51,60,56,55,30,44,44,56,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,541,Alex D'Orio,https://www.tsn.ca/nhl/player-bio/alex-dorio,0,QUE,1999-04-27,23,209,74,3,True,False,False,False,False,True,True,False,False,False,0,733333,733333,733333,733333,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,54,68,80,62,60,68,71,64,65,30,44,44,63,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
103,449,Connor Ingram,https://www.tsn.ca/nhl/player-bio/connor-ingram,6,SKW,1997-03-30,25,196,74,2,False,False,False,False,False,True,True,False,False,False,0,925000,925000,925000,0,0,0,0,0,0,0,0,,0,100,0,8478971,0,0,0,False,0,1,1,1,1,1,1,1,1,1,1,50,52,65,77,49,50,50,55,49,49,30,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
104,542,Felix Sandstrom,https://www.tsn.ca/nhl/player-bio/felix-sandstrom,20,SWE,1997-01-12,25,191,74,3,True,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,17,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,52,53,66,75,53,53,50,57,52,52,30,44,44,53,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
105,451,Michael McNiven,https://www.tsn.ca/nhl/player-bio/michael-mcniven,0,MAN,1997-07-08,24,203,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478933,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,52,65,76,48,52,56,58,54,54,30,44,44,53,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,453,Chris Nell,https://www.tsn.ca/nhl/player-bio/chris-nell,0,USA,1994-09-02,27,201,74,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,48,52,65,78,46,48,50,54,48,48,30,44,44,49,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,454,Marcus Hogberg,https://www.tsn.ca/nhl/player-bio/marcus-hogberg,11,SWE,1994-11-24,27,209,77,1,False,False,False,False,False,True,True,False,False,False,0,750000,750000,0,0,0,0,0,0,0,0,0,,12,100,0,8477405,0,0,0,False,35,1,0,0,0,0,0,0,0,0,0,58,66,63,87,62,53,50,59,62,58,75,47,47,49,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,455,Evan Cowley,https://www.tsn.ca/nhl/player-bio/evan-cowley,0,USA,1995-07-31,26,201,76,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,47,59,83,51,53,50,55,54,53,30,44,44,52,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,456,Ivan Kulbakov,https://www.eliteprospects.com/player/239200/ivan-kulbakov,0,BLR,1996-09-18,25,183,72,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,50,57,71,67,48,50,50,55,49,49,30,44,44,51,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,458,Tyler Parsons,https://www.tsn.ca/nhl/player-bio/tyler-parsons,0,USA,1997-09-17,24,185,73,0,True,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,44,48,60,70,40,42,50,51,44,45,30,44,44,46,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,459,Adam Carlson,https://www.tsn.ca/nhl/player-bio/adam-carlson,0,USA,1994-02-13,28,175,75,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8479281,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,52,49,61,70,53,52,52,57,53,53,30,44,44,53,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
