Number,Team,Transaction
2866,1,[8/24/2013 12:19:06 AM] - TRADE : From Ducks to Blackhawks : Chris Stewart (70).
2867,7,[8/24/2013 12:19:06 AM] - TRADE : From Ducks to Blackhawks : Chris Stewart (70).
2868,7,[8/24/2013 12:19:06 AM] - TRADE : From Blackhawks to Ducks : Curtis Glencross (71)- Tomas Hertl (P).
2869,1,[8/24/2013 12:19:06 AM] - TRADE : From Blackhawks to Ducks : Curtis Glencross (71)- Tomas Hertl (P).
2870,3,[8/24/2013 12:19:50 AM] - Brenden Morrow was added to Bruins.
2871,8,[8/24/2013 12:19:51 AM] - TRADE : From Avalanche to Bruins : Brenden Morrow (68)- James de Haas (P).
2872,3,[8/24/2013 12:19:51 AM] - TRADE : From Avalanche to Bruins : Brenden Morrow (68)- James de Haas (P).
2873,3,[8/24/2013 12:19:51 AM] - TRADE : From Bruins to Avalanche : Jesse Blacker (P)- Daniel Pribyl (P)- Y:2014-RND:6-BOS.
2874,8,[8/24/2013 12:19:51 AM] - TRADE : From Bruins to Avalanche : Jesse Blacker (P)- Daniel Pribyl (P)- Y:2014-RND:6-BOS.
2875,19,[8/24/2013 12:20:25 AM] - John-Michael Liles was added to Islanders.
2876,18,[8/24/2013 12:20:25 AM] - Brian Boyle was added to Devils.
2877,18,[8/24/2013 12:20:26 AM] - TRADE : From Devils to Islanders : John-Michael Liles (63)- Max Gaede (P).
2878,19,[8/24/2013 12:20:26 AM] - TRADE : From Devils to Islanders : John-Michael Liles (63)- Max Gaede (P).
2879,19,[8/24/2013 12:20:26 AM] - TRADE : From Islanders to Devils : Brian Boyle (63).
2880,18,[8/24/2013 12:20:26 AM] - TRADE : From Islanders to Devils : Brian Boyle (63).
2881,20,[8/24/2013 12:21:13 AM] - Cam Ward was added to Rangers.
2882,20,[8/24/2013 12:21:13 AM] - Lennart Petrell was added to Rangers.
2883,20,[8/24/2013 12:21:14 AM] - TRADE : From Rangers to Jets : Andre Petersson (P)- Anton Belov (P)- Y:2015-RND:2-NYR.
2884,2,[8/24/2013 12:21:14 AM] - TRADE : From Rangers to Jets : Andre Petersson (P)- Anton Belov (P)- Y:2015-RND:2-NYR.
2885,2,[8/24/2013 12:21:14 AM] - TRADE : From Jets to Rangers : Cam Ward (79)- Lennart Petrell (61).
2886,20,[8/24/2013 12:21:14 AM] - TRADE : From Jets to Rangers : Cam Ward (79)- Lennart Petrell (61).
2887,2,[8/24/2013 12:22:15 AM] - Mikkel Boedker was added to Jets.
2888,1,[8/24/2013 12:22:15 AM] - Ryan OReilly was added to Ducks.
2889,1,[8/24/2013 12:22:16 AM] - TRADE : From Ducks to Jets : Mikkel Boedker (67)- Cody Ceci (P).
2890,2,[8/24/2013 12:22:16 AM] - TRADE : From Ducks to Jets : Mikkel Boedker (67)- Cody Ceci (P).
2891,2,[8/24/2013 12:22:16 AM] - TRADE : From Jets to Ducks : Ryan OReilly (68)- Y:2014-RND:4-PHL.
2892,1,[8/24/2013 12:22:16 AM] - TRADE : From Jets to Ducks : Ryan OReilly (68)- Y:2014-RND:4-PHL.
2893,2,[8/24/2013 12:22:56 AM] - Jason Zucker was added to Jets.
2894,7,[8/24/2013 12:22:56 AM] - Tomas Kopecky was added to Blackhawks.
2895,7,[8/24/2013 12:22:57 AM] - TRADE : From Blackhawks to Jets : Jason Zucker (61)- Y:2015-RND:3-CHI.
2896,2,[8/24/2013 12:22:57 AM] - TRADE : From Blackhawks to Jets : Jason Zucker (61)- Y:2015-RND:3-CHI.
2897,2,[8/24/2013 12:22:57 AM] - TRADE : From Jets to Blackhawks : Tomas Kopecky (69).
2898,7,[8/24/2013 12:22:57 AM] - TRADE : From Jets to Blackhawks : Tomas Kopecky (69).
2899,28,[8/24/2013 12:23:54 AM] - TRADE : From Maple Leafs to Red Wings : Y:2014-RND:6-DET.
2900,11,[8/24/2013 12:23:54 AM] - TRADE : From Maple Leafs to Red Wings : Y:2014-RND:6-DET.
2901,11,[8/24/2013 12:23:54 AM] - TRADE : From Red Wings to Maple Leafs : Bradley Ross (P)- Y:2014-RND:4-DET.
2902,28,[8/24/2013 12:23:54 AM] - TRADE : From Red Wings to Maple Leafs : Bradley Ross (P)- Y:2014-RND:4-DET.
2903,23,[8/24/2013 12:24:47 AM] - Travis Moen was added to Coyotes.
2904,7,[8/24/2013 12:24:48 AM] - TRADE : From Blackhawks to Coyotes : Travis Moen (62).
2905,23,[8/24/2013 12:24:48 AM] - TRADE : From Blackhawks to Coyotes : Travis Moen (62).
2906,23,[8/24/2013 12:24:48 AM] - TRADE : From Coyotes to Blackhawks : Y:2016-RND:4-PHX.
2907,7,[8/24/2013 12:24:48 AM] - TRADE : From Coyotes to Blackhawks : Y:2016-RND:4-PHX.
2908,17,[8/24/2013 12:29:37 AM] - Anthony Peluso was added to Predators.
2909,17,[8/24/2013 12:29:45 AM] - Jared Staal was added to Predators.
2910,26,[8/24/2013 12:31:37 AM] - Michal Jordan was added to Sharks.
2911,21,[8/24/2013 12:33:01 AM] - Josh Manson has been deleted from Senators.
2912,2,[8/24/2013 12:38:24 AM] - Henrik Sedin was added to Jets.
2913,2,[8/24/2013 12:38:24 AM] - Henrik Sedin signed with Jets for $8-000-000 for 4 year(s) with $2-750-000 in bonus.
2914,2,[8/24/2013 12:38:49 AM] - Daniel Sedin was added to Jets.
2915,2,[8/24/2013 12:38:49 AM] - Daniel Sedin signed with Jets for $8-000-000 for 4 year(s) with $2-750-000 in bonus.
2916,30,[8/24/2013 12:39:18 AM] - Marcel Goc was added to Capitals.
2917,30,[8/24/2013 12:39:18 AM] - Marcel Goc signed with Capitals for $2-400-000 for 4 year(s) with $800-000 in bonus.
2918,10,[8/24/2013 12:40:05 AM] - Shawn Horcoff was added to Stars.
2919,10,[8/24/2013 12:40:05 AM] - Shawn Horcoff signed with Stars for $3-000-000 for 3 year(s) with $1-750-000 in bonus.
2920,9,[8/24/2013 12:40:41 AM] - Warren Peters was added to Blue Jackets.
2921,9,[8/24/2013 12:40:41 AM] - Warren Peters signed with Blue Jackets for $700-000 for 2 year(s) with $50-000 in bonus.
2922,15,[8/24/2013 12:41:55 AM] - Stephen Gionta was added to Wild.
2923,15,[8/24/2013 12:41:55 AM] - Stephen Gionta signed with Wild for $1-000-000 for 3 year(s) with $450-000 in bonus.
2924,30,[8/24/2013 12:42:36 AM] - Ville Leino was added to Capitals.
2925,30,[8/24/2013 12:42:36 AM] - Ville Leino signed with Capitals for $3-500-000 for 2 year(s) with $400-000 in bonus.
2926,11,[8/24/2013 12:43:29 AM] - Pierre-Alexandre Parenteau was added to Red Wings.
2927,11,[8/24/2013 12:43:29 AM] - Pierre-Alexandre Parenteau signed with Red Wings for $5-250-000 for 4 year(s) with $5-250-000 in bonus.
2928,13,[8/24/2013 12:44:26 AM] - Jason Garrison was added to Panthers.
2929,13,[8/24/2013 12:44:26 AM] - Jason Garrison signed with Panthers for $5-500-000 for 4 year(s) with $5-500-000 in bonus.
2930,20,[8/24/2013 12:45:05 AM] - Cam Ward was added to Rangers.
2931,20,[8/24/2013 12:45:05 AM] - Cam Ward signed with Rangers for $7-500-000 for 6 year(s) with $11-250-000 in bonus.
2932,16,[8/24/2013 12:45:33 AM] - Corey Crawford was added to Canadiens.
2933,16,[8/24/2013 12:45:33 AM] - Corey Crawford signed with Canadiens for $5-450-000 for 5 year(s) with $4-750-000 in bonus.
2934,23,[8/24/2013 12:45:58 AM] - Nathan Lawson was added to Coyotes.
2935,23,[8/24/2013 12:45:58 AM] - Nathan Lawson signed with Coyotes for $650-000 for 1 year(s) with $100-000 in bonus.
2936,3,[8/24/2013 12:46:22 AM] - Viktor Fasth was added to Bruins.
2937,3,[8/24/2013 12:46:22 AM] - Viktor Fasth signed with Bruins for $3-000-000 for 2 year(s) with $1-500-000 in bonus.
2938,29,[8/24/2013 12:46:37 AM] - Yann Danis was added to Canucks.
2939,29,[8/24/2013 12:46:37 AM] - Yann Danis signed with Canucks for $900-000 for 2 year(s) with $0 in bonus.
2940,1,[8/24/2013 1:07:28 AM] - Brad Marchand was added to Ducks.
2941,1,[8/24/2013 1:07:28 AM] - Brad Marchand signed with Ducks for $4-500-000 for 3 year(s) with $0 in bonus.
2942,9,[8/24/2013 1:07:41 AM] - Cam Barker was added to Blue Jackets.
2943,9,[8/24/2013 1:07:41 AM] - Cam Barker signed with Blue Jackets for $900-000 for 2 year(s) with $0 in bonus.
2944,9,[8/24/2013 1:07:51 AM] - Anthony Stewart was added to Blue Jackets.
2945,9,[8/24/2013 1:07:51 AM] - Anthony Stewart signed with Blue Jackets for $900-000 for 2 year(s) with $0 in bonus.
2946,9,[8/24/2013 1:08:06 AM] - Mike Brown was added to Blue Jackets.
2947,9,[8/24/2013 1:08:06 AM] - Mike Brown signed with Blue Jackets for $850-000 for 2 year(s) with $0 in bonus.
2948,5,[8/24/2013 1:08:23 AM] - Jake Muzzin was added to Flames.
2949,5,[8/24/2013 1:08:23 AM] - Jake Muzzin signed with Flames for $1-000-000 for 2 year(s) with $0 in bonus.
2950,5,[8/24/2013 1:08:34 AM] - Jordie Benn was added to Flames.
2951,5,[8/24/2013 1:08:34 AM] - Jordie Benn signed with Flames for $690-000 for 1 year(s) with $0 in bonus.
2952,5,[8/24/2013 1:08:45 AM] - Anton Khudobin was added to Flames.
2953,5,[8/24/2013 1:08:45 AM] - Anton Khudobin signed with Flames for $850-000 for 3 year(s) with $0 in bonus.
2954,5,[8/24/2013 1:09:07 AM] - Mason Raymond was added to Flames.
2955,5,[8/24/2013 1:09:07 AM] - Mason Raymond signed with Flames for $2-762-500 for 3 year(s) with $0 in bonus.
2956,7,[8/24/2013 1:09:25 AM] - Chris Stewart was added to Blackhawks.
2957,7,[8/24/2013 1:09:25 AM] - Chris Stewart signed with Blackhawks for $5-000-000 for 5 year(s) with $0 in bonus.
2958,10,[8/24/2013 1:09:47 AM] - Kristopher Letang was added to Stars.
2959,10,[8/24/2013 1:09:47 AM] - Kristopher Letang signed with Stars for $7-000-000 for 5 year(s) with $0 in bonus.
2960,10,[8/24/2013 1:10:06 AM] - Raphael Diaz was added to Stars.
2961,10,[8/24/2013 1:10:06 AM] - Raphael Diaz signed with Stars for $1-850-000 for 4 year(s) with $0 in bonus.
2962,10,[8/24/2013 1:10:17 AM] - Christian Hanson was added to Stars.
2963,10,[8/24/2013 1:10:17 AM] - Christian Hanson signed with Stars for $625-000 for 2 year(s) with $0 in bonus.
2964,10,[8/24/2013 1:10:34 AM] - Jhonas Enroth was added to Stars.
2965,10,[8/24/2013 1:10:34 AM] - Jhonas Enroth signed with Stars for $1-500-000 for 4 year(s) with $0 in bonus.
2966,11,[8/24/2013 1:10:53 AM] - Michael Del Zotto was added to Red Wings.
2967,11,[8/24/2013 1:10:53 AM] - Michael Del Zotto signed with Red Wings for $3-300-000 for 3 year(s) with $0 in bonus.
2968,14,[8/24/2013 1:11:10 AM] - Peter Mueller was added to Kings.
2969,14,[8/24/2013 1:11:10 AM] - Peter Mueller signed with Kings for $2-750-000 for 5 year(s) with $0 in bonus.
2970,14,[8/24/2013 1:11:21 AM] - Steve Bernier was added to Kings.
2971,14,[8/24/2013 1:11:21 AM] - Steve Bernier signed with Kings for $1-500-000 for 4 year(s) with $0 in bonus.
2972,14,[8/24/2013 1:11:32 AM] - Yannick Weber was added to Kings.
2973,14,[8/24/2013 1:11:32 AM] - Yannick Weber signed with Kings for $800-000 for 3 year(s) with $0 in bonus.
2974,14,[8/24/2013 1:11:46 AM] - Mike Connolly was added to Kings.
2975,14,[8/24/2013 1:11:46 AM] - Mike Connolly signed with Kings for $600-000 for 3 year(s) with $0 in bonus.
2976,15,[8/24/2013 1:12:05 AM] - Dustin Byfuglien was added to Wild.
2977,15,[8/24/2013 1:12:05 AM] - Dustin Byfuglien signed with Wild for $5-980-000 for 5 year(s) with $0 in bonus.
2978,15,[8/24/2013 1:12:17 AM] - Nate Prosser was added to Wild.
2979,15,[8/24/2013 1:12:17 AM] - Nate Prosser signed with Wild for $825-000 for 1 year(s) with $0 in bonus.
2980,15,[8/24/2013 1:12:28 AM] - Harry Zolnierczyk was added to Wild.
2981,15,[8/24/2013 1:12:28 AM] - Harry Zolnierczyk signed with Wild for $600-000 for 1 year(s) with $0 in bonus.
2982,17,[8/24/2013 1:12:47 AM] - Colin Fraser was added to Predators.
2983,17,[8/24/2013 1:12:47 AM] - Colin Fraser signed with Predators for $941-667 for 3 year(s) with $0 in bonus.
2984,17,[8/24/2013 1:13:04 AM] - Theo Peckham was added to Predators.
2985,17,[8/24/2013 1:13:04 AM] - Theo Peckham signed with Predators for $800-000 for 2 year(s) with $0 in bonus.
2986,17,[8/24/2013 1:13:20 AM] - Martin Hanzal was added to Predators.
2987,17,[8/24/2013 1:13:20 AM] - Martin Hanzal signed with Predators for $3-100-000 for 2 year(s) with $0 in bonus.
2988,23,[8/24/2013 1:13:36 AM] - Kyle Turris was added to Coyotes.
2989,23,[8/24/2013 1:13:36 AM] - Kyle Turris signed with Coyotes for $4-000-000 for 4 year(s) with $0 in bonus.
2990,23,[8/24/2013 1:13:57 AM] - Mike Kostka was added to Coyotes.
2991,23,[8/24/2013 1:13:57 AM] - Mike Kostka signed with Coyotes for $1-500-000 for 2 year(s) with $0 in bonus.
2992,23,[8/24/2013 1:14:10 AM] - Troy Bodie was added to Coyotes.
2993,23,[8/24/2013 1:14:10 AM] - Troy Bodie signed with Coyotes for $700-000 for 3 year(s) with $0 in bonus.
2994,25,[8/24/2013 1:14:30 AM] - Mathieu Perreault was added to Blues.
2995,25,[8/24/2013 1:14:30 AM] - Mathieu Perreault signed with Blues for $1-150-000 for 2 year(s) with $0 in bonus.
2996,25,[8/24/2013 1:14:47 AM] - Artem Anisimov was added to Blues.
2997,25,[8/24/2013 1:14:47 AM] - Artem Anisimov signed with Blues for $3-300-000 for 3 year(s) with $0 in bonus.
2998,25,[8/24/2013 1:15:00 AM] - Marc-Edouard Vlasic was added to Blues.
2999,25,[8/24/2013 1:15:00 AM] - Marc-Edouard Vlasic signed with Blues for $4-000-000 for 4 year(s) with $0 in bonus.
3000,25,[8/24/2013 1:15:13 AM] - Erik Karlsson was added to Blues.
3001,25,[8/24/2013 1:15:13 AM] - Erik Karlsson signed with Blues for $6-400-000 for 2 year(s) with $0 in bonus.
3002,29,[8/24/2013 1:15:28 AM] - Thomas Greiss was added to Canucks.
3003,29,[8/24/2013 1:15:28 AM] - Thomas Greiss signed with Canucks for $800-000 for 2 year(s) with $0 in bonus.
3004,3,[8/24/2013 1:15:53 AM] - Victor Hedman was added to Bruins.
3005,3,[8/24/2013 1:15:53 AM] - Victor Hedman signed with Bruins for $4-625-000 for 4 year(s) with $0 in bonus.
3006,3,[8/24/2013 1:16:05 AM] - James Sheppard was added to Bruins.
3007,3,[8/24/2013 1:16:05 AM] - James Sheppard signed with Bruins for $975-000 for 2 year(s) with $0 in bonus.
3008,4,[8/24/2013 1:16:30 AM] - Cedrick Desjardins was added to Sabres.
3009,4,[8/24/2013 1:16:30 AM] - Cedrick Desjardins signed with Sabres for $650-000 for 3 year(s) with $0 in bonus.
3010,4,[8/24/2013 1:16:44 AM] - Luca Sbisa was added to Sabres.
3011,4,[8/24/2013 1:16:44 AM] - Luca Sbisa signed with Sabres for $2-000-000 for 4 year(s) with $0 in bonus.
3012,4,[8/24/2013 1:16:57 AM] - Tim Kennedy was added to Sabres.
3013,4,[8/24/2013 1:16:57 AM] - Tim Kennedy signed with Sabres for $700-000 for 3 year(s) with $0 in bonus.
3014,6,[8/24/2013 1:17:17 AM] - Danny Syvret was added to Hurricanes.
3015,6,[8/24/2013 1:17:17 AM] - Danny Syvret signed with Hurricanes for $587-500 for 3 year(s) with $0 in bonus.
3016,16,[8/24/2013 1:17:38 AM] - Steven Kampfer was added to Canadiens.
3017,16,[8/24/2013 1:17:38 AM] - Steven Kampfer signed with Canadiens for $1-150-000 for 2 year(s) with $0 in bonus.
3018,16,[8/24/2013 1:17:48 AM] - Andy Miele was added to Canadiens.
3019,16,[8/24/2013 1:17:48 AM] - Andy Miele signed with Canadiens for $950-000 for 1 year(s) with $0 in bonus.
3020,16,[8/24/2013 1:18:01 AM] - Kyle Chipchura was added to Canadiens.
3021,16,[8/24/2013 1:18:01 AM] - Kyle Chipchura signed with Canadiens for $1-150-000 for 2 year(s) with $0 in bonus.
3022,16,[8/24/2013 1:18:14 AM] - Brandon Pirri was added to Canadiens.
3023,16,[8/24/2013 1:18:14 AM] - Brandon Pirri signed with Canadiens for $950-000 for 1 year(s) with $0 in bonus.
3024,18,[8/24/2013 1:18:33 AM] - Travis Zajac was added to Devils.
3025,18,[8/24/2013 1:18:33 AM] - Travis Zajac signed with Devils for $5-000-000 for 5 year(s) with $0 in bonus.
3026,18,[8/24/2013 1:18:43 AM] - Jack Skille was added to Devils.
3027,18,[8/24/2013 1:18:43 AM] - Jack Skille signed with Devils for $750-000 for 2 year(s) with $0 in bonus.
3028,18,[8/24/2013 1:18:53 AM] - Keith Aulie was added to Devils.
3029,18,[8/24/2013 1:18:53 AM] - Keith Aulie signed with Devils for $975-000 for 2 year(s) with $0 in bonus.
3030,18,[8/24/2013 1:19:07 AM] - Carter Camper was added to Devils.
3031,18,[8/24/2013 1:19:07 AM] - Carter Camper signed with Devils for $675-000 for 3 year(s) with $0 in bonus.
3032,18,[8/24/2013 1:19:19 AM] - Ben Scrivens was added to Devils.
3033,18,[8/24/2013 1:19:19 AM] - Ben Scrivens signed with Devils for $800-000 for 1 year(s) with $0 in bonus.
3034,19,[8/24/2013 1:19:37 AM] - Benoit Pouliot was added to Islanders.
3035,19,[8/24/2013 1:19:37 AM] - Benoit Pouliot signed with Islanders for $1-500-000 for 2 year(s) with $0 in bonus.
3036,19,[8/24/2013 1:19:49 AM] - Patric Hornqvist was added to Islanders.
3037,19,[8/24/2013 1:19:49 AM] - Patric Hornqvist signed with Islanders for $4-750-000 for 4 year(s) with $0 in bonus.
3038,19,[8/24/2013 1:20:01 AM] - Tom Pyatt was added to Islanders.
3039,19,[8/24/2013 1:20:01 AM] - Tom Pyatt signed with Islanders for $600-000 for 2 year(s) with $0 in bonus.
3040,19,[8/24/2013 1:20:13 AM] - Clayton Stoner was added to Islanders.
3041,19,[8/24/2013 1:20:13 AM] - Clayton Stoner signed with Islanders for $1-000-000 for 2 year(s) with $0 in bonus.
3042,20,[8/24/2013 1:20:30 AM] - Dion Phaneuf was added to Rangers.
3043,20,[8/24/2013 1:20:30 AM] - Dion Phaneuf signed with Rangers for $6-000-000 for 4 year(s) with $0 in bonus.
3044,21,[8/24/2013 1:20:48 AM] - Taylor Chorney was added to Senators.
3045,21,[8/24/2013 1:20:48 AM] - Taylor Chorney signed with Senators for $675-000 for 2 year(s) with $0 in bonus.
3046,22,[8/24/2013 1:21:09 AM] - Damien Brunner was added to Flyers.
3047,22,[8/24/2013 1:21:09 AM] - Damien Brunner signed with Flyers for $1-400-000 for 2 year(s) with $0 in bonus.
3048,22,[8/24/2013 1:21:19 AM] - Devan Dubnyk was added to Flyers.
3049,22,[8/24/2013 1:21:19 AM] - Devan Dubnyk signed with Flyers for $3-600-000 for 2 year(s) with $0 in bonus.
3050,24,[8/24/2013 1:21:31 AM] - Casey Wellman was added to Penguins.
3051,24,[8/24/2013 1:21:31 AM] - Casey Wellman signed with Penguins for $600-000 for 3 year(s) with $0 in bonus.
3052,24,[8/24/2013 1:21:39 AM] - Nathan Gerbe was added to Penguins.
3053,24,[8/24/2013 1:21:39 AM] - Nathan Gerbe signed with Penguins for $1-500-000 for 1 year(s) with $0 in bonus.
3054,24,[8/24/2013 1:21:52 AM] - Mark Fraser was added to Penguins.
3055,24,[8/24/2013 1:21:52 AM] - Mark Fraser signed with Penguins for $2-000-000 for 5 year(s) with $0 in bonus.
3056,30,[8/24/2013 1:22:10 AM] - Peter Regin was added to Capitals.
3057,30,[8/24/2013 1:22:10 AM] - Peter Regin signed with Capitals for $750-000 for 1 year(s) with $0 in bonus.
3058,30,[8/24/2013 1:22:18 AM] - Erik Gustafsson was added to Capitals.
3059,30,[8/24/2013 1:22:18 AM] - Erik Gustafsson signed with Capitals for $1-000-000 for 2 year(s) with $0 in bonus.
3060,27,[8/24/2013 1:26:30 AM] - Lightning hired Mike Keenan for $1-500-000 for 3 year(s).
3061,20,[8/24/2013 1:27:15 AM] - Whale hired Jeff Daniels for $850-000 for 3 year(s).
3062,28,[8/24/2013 1:28:41 AM] - Marlies hired Steve Spott for $300-000 for 3 year(s).
3063,3,[8/24/2013 1:29:42 AM] - Bruins hired Rick Tocchet for $750-000 for 3 year(s).
3064,16,[8/24/2013 1:30:02 AM] - Bulldogs hired Jack Capuano for $850-000 for 2 year(s).
3065,29,[8/24/2013 1:30:26 AM] - Wolves hired Benoit Groulx for $700-000 for 3 year(s).
3066,4,[8/24/2013 1:32:17 AM] - Sabres paid $0 to release Aaron Gagnon.
3067,4,[8/24/2013 1:32:17 AM] - Aaron Gagnon was released.
3068,5,[8/24/2013 1:34:07 AM] - Flames paid $0 to release Jody Shelley.
3069,5,[8/24/2013 1:34:07 AM] - Jody Shelley was released.
3070,3,[8/24/2013 1:37:30 AM] - Bruins paid $0 to release Steve Montador.
3071,3,[8/24/2013 1:37:30 AM] - Steve Montador was released.
3072,2,[8/24/2013 1:37:49 AM] - Jets paid $0 to release Phil Oreskovic.
3073,2,[8/24/2013 1:37:49 AM] - Phil Oreskovic was released.
3074,8,[8/24/2013 1:38:02 AM] - Avalanche paid $0 to release Jussi Rynnas.
3075,8,[8/24/2013 1:38:02 AM] - Jussi Rynnas was released.
3076,30,[8/24/2013 1:38:18 AM] - Capitals paid $0 to release Colby Armstrong.
3077,30,[8/24/2013 1:38:18 AM] - Colby Armstrong was released.
3078,16,[8/24/2013 1:38:32 AM] - Canadiens paid $0 to release Kyle Wilson.
3079,16,[8/24/2013 1:38:32 AM] - Kyle Wilson was released.
3080,20,[8/24/2013 1:38:45 AM] - Rangers paid $0 to release Lennart Petrell.
3081,20,[8/24/2013 1:38:45 AM] - Lennart Petrell was released.
3082,24,[8/24/2013 1:38:55 AM] - Penguins paid $0 to release Petteri Nokelainen.
3083,24,[8/24/2013 1:38:55 AM] - Petteri Nokelainen was released.
3084,15,[8/24/2013 1:39:07 AM] - Wild paid $0 to release Eric Belanger.
3085,15,[8/24/2013 1:39:07 AM] - Eric Belanger was released.
3086,12,[8/24/2013 1:39:23 AM] - Oilers paid $0 to release Michael Leighton.
3087,12,[8/24/2013 1:39:23 AM] - Michael Leighton was released.
3088,9,[8/24/2013 1:39:53 AM] - Blue Jackets paid $0 to release Jeff Frazee.
3089,9,[8/24/2013 1:39:53 AM] - Jeff Frazee was released.
3090,4,[8/24/2013 1:46:40 AM] - Dustin Brown was added to Sabres.
3091,4,[8/24/2013 1:46:40 AM] - Dustin Brown signed with Sabres for $6-666-667 for 6 year(s) with $10-000-000 in bonus.
3092,2,[8/26/2013 11:42:17 AM] - General Manager Change : Jets fired general manager PJ Jennings
3093,2,[8/26/2013 11:42:17 AM] - General Manager Change : Jets hired general manager Noel Harrison
3094,1,[8/26/2013 4:21:14 PM] - TRADE : From Ducks to Canadiens : Nick Bjugstad (P).
3095,16,[8/26/2013 4:21:14 PM] - TRADE : From Ducks to Canadiens : Nick Bjugstad (P).
3096,16,[8/26/2013 4:21:14 PM] - TRADE : From Canadiens to Ducks : Sean Monahan (P).
3097,1,[8/26/2013 4:21:14 PM] - TRADE : From Canadiens to Ducks : Sean Monahan (P).
3098,12,[8/26/2013 4:22:11 PM] - Michael Rupp was added to Oilers.
3099,12,[8/26/2013 4:22:12 PM] - TRADE : From Oilers to Bruins : Y:2015-RND:7-EDM.
3100,3,[8/26/2013 4:22:12 PM] - TRADE : From Oilers to Bruins : Y:2015-RND:7-EDM.
3101,3,[8/26/2013 4:22:12 PM] - TRADE : From Bruins to Oilers : Michael Rupp (58).
3102,12,[8/26/2013 4:22:12 PM] - TRADE : From Bruins to Oilers : Michael Rupp (58).
3103,10,[8/26/2013 4:22:53 PM] - TRADE : From Stars to Blues : Y:2014-RND:4-DAL.
3104,25,[8/26/2013 4:22:53 PM] - TRADE : From Stars to Blues : Y:2014-RND:4-DAL.
3105,25,[8/26/2013 4:22:53 PM] - TRADE : From Blues to Stars : $9-000-000.
3106,10,[8/26/2013 4:22:53 PM] - TRADE : From Blues to Stars : $9-000-000.
3107,25,[8/26/2013 4:26:35 PM] - Simon Despres was added to Blues.
3108,25,[8/26/2013 4:27:26 PM] - Alex Bourret has been deleted from Blues.
3109,25,[8/26/2013 4:27:30 PM] - Konstantin Zakharov has been deleted from Blues.
3110,25,[8/26/2013 4:27:33 PM] - Joe Barnes has been deleted from Blues.
3111,25,[8/26/2013 4:27:37 PM] - Ryan Turek has been deleted from Blues.
3112,25,[8/26/2013 4:27:40 PM] - Chad Painchaud has been deleted from Blues.
3113,25,[8/26/2013 4:27:46 PM] - Travis Gawryletz has been deleted from Blues.
3114,25,[8/26/2013 4:28:19 PM] - Konstantin Volkov has been deleted from Blues.
3115,25,[8/26/2013 4:28:22 PM] - Julian Walker has been deleted from Blues.
3116,25,[8/26/2013 4:28:27 PM] - Evan Fuller has been deleted from Blues.
3117,25,[8/26/2013 4:28:35 PM] - Olivier Legault has been deleted from Blues.
3118,25,[8/26/2013 4:28:38 PM] - Jared Walker has been deleted from Blues.
3119,14,[8/26/2013 4:30:10 PM] - Ed Jovanovski was added to Kings.
3120,14,[8/26/2013 4:30:10 PM] - Ed Jovanovski signed with Kings for $4-000-000 for 3 year(s) with $0 in bonus.
3121,1,[8/26/2013 4:33:32 PM] - Ryan OReilly was added to Ducks.
3122,1,[8/26/2013 4:33:32 PM] - Ryan OReilly signed with Ducks for $4-000-000 for 1 year(s) with $0 in bonus.
3123,15,[8/26/2013 4:33:46 PM] - James Wright was added to Wild.
3124,15,[8/26/2013 4:33:46 PM] - James Wright signed with Wild for $750-000 for 2 year(s) with $0 in bonus.
3125,2,[8/26/2013 4:34:01 PM] - Roman Polak was added to Jets.
3126,2,[8/26/2013 4:34:01 PM] - Roman Polak signed with Jets for $2-750-000 for 3 year(s) with $0 in bonus.
3127,1,[8/26/2013 4:36:09 PM] - Ducks paid $0 to release Leland Irving.
3128,1,[8/26/2013 4:36:09 PM] - Leland Irving was released.
3129,9,[8/26/2013 4:36:41 PM] - Blue Jackets paid $0 to release Rod Pelley.
3130,9,[8/26/2013 4:36:41 PM] - Rod Pelley was released.
3131,1,[8/26/2013 4:39:16 PM] - Jesse Joensuu was added to Ducks.
3132,9,[8/26/2013 4:56:30 PM] - Rod Pelley was added to Blue Jackets.
3133,5,[8/30/2013 9:48:01 AM] - Jordan Nolan was added to Flames.
3134,22,[8/30/2013 9:48:02 AM] - TRADE : From Flyers to Flames : Jordan Nolan (58).
3135,5,[8/30/2013 9:48:02 AM] - TRADE : From Flyers to Flames : Jordan Nolan (58).
3136,5,[8/30/2013 9:48:02 AM] - TRADE : From Flames to Flyers : Y:2015-RND:4-CGY.
3137,22,[8/30/2013 9:48:02 AM] - TRADE : From Flames to Flyers : Y:2015-RND:4-CGY.
3138,19,[8/30/2013 9:54:32 AM] - Brad Richards was added to Islanders.
3139,19,[8/30/2013 9:54:32 AM] - Brad Richards signed with Islanders for $7-750-000 for 5 year(s) with $3-000-000 in bonus.
3140,2,[8/30/2013 9:54:55 AM] - Brooks Laich was added to Jets.
3141,2,[8/30/2013 9:54:55 AM] - Brooks Laich signed with Jets for $4-500-000 for 4 year(s) with $1-000-000 in bonus.
3142,6,[8/30/2013 9:55:18 AM] - Henrik Zetterberg was added to Hurricanes.
3143,6,[8/30/2013 9:55:18 AM] - Henrik Zetterberg signed with Hurricanes for $8-750-000 for 5 year(s) with $10-937-500 in bonus.
