Name,Position,Country,Rookie,Age,Weight,Height,Contract,Salary,Stats 1,Stats 2,Stats 3,Stats 4,Stats 5,Stats 6,Stats 7,Stats 8,Stats 9,Stats 10,Stats 11,Stats 12,Stats 13,Stats 14
Erik Johnson,4,USA,N,22,170,69,5,4500000,64,53,73,81,85,86,77,40,80,70,71,65,72,80
Darroll Powe,2,CAN,Y,25,212,71,1,600000,90,53,77,70,81,71,64,64,62,66,69,49,49,40
Matt Duchene,1,CAN,Y,19,200,71,3,900000,57,40,90,79,75,82,76,72,76,76,64,51,51,99
Jiri Tlusty,2,CZE,Y,22,209,72,1,825000,69,40,85,79,79,75,65,58,67,63,62,66,60,60
Danny Syvret,4,CAN,N,25,203,72,3,700000,61,40,80,68,76,72,62,40,64,62,64,48,47,20
Andy McDonald,1,CAN,N,33,183,71,2,8500000,53,40,88,93,63,89,79,90,80,77,63,73,74,55
Andrew Murray,1,CAN,N,29,216,74,3,750000,92,40,87,71,83,69,63,58,63,63,69,65,63,45
Josh Gratton,2,CAN,N,28,214,74,1,550000,71,88,61,66,82,68,60,40,62,61,53,66,61,40
Ole-Kristian Tollefsen,4,NOR,N,26,211,74,0,800000,77,81,61,60,80,72,60,40,62,59,60,68,75,10
Kris Versteeg,3,CAN,N,24,180,70,1,600000,51,43,81,87,60,83,73,62,74,72,72,63,60,15
Nathan McIver,4,CAN,N,25,195,74,1,600000,63,82,48,52,72,65,51,40,52,50,56,68,68,80
Marc Staal,4,CAN,N,23,209,76,1,850000,93,46,78,79,82,89,70,40,72,68,85,70,69,1
Niclas Bergfors,3,SWE,Y,23,195,71,3,0,51,40,89,74,72,82,72,50,72,72,59,53,56,99
Jody Shelley,2,CAN,N,34,225,75,2,600000,86,99,74,66,87,70,65,41,67,63,62,75,73,40
Doug Janik,4,USA,N,30,210,74,1,863155,63,62,76,60,80,75,60,40,63,59,72,78,68,40
Bryan Young,4,CAN,N,24,191,73,3,600000,61,41,69,56,70,65,52,40,53,52,53,64,63,50
Jeff Finger,4,USA,N,30,205,73,2,2000000,90,54,84,71,77,81,72,40,70,65,72,71,67,60
Jeffrey Hamilton,1,USA,N,33,185,70,0,475000,54,40,79,76,65,80,63,51,64,62,55,57,59,55
Christian Backman,4,SWE,N,31,210,76,0,1999999,59,40,78,70,80,73,62,40,64,62,66,86,67,70
Tomas Fleischmann,2,CZE,N,25,190,73,1,750000,56,40,82,86,70,86,77,68,77,77,68,72,63,59
Boris Valabik,4,SVK,N,24,230,79,1,750000,78,68,68,63,90,80,57,40,60,58,69,67,63,55
Martin Hanzal,1,CZE,N,23,218,77,1,850000,91,57,71,79,84,79,69,83,71,65,78,68,59,25
Aaron Johnson,4,CAN,N,27,211,73,1,500000,67,42,65,64,80,75,65,40,65,64,70,71,65,20
Wade Redden,4,CAN,N,32,212,74,3,7600000,72,45,86,79,81,85,69,40,69,63,75,92,96,10
Patric Hornqvist,2,SWE,Y,23,186,71,1,650000,66,40,80,75,66,77,76,40,70,80,63,52,52,35
Kurt Sauer,4,USA,N,29,220,76,1,999999,73,47,84,70,85,83,60,40,63,60,77,72,70,25
Mark Streit,4,CHE,N,33,197,72,4,4950000,71,40,77,85,73,93,83,40,83,72,72,96,73,15
Ryan OReilly,1,CAN,Y,19,200,72,3,850000,54,40,89,78,75,82,68,79,68,64,78,51,51,99
Brad Richardson,1,CAN,N,25,184,71,1,1100000,81,42,87,79,64,76,67,79,68,65,74,64,62,77
Taylor Pyatt,2,CAN,N,28,230,76,2,1100000,81,46,78,74,90,80,66,42,66,68,74,71,67,35
Jason Garrison,4,CAN,Y,25,204,73,1,500000,67,48,81,61,77,77,65,40,66,63,68,51,51,50
Kris Newbury,1,CAN,N,28,200,70,2,700000,92,74,60,64,75,64,60,45,62,59,58,72,66,30
Radek Dvorak,2,CZE,N,33,191,73,3,1350000,57,40,84,80,70,83,70,41,70,69,75,82,69,55
Andrej Sekera,4,SVK,N,24,191,72,1,1000000,67,40,90,74,70,84,68,40,68,66,74,68,65,20
Chris Neil,3,CAN,N,31,212,73,1,1000000,98,91,61,70,81,72,65,41,64,64,64,76,71,45
Niklas Hagman,2,FIN,N,30,205,72,3,3500000,51,44,85,81,77,83,74,40,69,76,69,84,69,50
John Tavares,1,CAN,Y,19,195,72,3,900000,55,40,88,78,72,82,76,78,75,76,61,51,51,99
Luca Sbisa,4,ITA,Y,20,190,74,1,850000,70,40,79,71,70,80,60,40,66,59,63,56,56,35
Kristopher Letang,4,CAN,N,23,201,72,3,2750000,81,44,77,74,75,83,75,40,77,67,71,69,69,5
Kurtis Foster,4,CAN,N,29,230,77,4,2850000,65,41,73,71,90,77,76,40,80,70,65,76,68,15
Matt Stajan,1,CAN,N,27,200,73,5,3400000,68,40,79,82,75,84,76,87,77,72,75,68,63,35
Brandon Dubinsky,2,USA,N,24,205,73,1,1800000,87,58,75,82,77,85,75,89,73,76,79,67,67,55
Denis Grebeshkov,4,RUS,N,27,209,72,0,500000,66,40,78,75,79,82,74,40,75,70,74,77,66,45
Tom Gilbert,4,USA,N,27,206,75,1,875000,58,40,89,77,78,88,76,40,77,66,76,67,65,65
Shawn Horcoff,1,CAN,N,31,208,73,3,5250000,54,46,73,95,79,90,74,79,74,68,78,73,84,30
Victor Hedman,4,SWE,Y,19,220,78,3,900000,62,44,66,79,85,82,70,40,71,64,73,51,51,99
Shean Donovan,3,CAN,N,35,218,75,2,1300000,53,70,77,72,84,66,63,42,63,63,64,82,75,55
Erik Karlsson,4,SWE,Y,19,169,71,3,800000,58,40,84,77,49,82,75,40,77,67,65,51,51,99
Craig Adams,3,BRN,N,33,197,72,2,1000000,93,70,81,68,73,72,63,67,64,60,77,73,74,55
Matt Ellis,1,CAN,N,29,207,72,2,650000,53,40,83,68,78,72,67,79,66,63,64,68,62,50
Fredrik Modin,2,SWE,N,35,218,76,2,3000000,56,40,78,71,84,78,66,71,66,65,72,86,93,5
Janne Pesonen,2,FIN,N,28,180,71,0,650000,55,40,79,67,60,69,60,40,62,62,53,54,54,38
Frantisek Kaberle,4,CZE,N,37,190,72,0,1100000,56,40,79,66,70,69,67,40,67,64,63,96,87,45
Lee Stempniak,3,USA,N,27,195,72,1,2500000,71,42,84,81,72,85,75,58,70,78,71,64,67,50
Mitch Fritz,2,CAN,N,30,239,79,1,600000,85,73,67,50,94,63,50,40,51,50,51,59,59,30
Jaroslav Spacek,4,CZE,N,36,204,71,2,6500000,61,40,74,78,77,88,76,40,76,66,77,89,75,35
Michael Rupp,1,USA,N,30,230,77,1,1300000,93,96,74,68,90,72,65,67,63,67,67,72,72,45
Jeff Tambellini,2,CAN,N,26,186,71,1,1500000,78,40,79,74,66,81,66,40,66,67,59,65,64,53
Jess Winchester,2,CAN,N,27,215,73,1,800000,79,54,79,65,68,70,65,84,67,63,67,52,50,10
Adam Pardy,4,CAN,Y,26,206,74,1,550000,69,43,57,67,78,76,65,40,66,63,72,51,51,60
Nate Raduns,3,USA,Y,26,212,75,2,750000,70,46,79,66,81,67,60,40,58,59,54,49,49,25
Michael Del Zotto,4,CAN,Y,20,200,73,3,875000,91,40,84,78,75,82,75,40,77,69,57,51,51,99
Ryan OByrne,4,CAN,N,25,228,78,1,700000,92,68,67,65,89,78,60,40,64,60,66,64,64,30
Steve Downie,3,CAN,N,23,200,71,2,2900000,84,74,51,76,75,85,72,61,71,73,64,67,71,1
Alexander Edler,4,SWE,N,24,220,75,1,800000,71,40,78,80,85,88,77,40,83,68,76,69,63,60
Dmitry Kulikov,4,RUS,Y,19,183,72,3,900000,73,40,81,75,63,82,68,40,69,65,63,51,51,99
Chris Conner,3,USA,N,27,175,68,3,600000,60,40,83,79,55,70,64,40,63,65,62,62,60,30
Vladimir Sobotka,1,CZE,N,23,194,72,1,600000,92,46,79,77,72,85,66,66,64,64,62,66,59,45
Tim Sestito,2,USA,Y,26,195,71,2,625250,83,49,83,65,72,73,60,46,62,60,62,54,54,30
Boyd Kane,2,CAN,N,32,225,74,1,550000,85,62,72,64,87,71,60,41,59,58,64,48,50,25
Noah Welch,4,USA,N,28,218,76,1,775000,69,41,72,65,84,69,50,40,50,50,55,66,70,40
Brett Festerling,4,CAN,N,24,200,73,1,720000,92,48,81,58,75,81,60,40,62,58,73,56,56,20
Tyler Myers,4,USA,Y,20,204,79,3,900000,72,40,84,74,77,87,79,40,83,71,79,53,53,99
Chris Porter,1,CAN,N,26,210,73,1,575000,56,43,84,68,80,75,61,40,62,60,63,54,54,60
Erik Reitz,4,USA,N,28,222,73,0,650000,89,81,47,59,86,72,60,40,61,61,55,56,56,1
Jason Jaffray,3,CAN,N,29,195,73,2,750000,56,50,77,69,72,73,63,60,63,62,60,57,56,70
Saku Koivu,1,FIN,N,35,182,70,2,3350000,66,40,78,85,62,85,79,85,79,73,69,99,99,35
Alexei Kovalev,3,RUS,N,37,215,73,1,6000000,55,40,70,84,82,90,78,44,78,72,64,94,95,50
Andy Sutton,4,CAN,N,35,245,78,4,3000000,96,57,59,66,97,85,65,40,65,65,83,79,73,35
Mark Stuart,4,USA,N,26,213,74,1,1300000,83,72,73,65,81,80,65,40,65,63,75,72,68,10
Jamal Mayers,1,CAN,N,36,214,73,1,1750000,71,90,77,70,82,77,64,88,66,61,73,81,80,15
Eric Staal,1,CAN,N,26,205,76,5,7000000,71,40,73,90,77,92,85,73,86,84,67,71,83,60
Mark Popovic,4,CAN,N,28,212,73,3,600000,61,45,68,62,68,71,64,40,61,59,61,56,50,50
Brian Sutherby,1,CAN,N,28,209,75,2,900000,87,80,78,68,79,70,63,64,63,63,67,71,71,45
Scottie Upshall,3,CAN,N,27,197,72,1,2250000,82,42,64,79,71,84,74,42,71,76,64,78,77,10
Arron Asham,3,CAN,N,32,205,71,2,1000000,87,84,73,66,77,75,67,41,67,65,73,72,64,50
Christopher Higgins,2,USA,N,27,203,72,1,1100000,83,40,77,87,76,82,65,54,65,65,77,68,79,25
Marc-Antoine Pouliot,3,CAN,N,25,195,73,1,725000,65,52,78,73,72,75,69,67,68,70,67,67,63,95
Andrei Markov,4,RUS,N,32,209,72,3,6700000,68,40,73,86,79,93,83,40,90,72,80,87,80,1
Corey Perry,3,CAN,N,25,209,75,2,4500000,72,54,63,87,79,89,85,41,87,78,63,72,76,15
Patrik Elias,1,CZE,N,34,195,73,3,6000000,56,40,79,90,72,85,82,70,82,79,72,91,90,50
Roman Hamrlik,4,CZE,N,36,209,74,3,4900000,67,40,72,77,79,88,73,40,76,67,79,92,78,55
Francis Bouillon,4,USA,N,35,198,68,3,1800000,90,50,75,69,74,79,64,40,64,63,74,82,72,62
James Wright,2,CAN,Y,20,175,75,3,750000,71,53,86,67,56,76,62,71,59,58,64,52,52,99
Kevin Klein,4,CAN,Y,26,203,73,1,1000000,74,45,86,69,76,79,64,40,66,60,72,72,67,65
Tim Brent,1,CAN,N,27,197,72,1,625000,79,42,77,75,73,68,65,51,65,61,64,70,63,15
Jean-Francois Jacques,1,CAN,N,25,217,76,1,863155,94,73,82,67,83,71,64,40,65,63,57,67,62,40
Dane Byers,2,CAN,N,24,190,75,1,550000,66,75,60,72,70,64,62,40,61,63,62,64,60,55
Vernon Fiddler,1,CAN,N,29,201,71,2,875000,75,50,82,71,75,80,68,80,71,64,81,76,66,20
Ed Jovanovski,4,CAN,N,34,214,74,3,5800000,83,45,75,81,82,90,79,40,80,72,76,89,95,70
Viktor Stalberg,2,SWE,Y,24,210,75,3,850000,61,42,68,79,76,68,62,40,62,66,59,50,45,50
Jeremy Colliton,2,CAN,N,25,195,74,0,650000,84,40,78,71,72,77,63,58,65,60,66,68,62,40
Martin St. Pierre,1,CAN,N,27,187,70,0,550000,57,42,83,81,67,75,65,65,65,62,60,68,61,50
Dustin Boyd,3,CAN,N,24,187,72,1,675000,71,46,87,75,67,78,66,76,67,65,72,66,62,5
Victor Oreskovich,3,CAN,Y,23,215,75,3,525000,89,52,85,72,82,82,60,40,61,61,63,53,53,99
Steve Staios,4,CAN,N,36,200,73,1,2000000,70,55,60,66,75,80,64,40,67,60,78,86,92,1
Shawn Belle,4,CAN,N,25,235,73,4,650000,78,45,73,60,92,77,58,40,57,55,60,49,49,45
Bryan McCabe,4,CAN,N,35,198,73,1,6500000,76,45,68,76,74,88,82,40,82,72,72,87,99,70
Sheldon Souray,4,CAN,N,33,233,76,4,3500000,76,62,67,80,91,90,76,40,76,70,74,83,84,25
Ray Whitney,2,CAN,N,38,180,70,2,2900000,53,40,86,88,60,81,80,40,81,73,57,88,94,47
Ryan Shannon,2,USA,N,28,178,69,1,890000,55,40,86,84,58,73,67,42,67,63,59,61,59,55
Mike Modano,1,USA,N,39,210,75,2,2000000,51,40,83,82,80,85,72,82,72,71,69,99,99,15
Joe Pavelski,1,USA,N,26,195,71,2,3750000,67,40,83,80,72,88,78,93,76,80,76,62,67,70
Tom Pyatt,1,CAN,Y,23,185,71,3,575000,64,45,78,72,68,66,64,62,60,58,66,45,45,50
Miroslav Satan,3,SVK,N,35,191,75,0,3900000,52,40,83,81,70,78,70,72,67,71,67,91,81,50
Rick Nash,2,CAN,N,26,218,76,4,6750000,81,50,74,89,84,93,85,53,80,86,75,70,85,55
Chris Kunitz,2,CAN,N,31,193,72,1,3600000,92,52,79,80,71,85,76,42,76,73,64,71,84,30
Tyler Ennis,2,CAN,Y,21,165,68,3,900000,56,40,80,78,59,62,66,61,66,62,54,40,40,50
Trent Hunter,3,CAN,N,29,210,75,1,1800000,92,44,81,83,80,74,70,42,71,68,68,74,76,65
Joe Thornton,1,CAN,N,31,235,76,3,8500000,77,44,72,84,92,91,94,91,98,73,72,85,97,50
Ryan Hollweg,2,USA,N,28,210,71,1,650000,77,72,63,66,80,72,60,41,62,59,57,70,68,50
Brandon Yip,3,CAN,Y,25,181,73,3,725000,67,45,73,76,70,73,71,40,64,68,63,50,50,50
Ryan Suter,4,USA,N,25,194,73,4,4450000,64,42,76,83,72,95,80,40,82,67,76,73,76,35
Torrey Mitchell,3,CAN,N,25,190,72,1,750000,69,45,84,72,70,73,64,68,66,62,73,61,60,30
Jake Muzzin,4,CAN,Y,21,216,74,3,606666,72,60,68,63,72,69,61,40,55,48,65,45,50,50
Brett Clark,4,CAN,N,34,195,72,1,2750000,67,40,82,70,70,88,70,40,74,64,80,78,73,35
Wade Belak,3,CAN,N,33,223,77,2,600000,72,99,78,65,86,61,60,40,61,59,61,82,75,35
Bryan Helmer,4,CAN,N,38,208,74,1,550000,68,43,86,65,79,78,67,40,65,61,68,76,72,30
Tanner Glass,2,CAN,N,26,191,71,1,700000,93,73,76,66,70,68,60,40,62,63,59,62,66,40
Cam Janssen,3,USA,N,26,210,72,1,700000,82,96,70,65,80,65,60,40,61,60,64,65,63,1
Joel Perrault,1,CAN,N,27,202,74,3,1000000,67,44,69,77,76,68,64,60,65,62,62,66,66,55
Brandon Pirri,1,CAN,Y,19,160,74,3,648333,56,40,64,76,60,64,63,64,65,62,54,40,40,50
Peter Schaefer,3,CAN,N,33,194,72,1,600000,56,50,75,74,76,70,70,53,64,62,68,65,68,25
Scott Hannan,4,CAN,N,31,225,73,1,3600000,63,40,81,72,87,87,65,40,67,62,83,83,74,1
Jiri Hudler,2,CZE,N,26,185,71,1,2700000,56,50,78,80,62,73,74,49,75,68,62,70,61,60
Jassen Cullimore,4,CAN,N,38,180,73,1,700000,65,42,78,67,60,73,60,40,65,61,70,86,80,60
Nikolai Zherdev,2,UKR,N,26,205,74,1,2100000,59,50,81,87,75,88,78,58,74,76,60,65,50,70
Cory Stillman,3,CAN,N,37,202,74,1,6000000,72,40,83,80,76,79,76,66,77,73,58,86,77,10
Darryl Bootland,3,CAN,N,29,199,74,2,678676,65,47,43,66,74,66,60,40,59,62,52,70,66,35
Mikael Samuelsson,3,SWE,N,34,213,74,1,2500000,61,40,65,73,81,81,77,41,72,81,70,79,70,65
Blake Wheeler,2,USA,Y,24,205,77,1,800000,67,40,74,81,77,82,71,42,70,72,69,54,54,1
Riley Armstrong,2,CAN,N,25,180,72,1,550000,56,52,60,69,60,68,59,40,56,62,56,54,54,69
Kent Huskins,4,CAN,N,31,205,76,1,850000,51,45,78,68,77,81,69,40,71,63,75,74,74,65
Nick Bonino,1,USA,Y,22,190,73,3,717500,56,45,79,71,68,68,62,67,62,58,65,52,48,50
Kenndal McArdle,2,CAN,Y,23,198,74,1,690000,79,58,78,71,74,72,60,40,61,60,58,54,54,25
Roman Polak,4,CZE,N,23,227,73,3,1500000,86,45,77,71,88,86,68,40,70,63,79,67,62,35
Cody Almond,1,USA,Y,21,199,73,3,585000,65,72,40,66,68,62,60,72,57,54,66,50,55,50
Marc Savard,1,CAN,N,33,191,70,2,10000000,51,40,79,93,70,88,87,83,89,77,67,76,80,30
Jan Hejda,4,CZE,N,32,218,75,2,3000000,88,40,77,74,84,90,68,40,68,64,88,74,67,25
Brandon Bochenski,2,USA,N,28,193,72,0,863155,60,40,88,76,71,72,70,40,73,66,58,67,71,40
Joey Crabb,3,USA,N,27,191,73,3,675000,61,49,75,70,70,71,61,42,60,62,67,54,54,75
Rob Schremp,1,USA,N,24,200,71,1,950000,53,40,86,76,75,85,71,75,73,67,61,69,64,35
Brett McLean,1,CAN,N,32,197,72,0,600000,54,42,77,71,73,79,65,66,62,60,65,78,69,50
Warren Peters,1,CAN,N,28,198,72,1,800000,85,46,79,67,74,71,60,70,58,60,66,54,54,75
Peter Harrold,4,USA,N,27,188,71,1,600000,53,40,83,68,68,77,62,41,63,60,64,61,60,63
Randy Robitaille,2,CAN,N,35,200,71,0,1000000,53,50,79,82,75,70,65,86,65,65,58,72,66,45
Linus Klasen,2,SWE,Y,24,175,68,1,900000,52,40,74,78,50,60,68,45,59,62,52,55,40,50
Ben Lovejoy,4,USA,Y,26,215,74,2,550000,67,46,86,66,82,78,64,40,66,61,68,56,56,75
Jaime Sifers,4,USA,N,27,210,71,2,675000,76,46,73,62,80,75,60,40,63,59,65,56,56,40
David Liffiton,4,CAN,N,26,210,74,1,500000,68,66,46,62,68,67,59,40,54,43,64,50,50,50
Rich Peverley,1,CAN,N,27,185,72,4,1350000,52,42,81,86,65,85,76,92,77,74,74,66,65,85
Robert Klinkhammer,2,CAN,Y,24,210,75,2,500000,69,53,72,64,74,68,60,46,58,53,64,45,50,50
Anders Eriksson,4,SWE,N,35,218,75,1,550000,69,41,79,66,84,77,64,40,67,60,64,87,80,40
Rob Niedermayer,1,CAN,N,35,201,74,4,1500000,73,45,76,79,75,84,68,83,68,67,83,84,85,72
Sean Collins,4,USA,Y,26,212,73,2,500000,60,40,68,64,81,75,60,40,62,63,59,56,56,75
Glen Metropolit,1,CAN,N,36,195,70,0,500000,57,40,84,73,72,80,68,83,66,70,73,82,76,47
Tim Gleason,4,USA,N,27,217,72,1,1800000,94,65,79,72,83,84,70,40,72,66,83,74,70,1
Alexander Semin,3,RUS,N,26,205,74,4,6500000,52,40,66,93,77,83,90,41,88,91,58,75,63,10
John Carlson,4,CAN,Y,20,210,73,3,875000,62,40,72,68,74,68,62,40,61,53,60,40,40,50
Paul Szczechura,1,CAN,Y,25,190,71,1,550000,67,40,83,74,70,75,65,70,63,65,73,54,54,50
Donald Brashear,2,USA,N,38,234,75,1,550000,74,91,40,78,92,66,60,40,59,59,57,89,87,1
Jamie Langenbrunner,3,USA,N,35,205,73,3,5750000,77,40,78,86,77,85,79,57,82,73,73,91,85,50
Adam Hall,1,USA,N,30,206,75,1,1000000,73,52,76,71,78,75,62,72,60,60,74,78,70,1
Aaron Volpatti,3,CAN,N,25,185,72,2,612500,72,69,53,64,67,66,59,45,56,53,63,50,55,50
Patrick Kane,3,USA,N,21,175,70,5,6750000,49,40,86,94,55,87,87,57,91,80,61,61,67,40
Nicklas Backstrom,1,SWE,N,22,183,72,5,6700000,71,40,80,95,63,92,93,83,97,82,70,68,65,35
Mats Zuccarello-Aasen,3,NOR,Y,23,170,69,2,900000,52,40,76,78,55,62,66,45,61,64,52,40,40,50
Nick Schultz,4,CAN,N,27,200,73,1,1800000,70,45,81,74,75,85,66,40,68,61,84,80,67,45
Brandon Mashinter,2,CAN,Y,22,224,73,3,719167,72,68,54,61,73,66,56,40,51,52,58,50,50,50
Staffan Kronwall,4,CAN,N,27,209,76,3,625000,70,47,82,64,79,77,69,40,65,63,63,51,50,30
Ben Ondrus,2,CAN,N,28,185,72,1,863155,58,67,60,60,65,64,54,43,53,57,64,71,64,50
Steve Montador,4,CAN,N,31,210,72,1,1350000,68,72,76,64,80,76,70,40,72,65,70,75,73,30
Philippe Dupuis,1,CAN,N,26,196,72,1,650000,64,40,88,69,73,75,65,50,65,62,56,49,49,10
Matt Foy,3,CAN,N,27,225,74,0,863155,74,50,38,53,87,63,58,40,61,52,49,66,64,1
Shaone Morrisonn,4,CAN,N,27,210,76,2,2250000,94,48,77,67,80,77,62,40,67,62,81,72,66,5
Kris Russell,4,CAN,N,23,180,70,1,650000,72,48,85,81,60,80,71,40,71,67,62,53,53,30
Brendan Bell,4,CAN,N,27,211,74,3,1000000,59,41,80,72,80,80,68,40,68,65,58,73,71,50
Milan Lucic,2,CAN,N,21,220,76,1,3500000,99,66,74,74,85,78,70,41,71,68,62,63,79,45
Bryan Rodney,4,CAN,Y,26,200,72,1,550000,68,40,84,70,63,75,69,40,72,62,62,55,55,45
Steven Kampfer,4,USA,Y,22,197,71,3,587500,60,42,68,66,64,66,63,40,59,54,61,40,50,50
Tim Wallace,3,USA,Y,26,207,73,2,550000,89,43,70,68,78,71,63,40,64,60,59,49,49,90
Mark Cullen,1,USA,N,32,190,72,3,700000,64,40,82,70,70,64,61,49,62,60,57,60,56,60
Jeff Hoggan,3,CAN,N,32,188,73,1,600000,90,53,62,74,68,79,66,40,64,61,62,64,60,25
Steve MacIntyre,4,CAN,N,30,250,77,1,575000,72,90,67,63,99,73,60,40,58,62,58,55,55,1
Patrick Marleau,2,CAN,N,30,220,74,2,6000000,68,41,87,92,85,91,86,86,79,92,76,85,85,65
Boyd Gordon,3,CAN,N,27,201,72,2,800000,55,40,83,71,75,77,65,90,66,64,81,72,65,45
David Hale,4,USA,N,30,213,74,2,800000,79,57,81,65,81,76,64,40,64,64,69,73,67,20
Dwight Helminen,1,USA,Y,27,191,70,0,600000,67,40,82,66,70,68,60,69,61,61,58,49,49,40
Lukas Krajicek,4,CZE,N,27,196,74,0,1500000,66,52,74,70,73,78,66,40,66,63,71,78,69,25
Marco Sturm,2,DEU,N,32,194,72,2,4250000,67,40,83,91,72,81,73,41,68,75,74,88,78,40
Maxim Lapierre,1,CAN,N,25,207,74,1,750000,91,52,76,74,78,82,65,80,65,65,72,65,62,20
Brendan Morrison,2,CAN,N,36,181,71,3,3000000,52,40,77,79,61,85,73,84,76,68,69,79,84,15
Richard Petiot,4,CAN,N,28,190,74,1,575000,85,46,55,72,70,83,63,40,63,61,61,59,59,35
Mike Komisarek,4,USA,N,28,243,76,1,3000000,95,58,66,70,96,83,60,40,64,60,82,74,76,30
Barret Jackman,4,CAN,N,29,203,72,1,3500000,73,57,69,74,76,93,67,40,68,63,85,79,86,75
Jordin Tootoo,3,CAN,N,27,200,69,1,850000,81,85,78,70,75,73,66,41,67,64,71,74,75,50
Shane Hnidy,4,CAN,N,34,204,74,2,800000,54,62,78,64,77,79,66,40,67,65,69,85,73,10
Alexander Frolov,3,RUS,N,28,204,74,3,5000000,60,40,85,86,77,85,75,41,76,73,74,73,64,40
Nikolai Kulemin,2,RUS,Y,24,183,73,1,650000,84,40,86,79,63,78,71,64,71,71,66,52,52,1
Mikko Koivu,1,FIN,N,27,200,74,2,4250000,56,40,74,90,75,93,83,92,88,74,78,84,85,40
Krystofer Kolanos,3,CAN,N,29,200,74,2,650000,62,40,79,79,75,75,68,78,62,64,66,59,59,43
Alexei Ponikarovsky,2,UKR,N,30,220,76,3,3500000,88,40,70,78,85,84,77,41,78,73,70,72,65,35
Bill Guerin,3,USA,N,40,220,74,1,4500000,70,62,78,75,85,80,73,58,72,74,57,97,94,30
Ron Hainsey,4,USA,N,29,205,75,3,3350000,56,43,83,75,77,88,75,40,76,67,76,72,64,40
Josh Gorges,4,CAN,N,26,202,73,2,1200000,71,45,83,70,76,85,66,40,66,64,82,70,70,40
Matt Cullen,1,USA,N,34,200,73,2,3000000,68,40,83,81,75,82,74,88,77,71,74,79,73,60
Todd White,1,CAN,N,34,195,70,3,2750000,55,40,84,84,72,89,75,86,75,66,66,80,76,80
Steve Begin,1,CAN,N,31,192,72,1,745000,93,59,77,70,71,74,60,88,62,63,77,81,69,54
Mike Weaver,4,CAN,N,32,182,69,4,850000,56,44,86,66,62,78,60,40,64,59,79,73,73,45
Andrei Kostitsyn,3,BLR,N,25,208,72,3,2350000,80,47,77,83,79,77,73,40,73,73,59,72,61,50
Steve Eminger,4,CAN,N,26,195,71,1,3000000,80,40,80,74,72,82,70,40,71,66,73,72,73,77
Jamie Heward,4,CAN,N,39,215,74,0,475000,54,40,78,61,82,68,64,40,64,60,57,90,86,50
Andrew Ference,4,CAN,N,31,189,71,1,2000000,73,45,83,75,69,84,70,40,71,64,80,80,74,40
Karl Stewart,2,CAN,N,27,185,71,0,600000,58,43,70,63,65,65,56,40,53,60,58,67,62,35
Nathan Paetsch,4,CAN,N,27,198,73,3,1000000,51,40,76,63,74,73,65,40,65,64,63,74,65,85
Marek Svatos,3,SVK,N,28,185,70,0,2500000,51,40,77,77,65,74,66,40,65,67,57,66,64,50
Mike Comrie,3,CAN,N,29,185,70,3,3500000,53,57,79,85,65,80,71,76,68,74,58,73,76,10
David Steckel,1,USA,N,28,222,77,1,750000,78,46,86,73,86,78,64,97,65,61,82,71,65,20
Martin Skoula,4,CZE,N,31,226,75,0,2300000,63,40,89,69,88,84,63,40,67,63,73,84,72,50
Joe Callahan,4,USA,Y,28,215,75,1,500000,91,40,80,64,82,76,62,40,65,60,66,51,51,25
Matt Walker,4,CAN,N,30,214,75,2,1000000,74,75,78,66,82,77,62,40,64,61,72,73,72,30
Shawn Matthias,2,CAN,Y,22,188,72,1,850000,68,40,84,72,68,73,66,68,67,65,62,64,64,5
Nick Foligno,2,USA,N,22,205,72,1,1000000,76,45,74,73,77,82,70,45,72,68,69,65,59,50
Dan Hinote,3,USA,N,33,187,72,0,1650000,79,72,66,70,67,68,60,61,62,61,69,78,72,15
Derek Armstrong,1,CAN,N,37,197,72,2,875000,74,54,78,68,73,69,61,72,61,61,72,82,79,50
Andrew Hutchinson,4,USA,N,30,198,74,2,525000,65,40,75,67,74,68,60,40,63,54,55,61,61,1
Jonathon Kalinski,2,CAN,Y,23,180,73,1,475000,63,40,74,63,68,78,60,40,62,59,60,49,49,50
Brad Larsen,2,CAN,N,33,210,72,1,550000,59,50,71,57,80,66,54,68,54,50,57,83,76,50
Landon Wilson,3,USA,N,35,226,75,1,475000,72,43,45,71,88,64,62,40,60,63,63,72,69,90
Tomas Holmstrom,3,SWE,N,37,203,72,2,5000000,70,40,66,81,76,77,75,41,73,77,62,92,82,45
Tyler Bouck,3,CAN,N,31,196,72,0,750000,64,65,63,60,73,66,55,43,56,55,66,64,62,75
Tyler Sloan,4,CAN,N,29,190,75,1,650000,78,43,77,66,70,75,64,40,64,63,72,56,56,75
Anthony Stewart,1,CAN,N,25,204,71,1,850000,74,68,68,67,77,69,61,40,61,61,63,67,65,45
Benoit Pouliot,2,CAN,N,23,199,75,1,850000,75,40,71,75,74,86,71,58,67,75,67,67,63,1
Aaron Downey,3,CAN,N,35,215,73,0,600000,86,84,43,65,82,63,62,40,58,61,55,79,82,60
Drew Miller,3,USA,N,27,185,74,1,650000,77,40,83,76,65,80,66,52,66,65,73,63,63,40
Travis Zajac,1,CAN,N,25,200,74,3,2500000,63,42,86,85,75,87,80,88,81,76,78,64,62,80
