Name,Number,Team,Country,Age,Weight,Height,Position,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,CK,FG,DI,SK,ST,DU,PH,FO,PA,SC,DF,EX,LD,MO,PO,OV,Pro GP,Pro Shots,Pro G,Pro A,Pro Point,Pro PlusMinus,Pro Pim,Pro Shots Block,Pro Hits,Pro Hit Took,Pro PP,Pro SH,Pro GW,Pro GT,Pro Face Off Won,Pro Face Off Total,Pro Penalty Shots Score,Pro Penalty ShotsTotal,Pro Empty Net Goal,Pro Minutes Played,Pro Hat Trick,Farm GP,Farm Shots,Farm G,Farm A,Farm Point,Farm PlusMinus,Farm Pim,Farm Shots Block,Farm Hits, Farm Hit Took,Farm PP,Farm SH,Farm GW,Farm GT,Farm Face Off Won,Farm Face Off Total,Farm Penalty Shots Score,Farm Penalty ShotsTotal,Farm Empty Net Goal,Farm Minutes Played,Farm Hat Trick,Game in Row with a Goal,Game in Row with a Point,Game in Row without a Goal,Game in Row without a Point
Jean-Francois Jacques,343,Kings,CAN,25,217,76,1,1,False,False,False,False,False,863155,,0,100,0,0,94,73,82,67,83,71,64,40,65,63,57,67,62,47,40,64,24,12,1,2,3,-6,19,0,47,13,0,0,0,0,72,208,0,0,0,271,0,18,85,11,12,23,8,19,2,60,55,1,0,4,1,67,155,0,1,0,313,1,1,2,0,0
Dane Byers,344,Canucks,CAN,24,190,75,2,1,False,False,False,False,False,550000,,1,100,0,0,66,75,60,72,70,64,62,40,61,63,62,64,60,48,55,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,4,17,21,5,24,4,42,37,1,0,0,0,6,15,0,0,0,287,0,0,2,5,0
Vernon Fiddler,345,Oilers,CAN,29,201,71,1,2,False,False,False,False,False,875000,,1,100,0,2,75,50,82,71,75,80,68,80,71,64,81,76,66,85,20,68,82,93,8,11,19,-6,70,15,52,109,0,0,1,0,562,1078,0,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
Ed Jovanovski,346,Flyers,CAN,34,214,74,4,3,False,False,False,False,False,5800000,,1,100,0,2,83,45,75,81,82,90,79,40,80,72,76,89,95,92,70,78,82,125,15,49,64,12,122,73,139,76,10,0,2,2,0,0,0,1,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Viktor Stalberg,347,Islanders,SWE,24,210,75,2,3,True,False,False,False,False,850000,,0,100,0,0,61,42,68,79,76,68,62,40,62,66,59,50,45,43,50,61,10,8,0,0,0,1,6,0,10,2,0,0,0,0,3,4,0,0,0,100,0,32,118,14,17,31,-6,21,5,24,73,9,0,1,0,41,99,0,1,0,541,1,0,2,1,0
Jeremy Colliton,348,Capitals,CAN,25,195,74,1,1,False,False,False,False,False,500000,,0,100,0,2,78,40,78,68,67,68,63,58,62,57,66,68,62,47,40,61,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
Martin St. Pierre,349, ,CAN,27,187,70,1,0,False,False,False,False,False,550000,,0,100,0,0,57,42,83,81,67,75,65,65,65,62,60,68,61,50,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dustin Boyd,350,Rangers,CAN,24,187,72,3,1,False,False,False,False,False,675000,,0,100,0,2,71,46,87,75,67,78,66,76,67,65,72,66,62,87,5,65,82,120,21,21,42,-8,26,15,45,95,0,0,2,1,35,69,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Victor Oreskovich,351,Lightning,CAN,23,215,75,3,3,True,False,False,False,False,525000,,2,100,0,0,89,52,85,72,82,82,60,40,61,61,63,53,53,63,99,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,313,32,43,75,-12,101,23,191,147,20,0,7,0,82,231,1,4,0,1544,0,1,1,0,0
Steve Staios,352,Coyotes,CAN,36,200,73,4,1,False,False,False,False,False,2000000,,0,100,0,2,70,55,60,66,75,80,64,40,67,60,78,86,92,58,1,69,82,54,6,13,19,-18,143,105,144,43,3,0,1,0,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
Shawn Belle,353,Devils,CAN,25,235,73,4,4,False,False,False,False,False,650000,,0,100,0,0,78,45,73,60,92,77,58,40,57,55,60,49,49,70,45,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,178,19,43,62,2,104,56,138,46,18,0,0,0,1,2,0,0,0,1241,0,0,1,18,0
Bryan McCabe,354,Lightning,CAN,35,198,73,4,1,False,False,False,False,True,6500000,,0,100,0,2,76,45,68,76,74,88,82,40,82,72,72,87,99,66,70,76,82,154,17,42,59,-12,158,68,141,87,13,0,5,0,0,0,0,1,0,1687,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Sheldon Souray,355,Canucks,CAN,33,233,76,4,4,False,False,False,False,False,3500000,,0,100,0,2,76,62,67,80,91,90,76,40,76,70,74,83,84,84,25,75,82,142,17,45,62,16,216,94,186,76,12,0,1,2,0,1,0,0,0,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Ray Whitney,356,Red Wings,CAN,38,180,70,2,2,False,False,False,False,True,2900000,,0,100,0,2,53,40,86,88,60,81,80,40,81,73,57,88,94,72,47,72,82,175,21,41,62,13,11,7,17,100,10,0,4,3,85,248,2,6,0,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Ryan Shannon,357,Panthers,USA,28,178,69,2,1,False,False,False,False,False,890000,,3,100,0,0,55,40,86,84,58,73,67,42,67,63,59,61,59,31,55,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,136,11,23,34,6,0,9,10,110,2,0,1,1,52,126,0,1,0,535,0,0,4,5,0
Mike Modano,358,Panthers,USA,39,210,75,1,2,False,False,False,False,True,2000000,,2,100,0,2,51,40,83,82,80,85,72,82,72,71,69,99,99,64,15,73,79,167,19,34,53,7,2,9,5,155,4,0,4,1,710,1252,1,2,0,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
Joe Pavelski,359,Red Wings,USA,26,195,71,1,2,False,False,False,False,False,3750000,,1,100,0,2,67,40,83,80,72,88,78,93,76,80,76,62,67,65,70,73,68,209,32,37,69,17,33,15,59,140,12,1,4,5,1000,1726,2,8,0,1347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Tom Pyatt,360,Islanders,CAN,23,185,71,1,3,True,False,False,False,False,575000,Groininjury,1,86,0,0,64,45,78,72,68,66,64,62,60,58,66,45,45,58,50,59,2,0,0,0,0,0,0,0,3,3,0,0,0,0,8,21,0,0,0,16,0,53,73,12,14,26,9,4,9,9,88,0,0,2,0,333,661,0,0,0,457,0,0,0,2,2
Miroslav Satan,361, ,SVK,35,191,75,3,0,False,False,False,False,False,3900000,,0,100,0,2,52,40,83,81,70,78,70,72,67,71,67,91,81,50,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Nash,362,Sharks,CAN,26,218,76,2,4,False,False,False,False,False,6750000,,0,100,0,2,81,50,74,89,84,93,85,53,80,86,75,70,85,92,55,78,81,313,36,55,91,28,83,9,130,132,7,1,6,4,47,132,1,6,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Chris Kunitz,363,Blue Jackets,CAN,31,193,72,2,1,False,False,False,False,False,3600000,,0,100,0,2,92,52,79,80,71,85,76,42,76,73,64,71,84,41,30,72,82,185,17,29,46,-7,130,8,188,105,3,0,2,2,70,203,2,4,0,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Tyler Ennis,364,Thrashers,CAN,21,165,68,2,3,True,False,False,False,False,900000,,0,100,0,2,56,40,80,78,59,62,66,61,66,62,54,40,40,50,50,58,10,6,2,0,2,-1,0,0,2,5,0,0,1,0,3,8,0,0,0,165,0,18,54,9,13,22,0,2,4,7,49,5,1,0,0,87,189,0,0,0,314,0,0,0,5,5
Trent Hunter,365,Flames,CAN,29,210,75,3,1,False,False,False,False,False,1800000,,0,100,0,2,92,44,81,83,80,74,70,42,71,68,68,74,76,77,65,70,82,119,16,12,28,0,86,10,103,86,2,0,1,2,41,90,0,1,1,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Joe Thornton,366,Sharks,CAN,31,235,76,1,3,False,False,False,False,False,8500000,,1,100,0,2,77,44,72,84,92,91,94,91,98,73,72,85,97,95,50,81,82,229,37,55,92,24,70,13,101,167,12,0,8,2,1104,1917,1,2,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ryan Hollweg,367,Panthers,USA,28,210,71,2,1,False,False,False,False,False,650000,,0,100,0,0,77,72,63,66,80,72,60,41,62,59,57,70,68,59,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,149,20,20,40,2,105,35,123,117,2,0,3,2,80,219,0,1,0,900,0,0,0,1,1
Brandon Yip,368,Maple Leafs,CAN,25,181,73,3,3,True,False,False,False,False,725000,,0,100,0,1,67,45,73,76,70,73,71,40,64,68,63,50,50,30,50,63,28,22,1,4,5,-2,10,2,8,10,0,0,0,0,20,50,0,0,0,237,0,20,108,20,11,31,7,12,12,33,50,6,0,3,3,67,155,0,1,0,337,1,0,6,1,0
Ryan Suter,369,Panthers,USA,25,194,73,4,4,False,False,False,False,False,4450000,,1,100,0,2,64,42,76,83,72,95,80,40,82,67,76,73,76,70,35,73,82,112,10,45,55,2,58,93,50,75,8,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Torrey Mitchell,370,Sharks,CAN,25,190,72,3,1,False,False,False,False,False,750000,,3,100,0,2,69,45,84,72,70,73,64,68,66,62,73,61,60,83,30,64,80,40,5,11,16,-8,12,4,14,44,1,0,2,1,158,349,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Jake Muzzin,371,Flames,CAN,21,216,74,4,3,True,False,False,False,False,606666,,2,100,0,0,72,60,68,63,72,69,61,40,55,48,65,45,50,34,50,59,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,14,0,49,175,20,35,55,4,78,74,133,67,15,0,2,1,2,11,0,0,0,823,0,1,1,0,0
Brett Clark,372,Hurricanes,CAN,34,195,72,4,1,False,False,False,False,False,2750000,,0,100,0,2,67,40,82,70,70,88,70,40,74,64,80,78,73,95,35,70,82,106,7,26,33,-5,68,77,102,70,6,0,0,1,0,0,0,0,0,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
Wade Belak,373,Flyers,CAN,33,223,77,3,2,False,False,False,False,False,600000,,0,100,0,0,72,99,78,65,86,61,60,40,61,59,61,82,75,50,35,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Helmer,374,Avalanche,CAN,38,208,74,4,1,False,False,False,False,False,550000,,0,100,0,1,68,43,86,65,79,78,67,40,65,61,68,76,72,30,30,66,48,16,1,9,10,8,61,45,57,27,0,0,0,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,0
Tanner Glass,375,Lightning,CAN,26,191,71,2,1,False,False,False,False,False,700000,,2,100,0,0,93,73,76,66,70,68,60,40,62,63,59,62,66,46,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,195,22,37,59,-4,119,13,255,118,10,0,3,1,152,328,1,4,0,1186,0,0,0,15,3
Cam Janssen,376,Islanders,USA,26,210,72,3,1,False,False,False,False,False,700000,,0,100,0,0,82,96,70,65,80,65,60,40,61,60,64,65,63,70,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,222,29,29,58,12,106,17,185,110,9,0,2,1,58,112,0,1,0,1023,1,0,1,3,0
Joel Perrault,377,Devils,CAN,27,202,74,1,3,False,False,False,False,False,1000000,,2,100,0,0,67,44,69,77,76,68,64,60,65,62,62,66,66,55,55,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,143,12,31,43,10,14,11,64,134,4,0,4,0,564,1099,0,2,0,789,0,0,0,1,1
Brandon Pirri,378,Canadiens,CAN,19,160,74,1,3,True,False,False,False,False,648333,,0,100,0,0,56,40,64,76,60,64,63,64,65,62,54,40,40,70,50,58,8,13,0,3,3,0,0,0,5,8,0,0,0,0,67,147,0,0,0,119,0,26,75,12,20,32,4,2,3,20,60,9,0,1,0,314,589,0,0,0,384,1,0,0,0,0
Peter Schaefer,379,Red Wings,CAN,33,194,72,2,1,False,False,False,False,False,600000,,1,100,0,0,56,50,75,74,76,70,70,53,64,62,68,65,68,68,25,64,59,50,5,7,12,-14,12,7,18,46,2,0,1,1,99,273,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Hannan,380,Capitals,CAN,31,225,73,4,1,False,False,False,False,False,3600000,,1,100,0,2,63,40,81,72,87,87,65,40,67,62,83,83,74,77,1,71,83,103,11,38,49,22,57,101,57,64,7,0,2,1,0,0,0,0,0,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
Jiri Hudler,381,Maple Leafs,CZE,26,185,71,2,1,False,False,False,False,False,2700000,,0,100,0,2,56,50,78,80,62,73,74,49,75,68,62,70,61,30,60,66,63,101,10,18,28,-6,17,6,12,84,0,0,2,0,32,73,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
Jassen Cullimore,382,Rangers,CAN,38,180,73,4,1,False,False,False,False,False,700000,,0,100,0,0,65,42,78,67,60,73,60,40,65,61,70,86,80,60,60,65,31,15,0,5,5,0,12,17,4,6,0,0,0,0,0,0,0,0,0,414,0,5,28,2,6,8,-5,4,13,6,14,2,0,0,0,0,0,0,0,0,98,0,0,3,2,0
Nikolai Zherdev,383,Red Wings,UKR,26,205,74,3,1,False,False,False,False,False,2100000,,1,100,0,2,59,50,81,87,75,88,78,58,74,76,60,65,50,55,70,70,67,140,18,23,41,9,38,2,32,83,5,0,2,1,44,102,2,6,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Cory Stillman,384,Canadiens,CAN,37,202,74,2,1,False,False,False,False,False,6000000,,1,100,0,2,72,40,83,80,76,79,76,66,77,73,58,86,77,71,10,71,80,189,19,29,48,-2,26,4,70,89,10,1,6,1,40,89,1,3,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Darryl Bootland,385,Senators,CAN,29,199,74,3,2,False,False,False,False,False,678676,,0,100,0,0,65,47,43,66,74,66,60,40,59,62,52,70,66,70,35,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,284,37,55,92,29,80,13,181,140,15,0,3,0,116,284,0,0,0,1219,1,2,2,0,0
Mikael Samuelsson,386,Lightning,SWE,34,213,74,3,1,False,False,False,False,False,2500000,,1,100,0,2,61,40,65,73,81,81,77,41,72,81,70,79,70,60,65,71,80,219,25,40,65,8,40,2,92,79,11,0,2,1,27,92,1,3,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0
Blake Wheeler,387,Flames,USA,24,205,77,2,1,True,False,False,False,False,800000,,0,100,0,2,67,40,74,81,77,82,71,42,70,72,69,54,54,76,1,67,78,129,19,26,45,-7,28,6,78,57,7,0,6,2,46,133,1,2,0,1197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Riley Armstrong,388,Sabres,CAN,25,180,72,2,1,False,False,False,False,False,550000,,2,100,0,0,56,52,60,69,60,68,59,40,56,62,56,54,54,45,69,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,56,5,16,21,6,4,7,14,28,1,1,1,0,9,24,0,0,0,281,0,0,0,5,5
Kent Huskins,389,Penguins,CAN,31,205,76,4,1,False,False,False,False,False,850000,,2,100,0,1,51,45,78,68,77,81,69,40,71,63,75,74,74,35,65,68,60,51,6,20,26,-9,42,53,33,47,2,0,1,1,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
Nick Bonino,390,Sharks,USA,22,190,73,1,3,True,False,False,False,False,717500,,1,100,0,0,56,45,79,71,68,68,62,67,62,58,65,52,48,46,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,116,13,30,43,11,2,6,14,102,8,0,1,0,589,1174,0,0,0,725,0,0,0,3,1
Kenndal McArdle,391,Ducks,CAN,23,198,74,2,1,True,False,False,False,False,690000,,1,100,0,0,79,58,78,71,74,72,60,40,61,60,58,54,54,70,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,195,17,38,55,8,85,11,138,94,2,1,0,2,28,80,0,0,0,1097,0,0,0,8,1
Roman Polak,392,Panthers,CZE,23,227,73,4,3,False,False,False,False,False,1500000,,0,100,0,2,86,45,77,71,88,86,68,40,70,63,79,67,62,71,35,71,81,80,11,29,40,-2,143,99,143,52,9,0,2,1,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
Cody Almond,393,Sharks,USA,21,199,73,1,3,True,False,False,False,False,585000,,0,100,0,0,65,72,40,66,68,62,60,72,57,54,66,50,55,68,50,57,22,3,0,0,0,0,17,0,10,15,0,0,0,0,68,141,0,0,0,149,0,38,103,17,25,42,11,24,7,54,95,11,0,0,1,453,844,0,0,0,541,0,3,3,0,0
Marc Savard,394,Coyotes,CAN,33,191,70,1,2,False,False,False,False,True,10000000,,0,100,0,2,51,40,79,93,70,88,87,83,89,77,67,76,80,54,30,76,82,185,35,49,84,7,43,14,51,167,9,1,6,4,871,1653,0,4,1,1567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Jan Hejda,395,Oilers,CZE,32,218,75,4,2,False,False,False,False,False,3000000,,1,100,0,2,88,40,77,74,84,90,68,40,68,64,88,74,67,77,25,73,80,68,5,26,31,3,150,93,152,67,3,0,1,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
Brandon Bochenski,396, ,USA,28,193,72,2,0,False,False,False,False,False,863155,,0,100,0,1,60,40,88,76,71,72,70,40,73,66,58,67,71,50,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Crabb,397,Hurricanes,USA,27,191,73,3,3,False,False,False,False,False,675000,,0,100,0,0,61,49,75,70,70,71,61,42,60,62,67,54,54,44,75,61,2,0,0,1,1,-1,0,0,1,2,0,0,0,0,12,36,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Schremp,398,Bruins,USA,24,200,71,1,1,False,False,False,False,False,950000,,1,100,0,2,53,40,86,76,75,85,71,75,73,67,61,69,64,65,35,67,70,57,8,15,23,-3,0,5,5,60,0,0,2,0,325,658,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
Brett McLean,399, ,CAN,32,197,72,1,0,False,False,False,False,False,600000,,0,100,0,1,54,42,77,71,73,79,65,66,62,60,65,78,69,50,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Peters,400,Oilers,CAN,28,198,72,1,1,False,False,False,False,False,800000,,1,100,0,0,85,46,79,67,74,71,60,70,58,60,66,54,54,36,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,8,16,24,4,25,21,60,84,4,0,1,0,442,810,0,0,0,512,0,2,7,0,0
Peter Harrold,401,Blue Jackets,USA,27,188,71,4,1,False,False,False,False,False,600000,,1,100,0,0,53,40,83,68,68,77,62,41,63,60,64,61,60,29,63,62,36,13,0,4,4,-4,10,23,16,11,0,0,0,0,2,5,0,0,0,543,0,7,21,2,3,5,0,2,2,0,13,2,0,0,0,2,5,0,0,0,97,0,0,0,1,1
Randy Robitaille,402, ,CAN,35,200,71,2,0,False,False,False,False,False,1000000,,0,100,0,1,53,50,79,82,75,70,65,86,65,65,58,72,66,50,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Linus Klasen,403,Wild,SWE,24,175,68,2,1,True,False,False,False,False,900000,,0,100,0,0,52,40,74,78,50,60,68,45,59,62,52,55,40,50,50,57,26,10,0,2,2,-1,0,1,2,7,0,0,0,0,4,11,0,0,0,170,0,26,115,9,10,19,-4,4,6,23,60,6,0,1,0,24,65,0,1,0,446,0,0,2,11,0
Ben Lovejoy,404,Blue Jackets,USA,26,215,74,4,2,True,False,False,False,False,550000,,0,100,0,2,67,46,86,66,82,78,64,40,66,61,68,56,56,51,75,65,78,27,5,11,16,-2,66,54,58,26,3,0,0,0,0,0,0,0,0,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
Jaime Sifers,405,Wild,USA,27,210,71,4,2,False,False,False,False,False,675000,,2,100,0,0,76,46,73,62,80,75,60,40,63,59,65,56,56,51,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,280,36,50,86,3,78,133,171,121,23,0,5,1,0,1,2,2,1,1500,1,0,1,4,0
David Liffiton,406,Capitals,CAN,26,210,74,4,1,False,False,False,False,False,500000,,0,100,0,0,68,66,46,62,68,67,59,40,54,43,64,50,50,57,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,65,10,19,29,12,91,53,145,31,4,0,1,0,0,1,0,0,0,794,0,0,0,2,2
Rich Peverley,407,Islanders,CAN,27,185,72,1,4,False,False,False,False,False,1350000,,1,100,0,2,52,42,81,86,65,85,76,92,77,74,74,66,65,85,85,71,75,166,24,36,60,10,17,11,30,170,9,3,7,1,868,1614,0,0,0,1310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
Robert Klinkhammer,408,Panthers,CAN,24,210,75,2,2,True,False,False,False,False,500000,,0,100,0,0,69,53,72,64,74,68,60,46,58,53,64,45,50,53,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,2,6,8,-7,2,5,30,40,0,0,1,0,90,208,0,0,0,272,0,0,0,7,6
Anders Eriksson,409,Blackhawks,SWE,35,218,75,4,1,False,False,False,False,False,550000,,2,100,0,1,69,41,79,66,84,77,64,40,67,60,64,87,80,25,40,67,46,21,0,3,3,-18,59,35,50,20,0,0,0,0,0,0,0,0,0,629,0,12,60,5,9,14,3,16,25,30,24,5,0,0,0,1,2,0,0,0,255,0,0,0,7,7
Rob Niedermayer,410,Penguins,CAN,35,201,74,1,4,False,False,False,False,False,1500000,,3,100,0,2,73,45,76,79,75,84,68,83,68,67,83,84,85,55,72,72,77,134,12,14,26,-5,55,26,78,171,1,0,0,2,825,1543,1,1,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3
Sean Collins,411,Penguins,USA,26,212,73,4,2,True,False,False,False,False,500000,,0,100,0,1,60,40,68,64,81,75,60,40,62,63,59,56,56,30,75,61,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,52,179,26,25,51,5,48,78,48,86,20,0,3,2,7,11,1,1,0,641,0,0,0,1,1
Glen Metropolit,412, ,CAN,36,195,70,1,0,False,False,False,False,False,500000,,0,100,0,1,57,40,84,73,72,80,68,83,66,70,73,82,76,50,47,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Gleason,413,Wild,USA,27,217,72,4,1,False,False,False,False,False,1800000,,1,100,0,2,94,65,79,72,83,84,70,40,72,66,83,74,70,51,1,73,82,106,13,35,48,8,157,97,182,98,9,0,4,0,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Alexander Semin,414,Thrashers,RUS,26,205,74,3,4,False,False,False,False,False,6500000,,0,100,0,2,52,40,66,93,77,83,90,41,88,91,58,75,63,65,10,75,80,232,33,38,71,25,27,7,48,86,9,2,5,0,85,246,3,5,0,1416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
John Carlson,415,Capitals,CAN,20,210,73,4,3,True,False,False,False,False,875000,,0,100,0,2,68,40,73,78,78,85,71,40,74,67,72,53,53,75,50,68,29,32,1,8,9,2,44,12,28,16,0,0,0,0,0,0,0,0,0,529,0,10,15,3,5,8,2,2,11,4,6,2,0,0,0,2,5,0,0,0,172,0,0,1,20,0
Paul Szczechura,416,Ducks,CAN,25,190,71,1,1,True,False,False,False,False,550000,,2,100,0,0,67,40,83,74,70,75,65,70,63,65,73,54,54,60,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,327,40,51,91,10,42,34,91,206,16,0,4,5,779,1419,6,9,0,1513,2,2,2,0,0
Donald Brashear,417,Red Wings,USA,38,234,75,2,1,False,False,False,False,False,550000,,0,100,0,0,74,91,40,78,92,66,60,40,59,59,57,89,87,54,1,65,56,20,3,3,6,0,93,3,63,16,0,0,1,0,15,37,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Langenbrunner,418,Wild,USA,35,205,73,3,3,False,False,False,False,True,5750000,,1,100,0,2,77,40,78,86,77,85,79,57,82,73,73,91,85,48,50,76,80,167,17,33,50,24,44,15,92,66,6,1,3,2,81,174,1,6,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
