Name,Number,Team,Country,Age,Weight,Height,Contract,Rookie,Protected,Available for Trade,No Apply Rerate,No Trade,Salary,Injury,Number Of Injury,Condition,Suspension,Status,SK,DU,ST,SZ,AG,RB,SC,HS,RT,EX,LD,MO,PO,OV,Pro GP,Pro Minutes Played,Pro W,Pro L,Pro OTL,Pro Shutouts,Pro GA,Pro SA,Pro PIM,Pro A,Pro PenalityShots Shots, Pro PenalityShots Goals,Pro Empty Net Goal,Farm GP,Farm Minutes Played,Farm W,Farm L,Farm OTL,Farm Shutouts,Farm GA,Farm SA,Farm PIM,Farm A,Farm PenalityShots Shots, Farm PenalityShots Goals,Farm Empty Net Goal
Dan Turple,111, ,CAN,24,220,78,1,True,False,False,False,False,600000,,0,100,0,0,54,56,85,90,54,54,54,55,54,64,65,50,45,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Larsson,112, ,CAN,23,170,72,1,True,False,False,False,False,600000,,0,100,0,0,60,65,50,78,60,60,60,64,60,60,64,50,60,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Manzato,113, ,CAN,25,178,72,1,False,False,False,False,False,600000,,0,100,0,0,56,62,58,78,56,56,56,59,56,66,65,50,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daren Machesney,114, ,CAN,23,185,72,1,True,False,False,False,False,600000,,0,100,0,0,54,64,65,78,54,54,54,58,54,61,65,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Caruso,115, ,USA,27,218,71,1,False,False,False,False,False,600000,,0,100,0,0,50,57,84,76,50,50,50,56,50,64,68,50,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Brown,116, ,CAN,24,185,72,1,False,False,False,False,False,600000,,0,100,0,0,50,51,65,78,50,50,50,55,50,61,65,50,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Leggio,117, ,CAN,25,179,71,1,False,False,False,False,False,600000,,0,100,0,0,50,50,59,76,50,50,50,57,50,61,58,50,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David LeNeveu,118, ,CAN,26,187,73,1,True,False,False,False,False,600000,,0,100,0,0,61,68,67,80,61,61,61,64,61,63,68,50,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Shantz,119, ,CAN,23,207,73,1,False,False,False,False,False,600000,,0,100,0,0,56,56,78,80,56,56,56,59,56,63,66,50,65,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devan Dubnyk,120,Flames,CAN,23,185,77,2,False,False,False,False,False,600000,,1,100,0,0,67,73,65,88,67,67,67,65,67,62,66,48,70,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew MacIntyre,121, ,CAN,26,187,73,1,False,False,False,False,False,600000,,0,100,0,0,71,70,67,80,71,71,71,61,71,69,66,50,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Coleman,122, ,USA,24,215,77,1,False,False,False,False,False,600000,,0,100,0,0,50,51,82,88,50,50,50,55,50,62,66,50,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Fisher,123, ,CAN,26,190,73,1,False,False,False,False,False,600000,,0,100,0,0,50,51,70,80,50,50,50,56,50,62,66,50,35,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Reimer,124, ,CAN,21,208,75,1,False,False,False,False,False,600000,,0,100,0,0,50,51,79,84,50,50,50,55,50,58,58,50,65,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Philippe Levasseur,125, ,CAN,22,197,72,1,True,False,False,False,False,600000,,0,100,0,0,57,66,73,78,57,57,57,58,57,62,63,50,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Frazee,126, ,USA,22,193,72,1,False,False,False,False,False,600000,,0,100,0,0,70,72,71,78,70,70,70,72,70,58,63,50,70,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Glass,127, ,CAN,24,203,75,1,False,False,False,False,False,600000,,0,100,0,0,58,66,76,84,58,58,58,62,58,63,65,50,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Jakaitis,128, ,USA,26,165,70,1,False,False,False,False,False,600000,,0,100,0,0,53,50,45,74,53,53,53,57,53,63,59,50,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Zatkoff,129, ,USA,22,170,75,1,False,False,False,False,False,600000,,0,100,0,0,54,51,50,84,54,54,54,55,54,59,63,50,65,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhonas Enroth,130, ,SWE,21,174,70,1,False,False,False,False,False,600000,,0,100,0,0,68,72,50,74,68,68,68,71,68,59,63,50,75,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Fallon,131, ,USA,24,190,75,1,False,False,False,False,False,600000,,0,100,0,0,60,50,70,84,60,60,60,55,60,60,57,50,40,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel Gistedt,132, ,SWE,22,176,71,1,False,False,False,False,False,600000,,0,100,0,0,50,50,56,76,50,50,50,56,50,60,65,50,70,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John DeCaro,133, ,USA,27,217,75,1,False,False,False,False,False,600000,,0,100,0,0,54,51,83,84,54,54,54,56,54,65,60,50,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Murray,134, ,USA,22,197,72,1,False,False,False,False,False,600000,,0,100,0,0,50,50,73,78,50,50,50,55,50,60,55,50,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Boutin,135, ,CAN,24,206,74,1,False,False,False,False,False,600000,,0,100,0,0,50,50,78,82,50,50,50,57,50,65,65,50,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Pearce,136, ,USA,23,201,73,1,True,False,False,False,False,600000,,0,100,0,0,50,50,75,80,50,50,50,57,50,60,56,50,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julien Ellis,137, ,CAN,23,177,72,1,False,False,False,False,False,600000,,0,100,0,0,50,50,57,78,50,50,50,57,50,65,56,50,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Peters,138, ,CAN,23,213,73,1,False,False,False,False,False,600000,,0,100,0,0,64,70,81,80,64,64,64,66,64,62,66,50,65,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl Goehring,139, ,USA,31,160,68,1,False,False,False,False,False,600000,,0,100,0,0,60,62,40,70,60,60,60,59,60,71,75,50,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kellen Briggs,140, ,USA,26,188,71,1,False,False,False,False,False,600000,,0,100,0,0,53,53,68,76,53,53,53,57,53,64,59,50,45,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Lalande,141, ,CAN,22,175,71,1,False,False,False,False,False,600000,,0,100,0,0,63,60,55,76,63,63,63,57,63,60,64,50,55,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Nastiuk,142, ,CAN,24,170,73,1,False,False,False,False,False,600000,,0,100,0,0,50,53,50,80,50,50,50,56,50,65,65,50,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Regan,143, ,USA,25,190,73,1,False,False,False,False,False,600000,,0,100,0,0,55,60,70,80,55,55,55,57,55,62,65,50,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kris Mayotte,144, ,USA,26,180,72,1,True,False,False,False,False,600000,,0,100,0,0,50,53,60,78,50,50,50,55,50,65,66,50,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Jones,145, ,CAN,26,200,72,1,False,False,False,False,False,600000,,0,100,0,0,50,51,75,78,50,50,50,55,50,62,61,50,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leland Irving,146, ,CAN,21,176,72,1,False,False,False,False,False,600000,,0,100,0,0,69,68,56,78,69,69,69,67,69,62,63,50,80,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Len DiCostanzo,147, ,USA,23,185,70,1,False,False,False,False,False,600000,,0,100,0,0,50,50,65,74,50,50,50,56,50,59,57,50,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loic Lacasse,148, ,CAN,23,175,74,1,True,False,False,False,False,600000,,0,100,0,0,61,54,55,82,61,61,61,56,61,63,61,50,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Keetley,149, ,CAN,23,189,74,1,False,False,False,False,False,600000,,0,100,0,0,56,64,69,82,56,56,56,58,56,62,61,50,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Zaba,150, ,CAN,26,185,73,1,True,False,False,False,False,600000,,0,100,0,0,67,66,65,80,67,67,67,69,67,63,67,50,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxime Daigneault,151,Capitals,CAN,25,203,75,3,True,False,False,False,False,600000,,0,100,0,1,50,51,76,84,50,50,50,55,50,66,67,30,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Mole,152, ,CAN,27,178,71,1,True,False,False,False,False,600000,,0,100,0,0,50,65,58,76,50,50,50,74,50,66,68,50,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Teslak,153, ,CAN,24,192,74,1,False,False,False,False,False,600000,,0,100,0,0,54,53,71,82,54,54,54,57,54,59,60,50,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michal Neuvirth,154,Flames,CZE,21,197,72,3,True,False,False,False,False,600000,,1,100,0,0,66,56,73,78,66,66,66,64,66,60,57,34,62,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miika Wiikman,155, ,CAN,25,177,71,1,True,False,False,False,False,600000,,0,100,0,0,62,67,57,76,62,62,62,64,62,62,67,50,64,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brodeur,156,Islanders,CAN,26,167,74,3,True,False,False,False,False,500000,,0,100,0,2,65,65,47,82,65,65,65,68,65,63,65,44,65,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike McKenna,157, ,USA,25,187,75,1,True,False,False,False,False,600000,,0,100,0,0,64,62,67,84,64,64,64,68,64,60,65,50,62,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitch O'Keefe,158, ,CAN,25,210,74,1,False,False,False,False,False,600000,,0,100,0,0,59,51,80,82,59,59,59,56,59,59,61,50,61,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Lawson,159, ,CAN,26,191,74,1,False,False,False,False,False,600000,,0,100,0,0,66,63,70,82,66,66,66,67,66,61,61,50,63,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan Schaefer,160, ,CAN,29,195,74,1,True,False,False,False,False,600000,,0,100,0,0,65,68,72,82,65,65,65,63,65,66,71,50,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ray Jean,161, ,USA,27,175,67,1,False,False,False,False,False,600000,,0,100,0,0,50,50,55,72,50,50,50,57,50,61,58,50,63,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rejean Beauchemin,162, ,CAN,24,195,73,1,True,False,False,False,False,600000,,0,100,0,0,50,50,72,80,50,50,50,55,50,62,63,50,64,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riku Helenius,163, ,FIN,21,202,75,1,True,False,False,False,False,600000,,0,100,0,0,68,50,76,84,68,68,68,62,68,59,63,50,61,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Lemelin,164, ,USA,27,205,73,1,False,False,False,False,False,600000,,0,100,0,0,55,50,77,80,55,55,55,55,55,61,58,50,63,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gherson,165, ,CAN,26,175,73,1,True,False,False,False,False,600000,,0,100,0,0,54,59,55,80,54,54,54,57,54,67,63,50,69,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Munroe,166, ,CAN,27,210,74,1,False,False,False,False,False,600000,,0,100,0,0,71,71,80,82,71,71,71,73,71,62,66,50,64,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Dahm,167, ,DEN,22,175,71,1,False,False,False,False,False,600000,,0,100,0,0,56,60,55,76,56,56,56,60,56,59,60,50,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Dakers,168, ,CAN,23,170,74,1,False,False,False,False,False,600000,,0,100,0,0,55,61,50,82,55,55,55,57,55,59,59,50,61,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Greiss,169, ,GER,23,190,73,1,False,False,False,False,False,600000,,0,100,0,0,69,71,70,80,69,69,69,59,69,60,61,50,62,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuukka Rask,170, ,FIN,22,169,75,1,True,False,False,False,False,600000,,0,100,0,0,74,52,49,84,74,74,74,63,74,67,65,50,69,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Plante,171, ,USA,22,191,75,1,False,False,False,False,False,600000,,0,100,0,0,54,59,70,84,54,54,54,56,54,58,60,50,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Sims,172, ,GER,24,190,72,1,False,False,False,False,False,600000,,0,100,0,0,50,50,70,78,50,50,50,56,50,59,55,50,61,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Weiman,173, ,CAN,25,180,71,1,True,False,False,False,False,600000,,0,100,0,0,66,67,60,76,66,66,66,66,66,64,63,50,66,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade Dubielewicz,174,Avalanche,CAN,30,185,70,2,False,False,False,False,False,600000,,0,100,0,2,56,50,65,74,56,56,56,72,56,67,70,33,69,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
