Number,Team,Transaction
3386,3,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (12) in 1 Game for Bruins!                                          
3387,3,[2008-10-26 20:42] - New Record for Team Most Penalties (24) in 1 Game for Bruins!                                              
3388,3,[2008-10-26 20:42] - New Record for Team Most Hits (13) in 1 Game for Bruins!                                                   
3389,4,[2008-10-26 20:42] - New Record for Team Most Shots (43) in 1 Game for Sabres!                                                  
3390,4,[2008-10-26 20:42] - New Record for Team Most Goals (6) in 1 Game for Sabres!                                                   
3391,4,[2008-10-26 20:42] - New Record for Team Most Assists (12) in 1 Game for Sabres!                                                
3392,4,[2008-10-26 20:42] - New Record for Team Most Points (18) in 1 Game for Sabres!                                                 
3393,4,[2008-10-26 20:42] - New Record for Team Most Shots (43) in 1 Game for Sabres!                                                  
3394,4,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (10) in 1 Game for Sabres!                                          
3395,4,[2008-10-26 20:42] - New Record for Team Most Penalties (14) in 1 Game for Sabres!                                              
3396,4,[2008-10-26 20:42] - New Record for Team Most Hits (14) in 1 Game for Sabres!                                                   
3397,26,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (19) in 1 Game for Sharks!                                          
3398,26,[2008-10-26 20:42] - New Record for Team Most Goals (6) in 1 Game for Sharks!                                                   
3399,26,[2008-10-26 20:42] - New Record for Team Most Assists (11) in 1 Game for Sharks!                                                
3400,26,[2008-10-26 20:42] - New Record for Team Most Points (17) in 1 Game for Sharks!                                                 
3401,26,[2008-10-26 20:42] - New Record for Team Most Shots (31) in 1 Game for Sharks!                                                  
3402,26,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (19) in 1 Game for Sharks!                                          
3403,26,[2008-10-26 20:42] - New Record for Team Most Penalties (18) in 1 Game for Sharks!                                              
3404,26,[2008-10-26 20:42] - New Record for Team Most Hits (23) in 1 Game for Sharks!                                                   
3405,1,[2008-10-26 20:42] - New Record for Team Most Goals (2) in 1 Game for Ducks!                                                    
3406,1,[2008-10-26 20:42] - New Record for Team Most Assists (4) in 1 Game for Ducks!                                                  
3407,1,[2008-10-26 20:42] - New Record for Team Most Points (6) in 1 Game for Ducks!                                                   
3408,1,[2008-10-26 20:42] - New Record for Team Most Shots (41) in 1 Game for Ducks!                                                   
3409,1,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (8) in 1 Game for Ducks!                                            
3410,1,[2008-10-26 20:42] - New Record for Team Most Penalties (14) in 1 Game for Ducks!                                               
3411,1,[2008-10-26 20:42] - New Record for Team Most Hits (15) in 1 Game for Ducks!                                                    
3412,28,[2008-10-26 20:42] - New Record for Team Most Goals (3) in 1 Game for Maple Leafs!                                              
3413,28,[2008-10-26 20:42] - New Record for Team Most Assists (3) in 1 Game for Maple Leafs!                                            
3414,28,[2008-10-26 20:42] - New Record for Team Most Points (6) in 1 Game for Maple Leafs!                                             
3415,28,[2008-10-26 20:42] - New Record for Team Most Shots (34) in 1 Game for Maple Leafs!                                             
3416,28,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (7) in 1 Game for Maple Leafs!                                      
3417,28,[2008-10-26 20:42] - New Record for Team Most Penalties (24) in 1 Game for Maple Leafs!                                         
3418,28,[2008-10-26 20:42] - New Record for Team Most Hits (25) in 1 Game for Maple Leafs!                                              
3419,9,[2008-10-26 20:42] - New Record for Team Most Goals (2) in 1 Game for Blue Jackets!                                             
3420,9,[2008-10-26 20:42] - New Record for Team Most Assists (4) in 1 Game for Blue Jackets!                                           
3421,9,[2008-10-26 20:42] - New Record for Team Most Points (6) in 1 Game for Blue Jackets!                                            
3422,9,[2008-10-26 20:42] - New Record for Team Most Shots (27) in 1 Game for Blue Jackets!                                            
3423,9,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (7) in 1 Game for Blue Jackets!                                     
3424,9,[2008-10-26 20:42] - New Record for Team Most Penalties (24) in 1 Game for Blue Jackets!                                        
3425,9,[2008-10-26 20:42] - New Record for Team Most Hits (23) in 1 Game for Blue Jackets!                                             
3426,20,[2008-10-26 20:42] - New Record for Team Most Shots (45) in 1 Game for Rangers!                                                 
3427,20,[2008-10-26 20:42] - New Record for Team Most Goals (5) in 1 Game for Rangers!                                                  
3428,20,[2008-10-26 20:42] - New Record for Team Most Assists (10) in 1 Game for Rangers!                                               
3429,20,[2008-10-26 20:42] - New Record for Team Most Points (15) in 1 Game for Rangers!                                                
3430,20,[2008-10-26 20:42] - New Record for Team Most Shots (45) in 1 Game for Rangers!                                                 
3431,20,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (19) in 1 Game for Rangers!                                         
3432,20,[2008-10-26 20:42] - New Record for Team Most Penalties (20) in 1 Game for Rangers!                                             
3433,20,[2008-10-26 20:42] - New Record for Team Most Hits (12) in 1 Game for Rangers!                                                  
3434,24,[2008-10-26 20:42] - New Record for Team Most Shots (55) in 1 Game for Penguins!                                                
3435,24,[2008-10-26 20:42] - New Record for Team Most Goals (4) in 1 Game for Penguins!                                                 
3436,24,[2008-10-26 20:42] - New Record for Team Most Assists (6) in 1 Game for Penguins!                                               
3437,24,[2008-10-26 20:42] - New Record for Team Most Points (10) in 1 Game for Penguins!                                               
3438,24,[2008-10-26 20:42] - New Record for Team Most Shots (55) in 1 Game for Penguins!                                                
3439,24,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (9) in 1 Game for Penguins!                                         
3440,24,[2008-10-26 20:42] - New Record for Team Most Penalties (24) in 1 Game for Penguins!                                            
3441,24,[2008-10-26 20:42] - New Record for Team Most Hits (19) in 1 Game for Penguins!                                                 
3442,11,[2008-10-26 20:42] - New Record for Team Most Goals (3) in 1 Game for Red Wings!                                                
3443,11,[2008-10-26 20:42] - New Record for Team Most Assists (5) in 1 Game for Red Wings!                                              
3444,11,[2008-10-26 20:42] - New Record for Team Most Points (8) in 1 Game for Red Wings!                                               
3445,11,[2008-10-26 20:42] - New Record for Team Most Shots (32) in 1 Game for Red Wings!                                               
3446,11,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (6) in 1 Game for Red Wings!                                        
3447,11,[2008-10-26 20:42] - New Record for Team Most Penalties (18) in 1 Game for Red Wings!                                           
3448,11,[2008-10-26 20:42] - New Record for Team Most Hits (18) in 1 Game for Red Wings!                                                
3449,17,[2008-10-26 20:42] - New Record for Team Most Goals (1) in 1 Game for Predators!                                                
3450,17,[2008-10-26 20:42] - New Record for Team Most Assists (2) in 1 Game for Predators!                                              
3451,17,[2008-10-26 20:42] - New Record for Team Most Points (3) in 1 Game for Predators!                                               
3452,17,[2008-10-26 20:42] - New Record for Team Most Shots (36) in 1 Game for Predators!                                               
3453,17,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (5) in 1 Game for Predators!                                        
3454,17,[2008-10-26 20:42] - New Record for Team Most Penalties (20) in 1 Game for Predators!                                           
3455,17,[2008-10-26 20:42] - New Record for Team Most Hits (23) in 1 Game for Predators!                                                
3456,12,[2008-10-26 20:42] - New Record for Team Most Hits (28) in 1 Game for Oilers!                                                   
3457,12,[2008-10-26 20:42] - New Record for Team Most Goals (3) in 1 Game for Oilers!                                                   
3458,12,[2008-10-26 20:42] - New Record for Team Most Assists (5) in 1 Game for Oilers!                                                 
3459,12,[2008-10-26 20:42] - New Record for Team Most Points (8) in 1 Game for Oilers!                                                  
3460,12,[2008-10-26 20:42] - New Record for Team Most Shots (18) in 1 Game for Oilers!                                                  
3461,12,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (8) in 1 Game for Oilers!                                           
3462,12,[2008-10-26 20:42] - New Record for Team Most Penalties (18) in 1 Game for Oilers!                                              
3463,12,[2008-10-26 20:42] - New Record for Team Most Hits (28) in 1 Game for Oilers!                                                   
3464,8,[2008-10-26 20:42] - New Record for Team Most Goals (6) in 1 Game for Avalanche!                                                
3465,8,[2008-10-26 20:42] - New Record for Team Most Assists (8) in 1 Game for Avalanche!                                              
3466,8,[2008-10-26 20:42] - New Record for Team Most Points (14) in 1 Game for Avalanche!                                              
3467,8,[2008-10-26 20:42] - New Record for Team Most Shots (44) in 1 Game for Avalanche!                                               
3468,8,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (4) in 1 Game for Avalanche!                                        
3469,8,[2008-10-26 20:42] - New Record for Team Most Penalties (8) in 1 Game for Avalanche!                                            
3470,8,[2008-10-26 20:42] - New Record for Team Most Hits (15) in 1 Game for Avalanche!                                                
3471,2,[2008-10-26 20:42] - New Record for Team Most Hits (29) in 1 Game for Thrashers!                                                
3472,2,[2008-10-26 20:42] - New Record for Team Most Goals (4) in 1 Game for Thrashers!                                                
3473,2,[2008-10-26 20:42] - New Record for Team Most Assists (8) in 1 Game for Thrashers!                                              
3474,2,[2008-10-26 20:42] - New Record for Team Most Points (12) in 1 Game for Thrashers!                                              
3475,2,[2008-10-26 20:42] - New Record for Team Most Shots (42) in 1 Game for Thrashers!                                               
3476,2,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (12) in 1 Game for Thrashers!                                       
3477,2,[2008-10-26 20:42] - New Record for Team Most Penalties (35) in 1 Game for Thrashers!                                           
3478,2,[2008-10-26 20:42] - New Record for Team Most Hits (29) in 1 Game for Thrashers!                                                
3479,30,[2008-10-26 20:42] - New Record for Team Most Goals (5) in 1 Game for Capitals!                                                 
3480,30,[2008-10-26 20:42] - New Record for Team Most Assists (8) in 1 Game for Capitals!                                               
3481,30,[2008-10-26 20:42] - New Record for Team Most Points (13) in 1 Game for Capitals!                                               
3482,30,[2008-10-26 20:42] - New Record for Team Most Shots (36) in 1 Game for Capitals!                                                
3483,30,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (11) in 1 Game for Capitals!                                        
3484,30,[2008-10-26 20:42] - New Record for Team Most Penalties (25) in 1 Game for Capitals!                                            
3485,30,[2008-10-26 20:42] - New Record for Team Most Hits (16) in 1 Game for Capitals!                                                 
3486,14,[2008-10-26 20:42] - New Record for Team Most Goals (2) in 1 Game for Kings!                                                    
3487,14,[2008-10-26 20:42] - New Record for Team Most Assists (4) in 1 Game for Kings!                                                  
3488,14,[2008-10-26 20:42] - New Record for Team Most Points (6) in 1 Game for Kings!                                                   
3489,14,[2008-10-26 20:42] - New Record for Team Most Shots (24) in 1 Game for Kings!                                                   
3490,14,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (5) in 1 Game for Kings!                                            
3491,14,[2008-10-26 20:42] - New Record for Team Most Penalties (16) in 1 Game for Kings!                                               
3492,14,[2008-10-26 20:42] - New Record for Team Most Hits (19) in 1 Game for Kings!                                                    
3493,15,[2008-10-26 20:42] - New Record for Team Most Goals (3) in 1 Game for Wild!                                                     
3494,15,[2008-10-26 20:42] - New Record for Team Most Assists (6) in 1 Game for Wild!                                                   
3495,15,[2008-10-26 20:42] - New Record for Team Most Points (9) in 1 Game for Wild!                                                    
3496,15,[2008-10-26 20:42] - New Record for Team Most Shots (25) in 1 Game for Wild!                                                    
3497,15,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (13) in 1 Game for Wild!                                            
3498,15,[2008-10-26 20:42] - New Record for Team Most Penalties (22) in 1 Game for Wild!                                                
3499,15,[2008-10-26 20:42] - New Record for Team Most Hits (19) in 1 Game for Wild!                                                     
3500,27,[2008-10-26 20:42] - New Record for Team Most Goals (5) in 1 Game for Lightning!                                                
3501,27,[2008-10-26 20:42] - New Record for Team Most Assists (9) in 1 Game for Lightning!                                              
3502,27,[2008-10-26 20:42] - New Record for Team Most Points (14) in 1 Game for Lightning!                                              
3503,27,[2008-10-26 20:42] - New Record for Team Most Shots (46) in 1 Game for Lightning!                                               
3504,27,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (9) in 1 Game for Lightning!                                        
3505,27,[2008-10-26 20:42] - New Record for Team Most Penalties (8) in 1 Game for Lightning!                                            
3506,27,[2008-10-26 20:42] - New Record for Team Most Hits (23) in 1 Game for Lightning!                                                
3507,25,[2008-10-26 20:42] - New Record for Team Most Goals (6) in 1 Game for Blues!                                                    
3508,25,[2008-10-26 20:42] - New Record for Team Most Assists (12) in 1 Game for Blues!                                                 
3509,25,[2008-10-26 20:42] - New Record for Team Most Points (18) in 1 Game for Blues!                                                  
3510,25,[2008-10-26 20:42] - New Record for Team Most Shots (39) in 1 Game for Blues!                                                   
3511,25,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (8) in 1 Game for Blues!                                            
3512,25,[2008-10-26 20:42] - New Record for Team Most Penalties (12) in 1 Game for Blues!                                               
3513,25,[2008-10-26 20:42] - New Record for Team Most Hits (16) in 1 Game for Blues!                                                    
3514,7,[2008-10-26 20:42] - New Record for Team Most Goals (4) in 1 Game for Blackhawks!                                               
3515,7,[2008-10-26 20:42] - New Record for Team Most Assists (6) in 1 Game for Blackhawks!                                             
3516,7,[2008-10-26 20:42] - New Record for Team Most Points (10) in 1 Game for Blackhawks!                                             
3517,7,[2008-10-26 20:42] - New Record for Team Most Shots (46) in 1 Game for Blackhawks!                                              
3518,7,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (10) in 1 Game for Blackhawks!                                      
3519,7,[2008-10-26 20:42] - New Record for Team Most Penalties (16) in 1 Game for Blackhawks!                                          
3520,7,[2008-10-26 20:42] - New Record for Team Most Hits (26) in 1 Game for Blackhawks!                                               
3521,19,[2008-10-26 20:42] - New Record for Team Most Goals (3) in 1 Game for Islanders!                                                
3522,19,[2008-10-26 20:42] - New Record for Team Most Assists (6) in 1 Game for Islanders!                                              
3523,19,[2008-10-26 20:42] - New Record for Team Most Points (9) in 1 Game for Islanders!                                               
3524,19,[2008-10-26 20:42] - New Record for Team Most Shots (33) in 1 Game for Islanders!                                               
3525,19,[2008-10-26 20:42] - New Record for Team Most Shots Blocked (16) in 1 Game for Islanders!                                       
3526,19,[2008-10-26 20:42] - New Record for Team Most Penalties (20) in 1 Game for Islanders!                                           
3527,19,[2008-10-26 20:42] - New Record for Team Most Hits (15) in 1 Game for Islanders!                                                
3528,9,[2008-10-27 19:19] - Craig Rivet has been selected as assistant.                                                                
3529,9,[2008-10-27 19:19] - Bryan Berard has been selected as assistant.                                                               
3530,9,[2008-10-27 19:19] - Matt Bradley has been selected as assistant.                                                               
3531,10,[2008-10-27 19:20] - Wade Redden has been selected as assistant.                                                                
3532,10,[2008-10-27 19:20] - Shawn Horcoff has been selected as assistant.                                                              
3533,10,[2008-10-27 19:20] - Brent Sopel has been selected as assistant.                                                                
3534,24,[2008-10-27 19:49] - Vincent Lecavalier has been selected as assistant.                                                         
3535,24,[2008-10-27 19:49] - Shane Doan has been selected as assistant.                                                                 
3536,24,[2008-10-27 19:49] - Kimmo Timonen has been selected as assistant.                                                              
3537,30,[2008-10-27 19:52] - Brad Richards has been selected as assistant.                                                              
3538,30,[2008-10-27 19:52] - Kris Draper has been selected as assistant.                                                                
3539,30,[2008-10-27 19:52] - Rostislav Klesla has been selected as assistant.                                                           
3540,9,[2008-10-27 19:58] - New Record for Team Most Shots (30) in 1 Game for Blue Jackets!                                            
3541,9,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (8) in 1 Game for Blue Jackets!                                     
3542,25,[2008-10-27 19:58] - New Record for Team Most Shots (50) in 1 Game for Blues!                                                   
3543,25,[2008-10-27 19:58] - New Record for Team Most Penalties (24) in 1 Game for Blues!                                               
3544,25,[2008-10-27 19:58] - New Record for Team Most Hits (19) in 1 Game for Blues!                                                    
3545,19,[2008-10-27 19:58] - New Record for Team Most Hits (18) in 1 Game for Islanders!                                                
3546,18,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (11) in 1 Game for Devils!                                          
3547,18,[2008-10-27 19:58] - New Record for Team Most Hits (22) in 1 Game for Devils!                                                   
3548,21,[2008-10-27 19:58] - New Record for Team Most Goals (4) in 1 Game for Senators!                                                 
3549,21,[2008-10-27 19:58] - New Record for Team Most Assists (7) in 1 Game for Senators!                                               
3550,21,[2008-10-27 19:58] - New Record for Team Most Points (11) in 1 Game for Senators!                                               
3551,21,[2008-10-27 19:58] - New Record for Team Most Shots (30) in 1 Game for Senators!                                                
3552,21,[2008-10-27 19:58] - New Record for Team Most Penalties (28) in 1 Game for Senators!                                            
3553,16,[2008-10-27 19:58] - New Record for Team Most Goals (6) in 1 Game for Canadiens!                                                
3554,16,[2008-10-27 19:58] - New Record for Team Most Assists (10) in 1 Game for Canadiens!                                             
3555,16,[2008-10-27 19:58] - New Record for Team Most Points (16) in 1 Game for Canadiens!                                              
3556,16,[2008-10-27 19:58] - New Record for Team Most Shots (41) in 1 Game for Canadiens!                                               
3557,16,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (10) in 1 Game for Canadiens!                                       
3558,16,[2008-10-27 19:58] - New Record for Team Most Penalties (16) in 1 Game for Canadiens!                                           
3559,1,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (13) in 1 Game for Ducks!                                           
3560,23,[2008-10-27 19:58] - New Record for Team Most Penalties (18) in 1 Game for Coyotes!                                             
3561,23,[2008-10-27 19:58] - New Record for Team Most Hits (22) in 1 Game for Coyotes!                                                  
3562,14,[2008-10-27 19:58] - New Record for Team Most Goals (4) in 1 Game for Kings!                                                    
3563,14,[2008-10-27 19:58] - New Record for Team Most Assists (6) in 1 Game for Kings!                                                  
3564,14,[2008-10-27 19:58] - New Record for Team Most Points (10) in 1 Game for Kings!                                                  
3565,14,[2008-10-27 19:58] - New Record for Team Most Shots (26) in 1 Game for Kings!                                                   
3566,30,[2008-10-27 19:58] - New Record for Team Most Shots (41) in 1 Game for Capitals!                                                
3567,30,[2008-10-27 19:58] - New Record for Team Most Hits (21) in 1 Game for Capitals!                                                 
3568,13,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (11) in 1 Game for Panthers!                                        
3569,13,[2008-10-27 19:58] - New Record for Team Most Hits (20) in 1 Game for Panthers!                                                 
3570,24,[2008-10-27 19:58] - New Record for Team Most Hits (23) in 1 Game for Penguins!                                                 
3571,20,[2008-10-27 19:58] - New Record for Team Most Penalties (22) in 1 Game for Rangers!                                             
3572,17,[2008-10-27 19:58] - New Record for Team Most Goals (6) in 1 Game for Predators!                                                
3573,17,[2008-10-27 19:58] - New Record for Team Most Assists (10) in 1 Game for Predators!                                             
3574,17,[2008-10-27 19:58] - New Record for Team Most Points (16) in 1 Game for Predators!                                              
3575,17,[2008-10-27 19:58] - New Record for Team Most Shots (51) in 1 Game for Predators!                                               
3576,17,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (16) in 1 Game for Predators!                                       
3577,7,[2008-10-27 19:58] - New Record for Team Most Goals (8) in 1 Game for Blackhawks!                                               
3578,7,[2008-10-27 19:58] - New Record for Team Most Assists (15) in 1 Game for Blackhawks!                                            
3579,7,[2008-10-27 19:58] - New Record for Team Most Points (23) in 1 Game for Blackhawks!                                             
3580,7,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (12) in 1 Game for Blackhawks!                                      
3581,8,[2008-10-27 19:58] - New Record for Team Most Assists (10) in 1 Game for Avalanche!                                             
3582,8,[2008-10-27 19:58] - New Record for Team Most Points (15) in 1 Game for Avalanche!                                              
3583,8,[2008-10-27 19:58] - New Record for Team Most Penalties (14) in 1 Game for Avalanche!                                           
3584,12,[2008-10-27 19:58] - New Record for Team Most Shots (27) in 1 Game for Oilers!                                                  
3585,15,[2008-10-27 19:58] - New Record for Team Most Goals (6) in 1 Game for Wild!                                                     
3586,15,[2008-10-27 19:58] - New Record for Team Most Assists (11) in 1 Game for Wild!                                                  
3587,15,[2008-10-27 19:58] - New Record for Team Most Points (17) in 1 Game for Wild!                                                   
3588,15,[2008-10-27 19:58] - New Record for Team Most Shots (39) in 1 Game for Wild!                                                    
3589,5,[2008-10-27 19:58] - New Record for Team Most Goals (5) in 1 Game for Flames!                                                   
3590,5,[2008-10-27 19:58] - New Record for Team Most Assists (7) in 1 Game for Flames!                                                 
3591,5,[2008-10-27 19:58] - New Record for Team Most Points (12) in 1 Game for Flames!                                                 
3592,5,[2008-10-27 19:58] - New Record for Team Most Shots (27) in 1 Game for Flames!                                                  
3593,5,[2008-10-27 19:58] - New Record for Team Most Hits (20) in 1 Game for Flames!                                                   
3594,4,[2008-10-27 19:58] - New Record for Team Most Shots (53) in 1 Game for Sabres!                                                  
3595,4,[2008-10-27 19:58] - New Record for Team Most Hits (23) in 1 Game for Sabres!                                                   
3596,3,[2008-10-27 19:58] - New Record for Team Most Goals (3) in 1 Game for Bruins!                                                   
3597,3,[2008-10-27 19:58] - New Record for Team Most Assists (5) in 1 Game for Bruins!                                                 
3598,3,[2008-10-27 19:58] - New Record for Team Most Points (8) in 1 Game for Bruins!                                                  
3599,3,[2008-10-27 19:58] - New Record for Team Most Shots (25) in 1 Game for Bruins!                                                  
3600,3,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (13) in 1 Game for Bruins!                                          
3601,3,[2008-10-27 19:58] - New Record for Team Most Hits (17) in 1 Game for Bruins!                                                   
3602,29,[2008-10-27 19:58] - New Record for Team Most Assists (6) in 1 Game for Canucks!                                                
3603,29,[2008-10-27 19:58] - New Record for Team Most Points (9) in 1 Game for Canucks!                                                 
3604,29,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (14) in 1 Game for Canucks!                                         
3605,29,[2008-10-27 19:58] - New Record for Team Most Penalties (35) in 1 Game for Canucks!                                             
3606,29,[2008-10-27 19:58] - New Record for Team Most Hits (17) in 1 Game for Canucks!                                                  
3607,22,[2008-10-27 19:58] - New Record for Team Most Shots (33) in 1 Game for Flyers!                                                  
3608,10,[2008-10-27 19:58] - New Record for Team Most Assists (8) in 1 Game for Stars!                                                  
3609,10,[2008-10-27 19:58] - New Record for Team Most Points (12) in 1 Game for Stars!                                                  
3610,10,[2008-10-27 19:58] - New Record for Team Most Shots (44) in 1 Game for Stars!                                                   
3611,10,[2008-10-27 19:58] - New Record for Team Most Shots Blocked (7) in 1 Game for Stars!                                            
3612,2,[2008-10-27 19:58] - New Record for Team Most Shots (47) in 1 Game for Thrashers!                                               
3613,10,[2008-10-28 21:19] - Unknown Player has been selected as assistant.                                                             
3614,10,[2008-10-28 21:19] - Unknown Player has been selected as assistant.                                                             
3615,10,[2008-10-28 21:19] - Unknown Player has been selected as assistant.                                                             
3616,18,[2008-10-28 21:25] - Zdeno Chara has been selected as assistant.                                                                
3617,18,[2008-10-28 21:25] - Scott Gomez has been selected as assistant.                                                                
3618,18,[2008-10-28 21:25] - Mike Fisher has been selected as assistant.                                                                
3619,24,[2008-10-28 21:34] - Kimmo Timonen has been selected as assistant.                                                              
3620,24,[2008-10-28 21:34] - Shane Doan has been selected as assistant.                                                                 
3621,25,[2008-10-28 21:35] - Jay Bouwmeester has been selected as assistant.                                                            
3622,25,[2008-10-28 21:35] - Martin St. Louis has been selected as assistant.                                                           
3623,25,[2008-10-28 21:35] - Michael Peca has been selected as assistant.                                                               
3624,25,[2008-10-28 21:44] - New Record for Team Most Shots (64) in 1 Game for Blues!                                                   
3625,25,[2008-10-28 21:44] - New Record for Team Most Shots (64) in 1 Game for Blues!                                                   
3626,9,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (15) in 1 Game for Blue Jackets!                                    
3627,9,[2008-10-28 21:44] - New Record for Team Most Penalties (29) in 1 Game for Blue Jackets!                                        
3628,13,[2008-10-28 21:44] - New Record for Team Most Goals (7) in 1 Game for Panthers!                                                 
3629,13,[2008-10-28 21:44] - New Record for Team Most Assists (13) in 1 Game for Panthers!                                              
3630,13,[2008-10-28 21:44] - New Record for Team Most Points (20) in 1 Game for Panthers!                                               
3631,13,[2008-10-28 21:44] - New Record for Team Most Shots (43) in 1 Game for Panthers!                                                
3632,13,[2008-10-28 21:44] - New Record for Team Most Hits (21) in 1 Game for Panthers!                                                 
3633,30,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (18) in 1 Game for Capitals!                                        
3634,30,[2008-10-28 21:44] - New Record for Team Most Hits (26) in 1 Game for Capitals!                                                 
3635,18,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (12) in 1 Game for Devils!                                          
3636,18,[2008-10-28 21:44] - New Record for Team Most Penalties (32) in 1 Game for Devils!                                              
3637,20,[2008-10-28 21:44] - New Record for Team Most Hits (21) in 1 Game for Rangers!                                                  
3638,27,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (16) in 1 Game for Lightning!                                       
3639,27,[2008-10-28 21:44] - New Record for Team Most Penalties (18) in 1 Game for Lightning!                                           
3640,2,[2008-10-28 21:44] - New Record for Team Most Goals (6) in 1 Game for Thrashers!                                                
3641,2,[2008-10-28 21:44] - New Record for Team Most Assists (10) in 1 Game for Thrashers!                                             
3642,2,[2008-10-28 21:44] - New Record for Team Most Points (16) in 1 Game for Thrashers!                                              
3643,2,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (13) in 1 Game for Thrashers!                                       
3644,11,[2008-10-28 21:44] - New Record for Team Most Shots (37) in 1 Game for Red Wings!                                               
3645,11,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (13) in 1 Game for Red Wings!                                       
3646,11,[2008-10-28 21:44] - New Record for Team Most Hits (27) in 1 Game for Red Wings!                                                
3647,17,[2008-10-28 21:44] - New Record for Team Most Goals (7) in 1 Game for Predators!                                                
3648,17,[2008-10-28 21:44] - New Record for Team Most Assists (14) in 1 Game for Predators!                                             
3649,17,[2008-10-28 21:44] - New Record for Team Most Points (21) in 1 Game for Predators!                                              
3650,28,[2008-10-28 21:44] - New Record for Team Most Goals (4) in 1 Game for Maple Leafs!                                              
3651,28,[2008-10-28 21:44] - New Record for Team Most Assists (6) in 1 Game for Maple Leafs!                                            
3652,28,[2008-10-28 21:44] - New Record for Team Most Points (10) in 1 Game for Maple Leafs!                                            
3653,28,[2008-10-28 21:44] - New Record for Team Most Shots (38) in 1 Game for Maple Leafs!                                             
3654,6,[2008-10-28 21:44] - New Record for Team Most Goals (6) in 1 Game for Hurricanes!                                               
3655,6,[2008-10-28 21:44] - New Record for Team Most Assists (12) in 1 Game for Hurricanes!                                            
3656,6,[2008-10-28 21:44] - New Record for Team Most Points (18) in 1 Game for Hurricanes!                                             
3657,6,[2008-10-28 21:44] - New Record for Team Most Penalties (28) in 1 Game for Hurricanes!                                          
3658,6,[2008-10-28 21:44] - New Record for Team Most Hits (19) in 1 Game for Hurricanes!                                               
3659,19,[2008-10-28 21:44] - New Record for Team Most Goals (5) in 1 Game for Islanders!                                                
3660,19,[2008-10-28 21:44] - New Record for Team Most Assists (10) in 1 Game for Islanders!                                             
3661,19,[2008-10-28 21:44] - New Record for Team Most Points (15) in 1 Game for Islanders!                                              
3662,19,[2008-10-28 21:44] - New Record for Team Most Shots (49) in 1 Game for Islanders!                                               
3663,4,[2008-10-28 21:44] - New Record for Team Most Penalties (46) in 1 Game for Sabres!                                              
3664,4,[2008-10-28 21:44] - New Record for Team Most Hits (31) in 1 Game for Sabres!                                                   
3665,4,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (17) in 1 Game for Sabres!                                          
3666,4,[2008-10-28 21:44] - New Record for Team Most Penalties (46) in 1 Game for Sabres!                                              
3667,4,[2008-10-28 21:44] - New Record for Team Most Hits (31) in 1 Game for Sabres!                                                   
3668,21,[2008-10-28 21:44] - New Record for Team Most Shots (45) in 1 Game for Senators!                                                
3669,14,[2008-10-28 21:44] - New Record for Team Most Goals (8) in 1 Game for Kings!                                                    
3670,14,[2008-10-28 21:44] - New Record for Team Most Assists (15) in 1 Game for Kings!                                                 
3671,14,[2008-10-28 21:44] - New Record for Team Most Points (23) in 1 Game for Kings!                                                  
3672,14,[2008-10-28 21:44] - New Record for Team Most Shots (57) in 1 Game for Kings!                                                   
3673,14,[2008-10-28 21:44] - New Record for Team Most Shots Blocked (9) in 1 Game for Kings!                                            
3674,23,[2008-10-28 21:44] - New Record for Team Most Shots (27) in 1 Game for Coyotes!                                                 
